,Objname,ObsEcc,ObsSin(Inc),PropEcc,PropSin(Inc),PropSMA,0_2PE,1_3PE,2_4PE,3_5PE,4_6PE,5_7PE,6_8PE,7_9PE,8_10PE
10,2013 RM124,0.5992159569595197,0.25471844541905625,0.14421253048474528,0.14595513938198001,87.92322615986114,"[0.025821418253201823, 0.03127976979580368, 87.92311110697614]","[0.027278514667871998, 0.031160946478103486, 87.92201900858139]","[0.027622547768166528, 0.032043865881818206, 87.92442136720577]","[0.02829356052933818, 0.03177335200586759, 87.92338170036534]","[0.02799044793786372, 0.03214851823434306, 87.9237022984232]","[0.026634567660548114, 0.030990824020256734, 87.92602771617716]","[0.025148648256433377, 0.030747451606936094, 87.92281597155429]","[0.02442069724865592, 0.03013006893777858, 87.9247467519819]","[0.02361741334264117, 0.030063098008516875, 87.92204697706006]"
11,2005 PU21,0.8730972321553613,0.09256048589109447,0.12231811861907428,0.08845595143419395,253.13621207926334,"[0.029391774971111683, 0.03238213195978024, 187.37316055790754]","[0.03681344262143698, 0.04063376889342771, 188.42632798708058]","[0.02151599773656691, 0.02766519421727582, 181.59846947271825]","[0.04049764505851714, 0.0320765532284615, 193.7022671322751]","[0.01990976303060644, 0.025904714331146408, 222.89921658602293]","[0.020969846242571918, 0.027081275153693657, 269.7602878272659]","[0.019093115779827707, 0.020481956271087346, 295.13565835862]","[0.026595250611482577, 0.014279924242434378, 313.59025824381274]","[0.0347597226364545, 0.008305097303400963, 378.44278980479214]"
12,2013 RU155,0.08286952968093755,0.064365504785864,0.08220074995835301,0.06185599596036542,43.97631997850862,"[0.07566529049200316, 0.06364858019323202, 43.976263941981685]","[0.07235716495616143, 0.06290589263596251, 43.97630447443256]","[0.06377268958605105, 0.05033254677759355, 43.976331196590735]","[0.061971014883259214, 0.0434009146038123, 43.97633509513862]","[0.0697619338265244, 0.05473632920928497, 43.97632585701311]","[0.07577078968404785, 0.06485394521912774, 43.97630770545259]","[0.07266537936846476, 0.06114645636364402, 43.97632974785076]","[0.06419596331808379, 0.04784597604088049, 43.97636412551309]","[0.06197025968337939, 0.04486272882632542, 43.976348010421106]"
13,2003 QZ111,0.06245498762677197,0.07128117477167385,0.06204218396788426,0.06765994914933313,43.00878681134852,"[0.06280416366038132, 0.07565785716742161, 43.00951403775209]","[0.06385770011379915, 0.07395363537490528, 43.008213737299485]","[0.05665958228736133, 0.06052797994536452, 43.00624372242584]","[0.04629844122058141, 0.046985945636153874, 43.005020851097534]","[0.04413045443111966, 0.051178930210986864, 43.0051065070726]","[0.05240775189978514, 0.06621781020581735, 43.006872532359424]","[0.06106982959312121, 0.07442539182201, 43.00999343105226]","[0.062759780157643, 0.06934885910894141, 43.01255163657776]","[0.055739777024073074, 0.054436983897784924, 43.01307199918622]"
14,2013 RM98,0.12543972136599907,0.4811048732273698,0.1136189213200704,0.47774661449986916,43.32396661853418,"[0.02875046102979289, 0.27342385081986276, 43.32396894458865]","[0.02380589467845767, 0.27486342852009704, 43.32398292290968]","[0.02751436399019208, 0.2725914645723076, 43.32395576790821]","[0.02259654681262157, 0.274221295008929, 43.3239530894792]","[0.029566559509968515, 0.2742676850787718, 43.323971395155034]","[0.0222871380377402, 0.2727180571832159, 43.32396693511495]","[0.029383368057711395, 0.2742147379436956, 43.32396383676009]","[0.022613566886834326, 0.27398371036296815, 43.32396056809556]","[0.02734722794476734, 0.272911056999573, 43.323967089675016]"
15,2013 RP158,0.05553374511518904,0.0413180016218987,0.05547216627628498,0.03589312237486132,44.248340095468606,"[0.050399965918331915, 0.03674298420831127, 44.24835597370303]","[0.044354994864650485, 0.036281586546027415, 44.24836217737592]","[0.037541524878882855, 0.025167118705660393, 44.24833560052861]","[0.0417812611442955, 0.021778490948988313, 44.24828632775701]","[0.04948475858813934, 0.033685447606207945, 44.24827788125724]","[0.04945691642813965, 0.03852887688516312, 44.24830270825818]","[0.04192438435727297, 0.030580348785049564, 44.24833052601419]","[0.03797932171868918, 0.020712175076173022, 44.248395547239184]","[0.04481903017357876, 0.02946447090311287, 44.24839933820862]"
16,2013 RE124,0.6707890820473847,0.5308325603717491,0.09269007314205063,0.11880228366012019,120.94093959016072,"[0.01808023990352489, 0.024351083462387863, 120.94059087638266]","[0.019075855232353105, 0.024384906846059297, 120.94104921426647]","[0.018362460219354962, 0.024295322461437757, 120.94114835783441]","[0.018708072299067742, 0.024482787687771533, 120.94125063360781]","[0.017167261428242066, 0.024481281398663263, 120.94113910510153]","[0.017033761093171527, 0.024793976124387423, 120.94096218105317]","[0.015245846543700557, 0.024771379709060955, 120.94109962115573]","[0.014947684824112364, 0.02512462488822057, 120.9410753523917]","[0.01350850180484648, 0.025020619361455543, 120.94073727265152]"
17,2013 RO124,0.07689011506716892,0.42026706760783855,0.07660897824991086,0.4133463754478998,38.734420767405524,"[0.043045915723550564, 0.3667261651330719, 38.72481313402928]","[0.041414610190435235, 0.36813187266166325, 38.72300174206145]","[0.03800542351270253, 0.36736199642096606, 38.72424006683989]","[0.04205994739102401, 0.36730177385898977, 38.720577609683744]","[0.048490385231466905, 0.3676460389080733, 38.73164101443516]","[0.044138509177122726, 0.3668895574868002, 38.74370181108653]","[0.039005792968896384, 0.3669875958716663, 38.74522780124542]","[0.042344979619960414, 0.3677870204746938, 38.74534958321062]","[0.043214860955343555, 0.3668883236460356, 38.74618228682451]"
18,2014 PM82,0.350329142866655,0.4040867568185175,0.27826364529496767,0.4006528725929522,55.388310925480496,"[0.060880446922475843, 0.1137935540709527, 55.388292881892646]","[0.060159413063039416, 0.1130812684283272, 55.38755027940004]","[0.05805405409184, 0.11355680613134797, 55.38738265966608]","[0.059055713728303684, 0.11296342213445089, 55.38833159245321]","[0.060636807708705054, 0.11317263383873843, 55.38895190080931]","[0.06281369382312892, 0.1132658214350097, 55.388119096325795]","[0.06028039619198698, 0.11441798888877788, 55.38801194699096]","[0.052318277060487625, 0.11566310431624184, 55.388935378761296]","[0.035868108527692455, 0.11722180207104207, 55.3889115098084]"
19,2013 RV155,0.0628049859991978,0.47574343666589525,0.05863104434173814,0.465133463530066,41.05302367447349,"[0.025315436306992716, 0.31934563113134673, 41.05305268123581]","[0.02307517453549145, 0.32035068936093036, 41.052977549146206]","[0.022614587935962306, 0.31850328118856863, 41.05306675404338]","[0.02439892642914524, 0.3185095084052216, 41.053020242782004]","[0.024321070950045372, 0.3202907894201429, 41.052870234371696]","[0.023475462783372463, 0.31915660400122153, 41.053102013338126]","[0.023435167850440898, 0.31801173760778695, 41.05300117060965]","[0.025091870029929245, 0.32018569348945947, 41.05297150501684]","[0.02415522709746287, 0.3198970347387282, 41.05313046473537]"
20,2013 RS109,0.11456258354514394,0.09439499482624455,0.11445730286649732,0.09298476936147197,44.68220595527453,"[0.0928378410160901, 0.08559525717890756, 44.68218206446417]","[0.08609357081540617, 0.07377132475408002, 44.682212927313444]","[0.08350443368781378, 0.06786379984259736, 44.682225342030144]","[0.08966846067096398, 0.07890886612465105, 44.68220126614536]","[0.09355337568678838, 0.08658248039623731, 44.68219078641417]","[0.08908858303668762, 0.07901660088841152, 44.68221367866926]","[0.08339865033290475, 0.06809366363275854, 44.68223925576375]","[0.08642058746606716, 0.07390277266664061, 44.682217305341865]","[0.09292164113881371, 0.08540479524737098, 44.68219204887035]"
21,2013 RF124,0.032677668247398886,0.05550503004369622,0.03207533713732914,0.051811049718629085,43.429326940222765,"[0.024635603479269876, 0.05090682874271718, 43.42932018360638]","[0.01897857689706568, 0.037496442860218325, 43.42932394309215]","[0.026312673581496398, 0.03738180571394167, 43.42933329189907]","[0.03438260908310808, 0.05090536502567669, 43.4293279162064]","[0.03504786222050255, 0.057775838070099526, 43.42932782997094]","[0.028180672302294683, 0.05114392611675677, 43.429327089633055]","[0.020361597464355854, 0.037934332739649426, 43.42932977661307]","[0.02413950898991739, 0.03829775478292312, 43.429333622248976]","[0.03311706867385826, 0.0518320257143204, 43.42932329165221]"
22,2013 RB109,0.10896100391119935,0.39126417834389454,0.1080202986856767,0.39045120072835743,40.19775764961005,"[0.06604449882948668, 0.3280901231992027, 40.216864006220376]","[0.057353263576921804, 0.32780822108900337, 40.20127911982944]","[0.05146926827528459, 0.32723892090792944, 40.19521978744354]","[0.059974351632785514, 0.3284094061405653, 40.201900553293235]","[0.06224726582349607, 0.32720456341512494, 40.20242529871581]","[0.052800902701075215, 0.32643653515980264, 40.1986775909504]","[0.04998482090617247, 0.3278958174781669, 40.19238489111117]","[0.05894121299900384, 0.3271416163530406, 40.18505109525594]","[0.06251412809270726, 0.32626956508324517, 40.181900872467324]"
23,2013 RP109,0.10797603486365813,0.031970906479375984,0.1076164250084734,0.019296073682804178,44.697631910902096,"[0.09365362408708089, 0.007565170754455382, 44.69756614103872]","[0.09576858637413178, 0.019259260560012762, 44.6975835462643]","[0.08665441810025476, 0.02485050765328849, 44.69761078267501]","[0.07944803819756577, 0.01971700709819339, 44.6976233157918]","[0.08545590399138574, 0.008677787685302406, 44.69761606921784]","[0.09512159002247347, 0.015071850217938873, 44.69762524461234]","[0.094894406689834, 0.025689483016677447, 44.69764865302579]","[0.0853271470410952, 0.026248327466732217, 44.69768838578777]","[0.08011047552474947, 0.01654171083681449, 44.697720142687714]"
24,2013 RW155,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
25,2013 TD187,0.37737041546558087,0.08698528697183214,0.3685699765956064,0.07702111066303803,61.529643859168,"[0.12302909721129987, 0.0336731279163155, 61.53311658963893]","[0.12009704511698036, 0.029954271319580835, 61.53334942130907]","[0.12600758372221615, 0.032171785320077306, 61.5317929922903]","[0.11974650072973714, 0.03175027569122568, 61.52982436676674]","[0.12384876997910103, 0.03118624593623608, 61.52927103926502]","[0.12365701663778687, 0.03225492090235567, 61.528904314868164]","[0.11959083203762835, 0.031992615999603256, 61.52856738009691]","[0.1262646392015845, 0.03117376346173554, 61.52805374802237]","[0.11864430683740716, 0.03355426457233103, 61.52547648982252]"
26,2013 VM46,0.42816498277670795,0.1510055401684953,0.06588907465312491,0.14159213521377098,55.38904863098027,"[0.012553414138945793, 0.05671813515792049, 55.389307220366724]","[0.014872733648225804, 0.054635048621192464, 55.389316415527006]","[0.013824876713667344, 0.055225586473508954, 55.3891594410911]","[0.010821898294561308, 0.0580106346277816, 55.38897559507744]","[0.012285791706737093, 0.055704772811076025, 55.38900216384056]","[0.013338571423064762, 0.0559313126956856, 55.3895242528386]","[0.01396134890333949, 0.05487062645067233, 55.38888473910843]","[0.011299992136694076, 0.05655565992185073, 55.38883193605274]","[0.011910112711530474, 0.057853435464757214, 55.38897894508393]"
27,2013 TF187,0.17573505965082986,0.031239370740030494,0.17534378640378218,0.021763039870962075,43.66948185780461,"[0.17011829956740315, 0.006772695239043907, 43.66942496554381]","[0.170155385954106, 0.008942306619072278, 43.66955133487383]","[0.1697208098488633, 0.015131914001872054, 43.66952967339264]","[0.1694158955476151, 0.012764231492585775, 43.66946697283779]","[0.16933766478250056, 0.009952066647139013, 43.66946541902772]","[0.16853766701711584, 0.020681877425146503, 43.669418906584816]","[0.16651469714257067, 0.029599686024054498, 43.66946404891163]","[0.16466309114833647, 0.030150927655228955, 43.669583010625324]","[0.16438484171360268, 0.026315300107450833, 43.66955351248063]"
28,2013 RX155,0.2576736972855437,0.4664180551996515,0.22281343635325607,0.4458610258633161,46.79192142858885,"[0.04920072438340483, 0.23542980658500728, 46.79137918079456]","[0.0436602514004901, 0.23531588069312112, 46.79140424438383]","[0.052403615011687596, 0.2368789043133779, 46.79116321253794]","[0.04282727373072621, 0.23474717574886045, 46.79125006795828]","[0.052520522836260575, 0.2366842333396189, 46.79261103409678]","[0.04601787913550098, 0.23665283756622893, 46.79408093515091]","[0.0501132244997831, 0.23612771392943396, 46.79259647414396]","[0.04534590988869683, 0.2366681721071771, 46.79169550440085]","[0.05103520016425644, 0.23722727688427422, 46.79185199610263]"
29,2002 PA149,0.1764380630475338,0.04780403830227882,0.040711119350514476,0.043280832552734794,43.66899049812317,"[0.02578115303587095, 0.025696338928910992, 43.66886861014984]","[0.011948193421013322, 0.028722211547845874, 43.66905137858539]","[0.025316150159450018, 0.045804508643454825, 43.669409750096456]","[0.009063916195032938, 0.05819288624694202, 43.66868971692931]","[0.011570361509965793, 0.05992901112620202, 43.668599601890904]","[0.013402720873830593, 0.049481957370279314, 43.66902000268215]","[0.012225843228272505, 0.03338448861652263, 43.668811630801805]","[0.0066493378174413914, 0.027537538386626877, 43.66885654869101]","[0.017196513702321767, 0.04171041113804823, 43.66926904042855]"
30,1997 RT5,0.024686086887511133,0.22178253159070768,0.024598758844926013,0.21250886419727874,41.31017414145658,"[0.014592922099826499, 0.19283149294937163, 41.310171652665595]","[0.01642340942202279, 0.2021791641309269, 41.310158823799746]","[0.02146503964523587, 0.21147573663743083, 41.310171686988895]","[0.020831645365912407, 0.21136511813398362, 41.31016213113477]","[0.015447278272708146, 0.20216719490785562, 41.310179633971444]","[0.01564734484848341, 0.19326886307940372, 41.31018563540854]","[0.023666782487537782, 0.19489304029874485, 41.31016699284144]","[0.02663061641732012, 0.2050658492754083, 41.31017757969058]","[0.022056584970087244, 0.21261711873312944, 41.31017842544018]"
31,2013 RY155,0.1989032629875987,0.1818351893448033,0.02390534909914927,0.18066207291714276,45.04344590130245,"[0.00828758790469635, 0.14841910345144418, 45.0433169540854]","[0.0068324797105874125, 0.13890609623919387, 45.0434344546124]","[0.006374193125705937, 0.14586744485293193, 45.0433629743982]","[0.0076963379508764055, 0.15000646294629005, 45.043356257400035]","[0.010019428211972112, 0.14696771513341378, 45.04355584912161]","[0.0066745592366823595, 0.14137804608211352, 45.04349702985638]","[0.012878290513224606, 0.1420443161999989, 45.04332590402486]","[0.007553964084487821, 0.15160860432644727, 45.04352159556714]","[0.01476939754742315, 0.14672899231427897, 45.04367739228392]"
32,2013 RE109,0.15344267237241066,0.07257901197194673,0.14988296622358396,0.06963266833977705,43.66834799320157,"[0.05969359600092102, 0.050579979329093916, 43.66854543594771]","[0.07052500930081479, 0.05586333436082164, 43.6681357643473]","[0.06202711468590542, 0.0723630770480097, 43.6685094697421]","[0.09329072050854897, 0.08413041260089518, 43.668078732498124]","[0.07406301295499114, 0.083272155120684, 43.66801233222498]","[0.05352485077668088, 0.0708919237841902, 43.66870795952859]","[0.09899043694826586, 0.055894159042097345, 43.66853308683979]","[0.11542149515593184, 0.054860744715360454, 43.668111402450656]","[0.09600157515163031, 0.07018091229581816, 43.66819729027243]"
33,2013 RF109,0.07373888751323532,0.16122715922949007,0.07371919164150184,0.15449917123922438,42.865609268289006,"[0.06186485171090299, 0.13029029459504518, 42.86554118199428]","[0.06379580063597556, 0.14070578404689293, 42.865669806615024]","[0.05558106992574778, 0.14892021744898426, 42.86567020222697]","[0.050336710884597013, 0.1456514454781123, 42.86559209259493]","[0.058281691534313576, 0.13586743513407912, 42.86562292263574]","[0.06785422835911446, 0.1325019514224195, 42.865706772084835]","[0.06633850148839927, 0.14085248726112673, 42.86562094855396]","[0.05596877583599138, 0.14933667291049071, 42.86551721685178]","[0.052434085305045376, 0.14806972069351376, 42.865585223594046]"
34,2013 TJ187,0.09453927568785397,0.16297921094625725,0.0939299434155156,0.15938040766153339,42.77142022860007,"[0.07797831123000111, 0.1530019125771648, 42.771462794358996]","[0.07181375092778328, 0.14001079456413093, 42.77151775542262]","[0.07272759152427623, 0.13812839383073605, 42.77148409685829]","[0.07916001557162722, 0.15009988326115617, 42.77143450824665]","[0.08055111473577456, 0.16026409069432893, 42.77141876640785]","[0.07557856656925302, 0.1571116580030958, 42.77137464274117]","[0.07178501589303145, 0.14481218404849253, 42.77138434773811]","[0.076960817679166, 0.13911299250198722, 42.77141108923365]","[0.08563565280801178, 0.14799746011581136, 42.771355286906086]"
35,2001 QF298,0.11732165140324885,0.3727891501490486,0.11663580622869957,0.3587148679048633,39.405036984020974,"[0.11740142269804923, 0.26063292036068597, 39.40496691687289]","[0.11779476940554832, 0.2600222817028638, 39.404938465496]","[0.11731902955356134, 0.2609313915309168, 39.40502886284895]","[0.11723555467967622, 0.260200113521499, 39.405024471543776]","[0.11727082780912475, 0.2609711395954668, 39.405077671588984]","[0.11678335797569003, 0.2610399948922079, 39.405026827520054]","[0.11697610914390064, 0.26038560869587907, 39.405043090507036]","[0.11700835787368684, 0.26092584481230463, 39.40505634920609]","[0.11806574231395126, 0.2606046671785529, 39.40507644691463]"
36,2013 SM102,0.25716624253545317,0.18510482777860762,0.23637563320665247,0.176307869184742,52.26091878193431,"[0.1097932985253294, 0.09409732200800511, 52.26078221796267]","[0.10111419620336552, 0.09508646198551915, 52.262943318525096]","[0.10960063031400374, 0.09139000593623095, 52.263148873892135]","[0.10754246379411887, 0.09559669598377935, 52.26217270440393]","[0.10222841858171032, 0.09415455011461213, 52.26152946505614]","[0.111395013354945, 0.09230518455809122, 52.260785170743524]","[0.10368552527067777, 0.09643264774851795, 52.25972310161873]","[0.10462903095694272, 0.09318407973449874, 52.25963014508262]","[0.11191309113498761, 0.09393824809025995, 52.25941279288601]"
37,2003 SQ317,0.08588345105089193,0.47154762305127335,0.08098877359061626,0.47123790440424335,42.62546949474343,"[0.01749978901556493, 0.2827654503263797, 42.64364534199698]","[0.019982389772019653, 0.2817587964777861, 42.63210703998017]","[0.02102233704640753, 0.28423870179954397, 42.6223744174214]","[0.019162787089435775, 0.2827245733343212, 42.6226401751721]","[0.021032609858022258, 0.2823583406507527, 42.62136368592213]","[0.018109431455562763, 0.2840629445179696, 42.6220601864092]","[0.02147079496420582, 0.28264987304420336, 42.620689241889615]","[0.017029138616111304, 0.282402314142359, 42.617581101906744]","[0.022247377099860122, 0.283615847074637, 42.61927742131898]"
38,2013 SQ99,0.086314912935048,0.04434918030167364,0.08553473921636545,0.039597856015542963,44.14624265689102,"[0.06986406867927113, 0.03735315545518961, 44.14624419317054]","[0.06354376377099123, 0.024465628120023907, 44.146254704768964]","[0.06896918379404894, 0.02817630678824539, 44.146249413953335]","[0.07774522058886765, 0.04120432938790806, 44.14624547106844]","[0.0783435882398428, 0.04448037315571834, 44.14623603510631]","[0.07037465645144314, 0.034956321217352426, 44.146233484219714]","[0.0639760189889884, 0.023708582272620297, 44.14625745572385]","[0.06874190649938994, 0.031732502195789505, 44.14625631495064]","[0.07749604694944873, 0.04347514643350824, 44.14622637766326]"
39,2013 SA100,0.16864580629957898,0.13834633233957105,0.15575344836335867,0.13744971611820814,46.30662140847299,"[0.10777207066189191, 0.10456117318984315, 46.307024506318996]","[0.11898168327664561, 0.10219832765027016, 46.30683528830754]","[0.11477711333331243, 0.10886126566485722, 46.306452508553875]","[0.10480157282329643, 0.11036335141800814, 46.306464258411204]","[0.11222072007159221, 0.10483199496373485, 46.30656983022612]","[0.12060445654230981, 0.10484744961189295, 46.30645810409466]","[0.11117960397483084, 0.11088820426345879, 46.306489109474086]","[0.10529057897307806, 0.1103001784258621, 46.306494638347]","[0.11688042851898094, 0.10516462753380201, 46.306575233953424]"
40,2013 RZ155,0.11487097443301067,0.4843604836880062,0.11323039463817687,0.4571280614689288,40.564602147403605,"[0.035441052214146174, 0.33882895214666836, 40.56464829763324]","[0.03532347013433143, 0.33779283165571283, 40.564696659831604]","[0.03888358314126936, 0.33936432698207997, 40.56427225664278]","[0.03934674920559165, 0.34016323430263706, 40.56455471385836]","[0.03409298597238583, 0.3378385697606302, 40.56485765401067]","[0.03616727812597246, 0.3384408658847286, 40.564469154681504]","[0.04149760207275533, 0.3409876762812435, 40.56448437488211]","[0.0348541908033633, 0.33828771188879503, 40.56475855937469]","[0.03478953798743469, 0.338016314403455, 40.56473755015296]"
41,2015 TP362,0.4938457659667824,0.6225487865080249,0.05344885887060799,0.3693903705096871,71.94256232654175,"[0.014719103838780995, 0.07875490419879465, 71.930329184753]","[0.014226683931100405, 0.07902921954273114, 71.92972962606788]","[0.013315377239103462, 0.0788530372352931, 71.93947245318583]","[0.01066640144805818, 0.07916196642759835, 71.95146356062878]","[0.007363042252173308, 0.07884903990078049, 71.95332711081448]","[0.006675793110716096, 0.07915417301388344, 71.95347060278145]","[0.007851185510210192, 0.07885097286136332, 71.95311983878358]","[0.011363602520957548, 0.07924105913942879, 71.95190987262919]","[0.015855416001518338, 0.07884513256442814, 71.93657813975949]"
42,2013 RX108,0.0641892574258655,0.058226226961035986,0.06290386325507699,0.05760421650963212,45.29369168302556,"[0.04411614736313635, 0.04075188607144361, 45.29369942775389]","[0.05054221368794421, 0.04156950093486257, 45.29369101868752]","[0.04747714699476964, 0.05066826963915958, 45.29368517057899]","[0.041275501516254406, 0.04851467012125067, 45.29369321928211]","[0.04524373337879943, 0.039798150341192697, 45.293704480828296]","[0.050914842001007446, 0.04471241022689994, 45.29368836458912]","[0.047408933443877144, 0.052107723555552946, 45.293673165688354]","[0.0418246105769947, 0.046666590613337375, 45.29368351185057]","[0.046221274171862045, 0.03982379888509465, 45.29369717088853]"
