,Objname,ObsEcc,ObsSin(Inc),PropEcc,PropSin(Inc),PropSMA,0_2PE,1_3PE,2_4PE,3_5PE,4_6PE,5_7PE,6_8PE,7_9PE,8_10PE
15,17,0.14218081319137632,0.08772876980171891,0.1379266704487839,0.0854738003205416,2.467878298514597,"[0.1378659137332229, 0.08558067519835597, 2.4678728096108116]","[0.13785524136691643, 0.08553205290714755, 2.4678639967188425]","[0.13780271491242396, 0.0854436224400985, 2.4678662034262326]","[0.13777215155154218, 0.08550030548457262, 2.467903083803836]","[0.13775471900379477, 0.08536380914538108, 2.46789804766045]","[0.13776401012274106, 0.08552613357133257, 2.4678812257269356]","[0.1377073517435698, 0.08542401175265672, 2.467874266842332]","[0.13769457224597795, 0.08535613975858923, 2.4678711317304267]","[0.13761992679029236, 0.08544802619680132, 2.4678776190593017]"
16,18,0.18218046047350311,0.1708294867547863,0.1767622318921968,0.16974107375335235,2.2926298882130753,"[0.1747756748766053, 0.16917852053065685, 2.292597919702503]","[0.17345804442919024, 0.16830231779723442, 2.292590316847388]","[0.17489715418480983, 0.16911656672584785, 2.292618676401211]","[0.17969024798575167, 0.170613727511395, 2.2926367792041784]","[0.1818129266185632, 0.17096230995394524, 2.2925874419697876]","[0.1743002234157676, 0.1695241723010713, 2.2926369778111275]","[0.1715022879486668, 0.16841727448046775, 2.2926989079809084]","[0.1733088773926393, 0.16902494753990902, 2.2926630663632177]","[0.17584847806741777, 0.1707171308962125, 2.2926473559271514]"
17,19,0.13770571037567134,0.045227415005578406,0.13479491708086985,0.039902518531867465,2.438785938349043,"[0.13435059261334784, 0.03993948192373597, 2.4387875455235344]","[0.13449860272376482, 0.039976097587328716, 2.4387717574855774]","[0.13437899884904805, 0.039955951454347195, 2.4387911254342156]","[0.13460643597771121, 0.039913331793345205, 2.438775225999705]","[0.1344588970577817, 0.039865483655132226, 2.4387674484572015]","[0.13475366287924467, 0.03991949689614131, 2.4387990925992016]","[0.13454769469815694, 0.03987654735913692, 2.438801874428362]","[0.1349008448626244, 0.03997245778089304, 2.4387728079248823]","[0.1345615509144797, 0.039858022734190146, 2.438789175151965]"
18,20,0.164498159293205,0.0357431546526323,0.1618807700724801,0.026621631920258033,2.4054568754610566,"[0.16174481488322287, 0.026592132349885923, 2.405464122662841]","[0.16154581255831768, 0.02666111646412206, 2.4054823659116145]","[0.16217247993741846, 0.02662114061266567, 2.4054866228730463]","[0.16229884706323516, 0.02660552224189869, 2.405473652197115]","[0.16160720171793735, 0.02657999494645941, 2.40543456855163]","[0.16166074076074435, 0.026687049522228393, 2.4054250356493165]","[0.16244558358236677, 0.026641206923639353, 2.4054020690693787]","[0.16244628792278332, 0.02665197274080767, 2.405404105419091]","[0.16165311142290206, 0.02662403895671699, 2.4054929788828376]"
19,21,0.1322244195033762,0.04416489335126279,0.12924966444630803,0.03858789298448491,2.4320369512656526,"[0.12952470725546117, 0.038627037372242386, 2.4320216524033427]","[0.12913413340663507, 0.03865756137673589, 2.432030528810794]","[0.1292712189786937, 0.03868780325217915, 2.4320441423550636]","[0.12981546096984767, 0.0386724219932256, 2.4320592269514063]","[0.12968868948657633, 0.03864099157835167, 2.4320415194755145]","[0.12899693622063488, 0.038599049500204444, 2.432027345631929]","[0.1289433624926151, 0.038502258433959935, 2.4320508576173085]","[0.1296698863627184, 0.038484559503572414, 2.4320529178960943]","[0.1297331274500466, 0.03847655715242351, 2.43203379745818]"
20,22,0.0952044336498279,0.2188922562096662,0.09163162914954062,0.2180739367724173,2.9054246809794577,"[0.08986886374416768, 0.21802599951158383, 2.905863643747464]","[0.09063923798877357, 0.21794081486547853, 2.905847743591085]","[0.0913912388317886, 0.21799434034847168, 2.9058537772140616]","[0.09232852983522136, 0.21806895088412556, 2.9057182495659126]","[0.09242010538450895, 0.2180518576454039, 2.9053146113948185]","[0.09262001413297177, 0.21803547094968478, 2.9050739754696515]","[0.09246349655655979, 0.2180892543033737, 2.9050510186446727]","[0.092466277638505, 0.21815026321102596, 2.905050720451284]","[0.09262883312525644, 0.21814683508199792, 2.9050442160803276]"
21,23,0.25701630456274027,0.16855057822521313,0.2546732074031557,0.1674575720071238,2.6243443620050657,"[0.2542672488702598, 0.1674221558430463, 2.624406335716469]","[0.2546533403632323, 0.1674122013122187, 2.6244427383388684]","[0.25502539495834226, 0.1674260248207212, 2.624530477991171]","[0.25472849426296446, 0.16742796261896245, 2.624484472359385]","[0.2546571381149776, 0.16743391884587092, 2.6243131917428943]","[0.2549947596865359, 0.16741623979639103, 2.6243441884138643]","[0.2548815421223083, 0.1674434613272161, 2.624331800899873]","[0.2546176906254732, 0.16741168540052662, 2.6242168066937563]","[0.25503136825195744, 0.16746281106987418, 2.624142842386272]"
22,24,0.15518779188121332,0.031524594886982636,0.15284822796418712,0.01974020604068281,3.130315276166813,"[0.15288116012473763, 0.01973645975432595, 3.1303025670747417]","[0.15296661336430215, 0.019740340100340675, 3.1303148699413996]","[0.152956373056806, 0.01973779922150629, 3.1303240927450604]","[0.1529241329219079, 0.01974288122097538, 3.130309464689951]","[0.15294685260556792, 0.01973758000931616, 3.130339074645642]","[0.1528996806688149, 0.019742443728697927, 3.1303337878910535]","[0.152907995754771, 0.019737267134389027, 3.1303028655672707]","[0.15297066345449226, 0.019738213588299237, 3.130326929036972]","[0.15290821145430886, 0.019741818237658047, 3.1302993466627775]"
23,25,0.22839431531361448,0.39814732247034706,0.22671808618051337,0.3977205979472273,2.397079598434677,"[0.22650230428006, 0.3940958255498337, 2.3972712880069413]","[0.22419418475918665, 0.39447307225376255, 2.3970663926105926]","[0.22521102130987417, 0.3935304604622512, 2.397248571840006]","[0.22652350684893616, 0.39323426598383787, 2.397127617302682]","[0.22455882429205368, 0.39308757835366553, 2.396930953211325]","[0.22585105805677386, 0.39328310100733876, 2.3968385410767112]","[0.2267186081360626, 0.39555695249934686, 2.397214956256421]","[0.22627037807782396, 0.3944968306010712, 2.396698660999783]","[0.22644513268183022, 0.39381030818722357, 2.396732240883449]"
24,26,0.12284013133404098,0.05685024938365138,0.11978977366456763,0.053154639444946625,2.6521335044760552,"[0.12002558015405548, 0.05293416296719421, 2.652147169034086]","[0.11948731370193309, 0.05276521496308142, 2.652146437516877]","[0.11987590250285768, 0.05269248102212048, 2.6521227921876345]","[0.1196936269619749, 0.052551004998186164, 2.652137005540683]","[0.11948757293314048, 0.052547080548848685, 2.6521075879153475]","[0.12013640052442816, 0.053241301339429364, 2.6521326139899974]","[0.11986984177431508, 0.05364684526445448, 2.6521639614687724]","[0.12037175675566837, 0.05366982311141375, 2.6521465189861138]","[0.1200828693179345, 0.053930862449998195, 2.652132372893566]"
25,27,0.18846499203605047,0.0307616676061486,0.1848707293271619,0.016753994203165472,2.344086819098904,"[0.1860522716838893, 0.01683466004058201, 2.3441036466042595]","[0.18574035238391484, 0.016683900727226877, 2.343890771319009]","[0.1852043858825271, 0.01665642539438697, 2.343888877071721]","[0.18496158692242068, 0.016915648466778337, 2.3441511472732435]","[0.18492445001827543, 0.016766758245083186, 2.3443615590067064]","[0.18497562955155436, 0.016627733319709632, 2.344390656759062]","[0.1853062766450006, 0.01682419081357829, 2.3443205072552966]","[0.1856612945655129, 0.01681258369277582, 2.344097632483598]","[0.18590103279173564, 0.016660584787481843, 2.3437550846688087]"
26,28,0.18084504790947198,0.14908462106044593,0.1784996563745262,0.14782029114618025,2.7737348152290116,"[0.17848973552046823, 0.1478824734514858, 2.773732478493671]","[0.1784703808107812, 0.14784957847086336, 2.7737313504572856]","[0.17844850942322676, 0.14779774604677867, 2.7737285114098733]","[0.17834574794689595, 0.14769204418614587, 2.7737354639322223]","[0.17859278900958497, 0.1476829714806556, 2.77374545303184]","[0.17858992128351933, 0.14780062212717252, 2.773748277663621]","[0.1787298134248169, 0.14785189206091415, 2.773731206340856]","[0.17872970832960344, 0.1477669262912248, 2.773745829357899]","[0.17847495901482693, 0.14761218263863313, 2.7737303297773908]"
27,29,0.0791818170930252,0.11418773138775289,0.07341809952713674,0.11251642403838964,2.5509217533221,"[0.0743904189498917, 0.11302226351261868, 2.5509332968537484]","[0.07330603537723596, 0.11224647900039088, 2.5509203036225956]","[0.07357519095587853, 0.11237405077743352, 2.5508934048244956]","[0.07404561720750147, 0.11262471683670683, 2.5509359037324164]","[0.07286613100288594, 0.11202599001011694, 2.5509584750698924]","[0.07468505412168845, 0.11316360718574595, 2.550906810528939]","[0.07305416046643547, 0.11226814658899462, 2.5508839031441566]","[0.07388287766451215, 0.11285144227012484, 2.5509193212889767]","[0.07416914843857643, 0.1128948373810795, 2.5509446311527526]"
28,30,0.10843313444877693,0.0544051247161404,0.1044414369736325,0.050338035760209086,2.3625051380307567,"[0.1049687343594137, 0.050294594541608895, 2.362507939475433]","[0.10470592553307975, 0.050223926465539866, 2.3624946294518647]","[0.10443164717707397, 0.04997371930878977, 2.3624991460065994]","[0.1044365033124612, 0.05024579013299643, 2.362517827144441]","[0.10445795298699087, 0.05040771992959843, 2.3625141859217194]","[0.1046245432824598, 0.050388832572467825, 2.362496900318025]","[0.10478448602767425, 0.05066654682122947, 2.3624898519267163]","[0.10504368421836725, 0.05047637076193895, 2.362508926680009]","[0.10507869117066528, 0.05027224817931494, 2.362517746311974]"
29,31,0.2078329400656027,0.4465229900520561,0.2079374847569593,0.4460515292753316,3.150878352285741,"[0.20512989659239741, 0.44594414181910075, 3.1508145884838736]","[0.20471315385596625, 0.4457558146555532, 3.150912880638934]","[0.20525944281514644, 0.4458900585590953, 3.1510087079032463]","[0.2049948526332165, 0.4457491457603876, 3.1509033579219254]","[0.205204026655996, 0.4457923913282814, 3.150935933550543]","[0.20474653692447545, 0.44583426121937636, 3.151039867601754]","[0.20515662593944478, 0.4458660510943506, 3.150927099307919]","[0.2043492734702473, 0.4457635325001429, 3.150808930439386]","[0.20481929068669766, 0.4459533370814471, 3.1507079088515817]"
30,32,0.11648481233345934,0.1112217784795622,0.11287079742402777,0.10949871318919006,2.5836042305919453,"[0.11204224248254895, 0.10804641041986705, 2.583608011307628]","[0.11211995583850495, 0.10976522078329597, 2.5836039443328835]","[0.112712000639287, 0.10923287733002872, 2.5835560914740086]","[0.11229126368837983, 0.10794495942396566, 2.583533219709353]","[0.11257990577714021, 0.10884548026389683, 2.5835768526347027]","[0.11320759415584325, 0.11026638650615488, 2.5836050306068628]","[0.11388217727502767, 0.11014205594220093, 2.583633043782732]","[0.11392106980197438, 0.10994784099865872, 2.5836242905406777]","[0.11383617585535072, 0.11117831598770597, 2.5836380878265817]"
31,33,0.3006572414983005,0.041102177066123104,0.2969622877018425,0.03522238271700397,2.8620763727538656,"[0.29669929134736844, 0.03511104227773589, 2.862792470340737]","[0.29698647020893354, 0.035183436863592106, 2.8624555498091517]","[0.29720685183761286, 0.03519129214718876, 2.8622475811684343]","[0.29724382191389365, 0.03523593881932125, 2.8623613940294907]","[0.2968582530610491, 0.03528448102513383, 2.862133260823196]","[0.2968822987895918, 0.035258291751929446, 2.861811572978575]","[0.2969981981841078, 0.03522824448676856, 2.8616444723041994]","[0.2971642504785288, 0.03519359812323575, 2.861599181068771]","[0.2971690875995398, 0.035280219864697995, 2.86156695588189]"
