,Objname,ObsSMA,ObsEcc,ObsSin(Inc),PropSMA,PropEcc,PropSin(Inc),0_2PE,1_3PE,2_4PE,3_5PE,4_6PE,5_7PE,6_8PE,7_9PE,8_10PE,RMS_err,Deltas
112,2013 RY156,49.57056958499302,0.28374406297762467,0.25771817311722,49.570569584993,0.283470373859397,0.25700658475989285,[49.44704464  0.27858121  0.25880304],[49.48363912  0.28152995  0.25799935],[49.47810504  0.2774975   0.25822294],[49.48124918  0.2831412   0.25775275],[49.4932625   0.28210915  0.25689127],[49.58314155  0.28546015  0.25242022],[49.70111307  0.28526787  0.24976004],[49.74876875  0.28011288  0.2526887 ],[49.73327516  0.27058338  0.25512628],[0.01447274 0.02695007 0.01339467],[0.17819917 0.00198978 0.00179645]
113,2014 NB66,45.664704931001644,0.0827542046901864,0.11450344735922187,45.664704931001644,0.08263747297982407,0.11300126921758182,[45.66470044  0.07978342  0.11163461],[45.66468026  0.07911438  0.11110914],[45.66467403  0.07912432  0.11068406],[45.664686    0.07961391  0.1107526 ],[45.6646966   0.08036696  0.11153565],[45.66470787  0.08155554  0.11285325],[45.66471279  0.08326331  0.11423861],[45.66471827  0.08531162  0.11540708],[45.66473773  0.08736918  0.11662151],[3.03945988e-05 8.23461219e-03 2.17489929e-03],[3.28013181e-05 4.73170461e-03 3.62024054e-03]
114,2013 RT124,65.29604492298593,0.4438232149092628,0.2990082257049216,65.29604492298593,0.443654717044776,0.2989131834334514,[65.29607575  0.1496772   0.28897986],[65.29609227  0.16132105  0.28864241],[65.29597731  0.1598073   0.28869305],[65.29612507  0.15781983  0.28838435],[65.29615839  0.18301764  0.28851057],[65.29596771  0.21472912  0.28943309],[65.29593965  0.24334321  0.2899315 ],[65.29598322  0.26018087  0.29059785],[65.29602155  0.29770876  0.2904243 ],[6.33975512e-05 2.16528747e+00 8.66216525e-02],[ 1.13466321e-04 -1.45945958e-01 -8.31533039e-03]
115,2013 RZ156,41.12992417593902,0.052501501312127614,0.43468524991043295,41.12992417593901,0.05200913894021615,0.43410665559748485,[41.11269483  0.0476536   0.43374385],[41.11188955  0.04766647  0.43382537],[41.13306389  0.04836135  0.43395589],[41.15293651  0.05107293  0.43142907],[41.14724157  0.05244595  0.43172111],[41.13795152  0.05324647  0.43191292],[41.13202141  0.05446625  0.43193487],[41.12297586  0.0536693   0.43214619],[41.12459093  0.05277579  0.43205078],[0.00604847 0.00672413 0.01423985],[ 0.02301233  0.00245711 -0.00015077]
116,2014 WD536,39.4031679235357,0.2348593768269504,0.26744485339336843,39.4031679235357,0.22443784192003927,0.26076522903965654,[39.40297177  0.20161002  0.25823127],[39.40317272  0.21240455  0.25648161],[39.40313597  0.21191975  0.26280407],[39.40321675  0.21235294  0.25986719],[39.40328466  0.22442961  0.27155253],[39.40331425  0.22228927  0.27312894],[39.40327014  0.20936409  0.25530823],[39.40322084  0.22775096  0.26748648],[39.40321726  0.17166539  0.26820614],[0.00029306 0.12615399 0.0261794 ],[0.00014632 0.00331311 0.01236371]
117,2013 RA157,54.659703629224886,0.3955635404585232,0.6033671212991992,54.6597036292249,0.39551923355648966,0.6030961926280463,[54.72330031  0.27171131  0.59551957],[54.61288345  0.23581062  0.59485669],[54.54176104  0.18720086  0.59551789],[54.69005261  0.24905536  0.59697626],[54.82587638  0.25229421  0.59725105],[54.75316881  0.20098797  0.596532  ],[54.66223961  0.11178669  0.59606685],[54.57557248  0.20318341  0.59713063],[54.54537143  0.24565675  0.59703265],[0.00710654 1.60198591 0.06098212],[ 0.16617275 -0.12380792 -0.00584514]
118,2013 SS102,47.21063355884812,0.2018899319573543,0.43893067445500483,47.21063355884812,0.20180432689240654,0.43869529273503505,[47.21033206  0.20123033  0.43771014],[47.21068909  0.20145295  0.43768466],[47.21029011  0.2015269   0.43750416],[47.2099672   0.20147734  0.43753687],[47.20989269  0.20146294  0.43757366],[47.21023414  0.20166533  0.4375576 ],[47.21082613  0.20147826  0.43763016],[47.21157382  0.20142342  0.43757748],[47.21183268  0.20158231  0.43742694],[6.41254977e-05 2.93916382e-03 1.00559516e-02],[ 0.00119912 -0.000139   -0.00098515]
119,2013 RQ158,45.41593241049923,0.08787373630136462,0.1356289702749135,45.415932410499245,0.0877228303967589,0.13413538625633925,[45.40233844  0.07820449  0.12995561],[45.40245526  0.08071937  0.13143314],[45.40264229  0.08347458  0.1335351 ],[45.4076231   0.08635989  0.13543801],[45.41733712  0.08897627  0.13618415],[45.42386383  0.09056162  0.13629964],[45.42493085  0.09109617  0.13609015],[45.43315762  0.09127925  0.13490437],[45.43241442  0.09069336  0.13235429],[0.00337123 0.00814049 0.001024  ],[0.01722521 0.00355642 0.00216426]
120,2013 RB157,39.4046118834794,0.22716260827750692,0.12417634215932132,39.4046118834794,0.21368809834971914,0.12270323736589836,[39.40507963  0.22667137  0.12258157],[39.40439083  0.22512352  0.12341496],[39.4044354   0.22479145  0.12303359],[39.40421311  0.22686454  0.12211419],[39.40417949  0.22575126  0.12185817],[39.4044372   0.22551463  0.12302311],[39.40466412  0.22669144  0.12336661],[39.40486729  0.22681437  0.12189967],[39.40483327  0.22618144  0.12156285],[0.00040661 0.11121114 0.00147441],[0.00046775 0.01317644 0.00071172]
121,2014 TY114,43.81410144201355,0.02578596701294357,0.2784188801787046,43.81410144201356,0.025755857801426724,0.27795258415693136,[4.38140051e+01 2.54027637e-02 2.77591439e-01],[4.38140811e+01 2.54500949e-02 2.77692137e-01],[4.38141567e+01 2.54180999e-02 2.77836711e-01],[4.38141710e+01 2.53958371e-02 2.77949454e-01],[4.38141378e+01 2.54791543e-02 2.77978271e-01],[4.38140609e+01 2.53596098e-02 2.77907085e-01],[4.38140369e+01 2.54515048e-02 2.77771014e-01],[4.38141117e+01 2.54110659e-02 2.77635032e-01],[4.38141701e+01 2.54152248e-02 2.77570474e-01],[1.82511414e-05 3.01936497e-03 1.64163969e-03],[ 6.95171566e-05 -2.76703505e-04  2.56865263e-05]
122,2013 RC157,39.404262493437805,0.2509476435758388,0.20379598055337428,39.40426249343782,0.2507940101642098,0.2024329427545728,[39.40428392  0.25041461  0.20244114],[39.40394369  0.25062229  0.20234234],[39.40436999  0.25061542  0.20222615],[39.40399117  0.25065813  0.20214183],[39.40396926  0.25072589  0.20212665],[39.40451508  0.25071438  0.20213581],[39.40462159  0.25084532  0.2021536 ],[39.40438118  0.25084539  0.20218473],[39.40419532  0.25072736  0.20223911],[9.12295710e-05 9.77301720e-04 1.90513773e-03],[3.59098502e-04 5.13763239e-05 8.19549914e-06]
123,2013 RD157,37.63436221528797,0.132134728000746,0.2849877136790916,37.634362215287986,0.1167930707254033,0.2812935430746414,[37.63469249  0.08989131  0.18302712],[37.63435652  0.09124861  0.20002983],[37.63808582  0.11234904  0.22175954],[37.63989144  0.13211268  0.27285973],[37.63486179  0.13204888  0.32138066],[37.63178951  0.14707408  0.31780117],[37.63201646  0.1454042   0.33576104],[37.63185323  0.13333484  0.34203904],[37.63221057  0.11281186  0.34493016],[0.0004979  0.04513787 0.00794641],[0.00552922 0.03028101 0.06363662]
124,2014 QX510,45.59792969632077,0.1394816529955851,0.0824652437670477,45.59792969632077,0.13895266854195926,0.08012718592251565,[45.59848918  0.13689887  0.08168735],[45.5967056   0.13536635  0.07826184],[45.59759421  0.13353832  0.0754577 ],[45.59875728  0.13367922  0.07480234],[45.5985872   0.13335516  0.0750767 ],[45.59869443  0.1344294   0.07706036],[45.59904219  0.13581243  0.07986654],[45.59775673  0.13744677  0.08343761],[45.59593916  0.14022477  0.08782901],[0.00019871 0.02982272 0.00766521],[0.00111249 0.00127211 0.00770182]
125,2013 RE157,45.90661219745103,0.1337651005827423,0.5779628476845952,45.90661219745105,0.13371912628283392,0.5770305974280617,[45.90661856  0.0938816   0.56865336],[45.90661464  0.0939142   0.5684157 ],[45.90661583  0.09399156  0.56864927],[45.90660886  0.09392828  0.56842457],[45.90660891  0.09389384  0.56867491],[45.90661122  0.09387656  0.5684679 ],[45.90660655  0.09390225  0.56871333],[45.90662023  0.0938663   0.56848302],[45.90661087  0.09388358  0.56847532],[5.91437200e-06 3.58333958e-01 7.63179972e-02],[ 8.03320010e-06 -3.97275624e-02 -8.31727062e-03]
126,2013 RF157,62.546587201743435,0.3317363592134046,0.4014187053332345,62.546587201743435,0.3317330090785454,0.401038958114894,[62.54662211  0.35016383  0.35716521],[62.54638396  0.24815111  0.4237564 ],[62.54649008  0.31818933  0.37520405],[62.54661312  0.37290832  0.34466606],[62.54662585  0.34783004  0.38831511],[62.54682497  0.2812837   0.42382941],[62.54665993  0.13146855  0.45530033],[62.54637027  0.12651763  0.45028814],[62.54650648  0.29809532  0.40889153],[1.88046760e-04 5.10989233e-01 1.80656180e-02],[0.00023777 0.04117532 0.05426137]
127,2013 RT128,40.31193166290974,0.10910082168659696,0.3959671388251053,40.311931662909764,0.10906950536347054,0.39552805651798373,[40.31202121  0.10728632  0.39517432],[40.31190165  0.10711229  0.39538318],[40.31114465  0.10710761  0.39569639],[40.31142643  0.10714785  0.39510544],[40.31197146  0.1073409   0.39554672],[40.31166779  0.1072821   0.39557912],[40.31203689  0.10724021  0.39510279],[40.3128699   0.10740976  0.39568936],[40.3124943   0.10730692  0.39542397],[0.0001493  0.01639158 0.00105121],[ 0.00093823 -0.00165974  0.00016834]
128,2013 RY108,-125.52415378340861,0.6384618907699118,0.3786752093241408,-125.52415378340861,0.6367606028168009,0.3345640772677818,[42.24731846  0.35309788  0.27495502],[37.93737759  0.41463424  0.38750755],[35.68253249  0.43359841  0.4774307 ],[37.32778794  0.47271435  0.50548038],[38.69763081  0.55605728  0.49721135],[34.63876033  0.47550112  0.41765649],[-128.82935083    0.66385844    0.38803101],[-4.52416000e+02  2.93532414e-01  1.28412784e-01],[-6.15174075e+02  7.12400180e-08  1.77204133e-07],[1.59829366e+02 2.06785121e+00 6.56087718e-02],[1.67771472e+02 2.70978370e-02 1.70916305e-01]
129,2014 TB86,45.53255982858081,0.18050532794930657,0.3078420459135022,45.53255982858082,0.18031705315065488,0.3074719893061074,[45.53265285  0.18023287  0.30355823],[45.53235924  0.18017703  0.30359314],[45.53251839  0.18024812  0.30336358],[45.53245187  0.18033051  0.30340064],[45.53265429  0.18013786  0.30339293],[45.5327718   0.18032616  0.30335389],[45.53225792  0.18020904  0.30400217],[45.53220243  0.18018448  0.30349695],[45.53271248  0.18027371  0.30410457],[0.00045717 0.00073371 0.0349818 ],[ 2.11975536e-04  1.34587234e-05 -3.36742050e-03]
130,2013 RS124,46.3821507873764,0.25081532919961913,0.25245370833649267,46.382150787376396,0.2506054493235418,0.25127383869699943,[46.45674846  0.24887615  0.24784313],[46.53934382  0.25212528  0.24742108],[46.58336662  0.25552279  0.24454159],[46.60961394  0.25590902  0.24296926],[46.55772247  0.25609723  0.24159972],[46.29800357  0.24467216  0.24130136],[46.139491    0.24486208  0.24581278],[46.12606757  0.23976776  0.25038563],[46.17336394  0.24274755  0.24912813],[0.0443643  0.01486902 0.05046187],[ 0.22746315  0.00549178 -0.00088821]
131,2013 RN109,42.52588832765256,0.16637720111929907,0.5290277015683158,42.52588832765256,0.1663589507911327,0.5287692966667378,[42.52574879  0.16372348  0.52687808],[42.5250988   0.16381709  0.52690808],[42.52540098  0.16383048  0.52690091],[42.52653248  0.16339703  0.52693077],[42.52688578  0.16385787  0.52685893],[42.52620125  0.16369004  0.52687404],[42.52568489  0.16377204  0.52685142],[42.52548333  0.16366192  0.52688648],[42.52571431  0.16375544  0.52689959],[0.00024435 0.02372517 0.01693537],[ 0.00099745 -0.00250109 -0.00183853]
132,2013 WH123,46.25817676315879,0.11374446936042891,0.13429152813178769,46.258176763158794,0.11354958786766477,0.1326358971316947,[46.25817423  0.11659597  0.13739356],[46.25818036  0.11554028  0.13641397],[46.25818456  0.11418631  0.13518466],[46.25818505  0.11266117  0.13375929],[46.25817786  0.11095066  0.13225755],[46.25817546  0.10921372  0.13067022],[46.25817466  0.10743912  0.12905916],[46.25816508  0.10565801  0.1274699 ],[46.2581739   0.10395751  0.12589188],[2.91792418e-07 2.57435446e-02 5.62288130e-03],[8.28504197e-06 3.04638471e-03 4.75766430e-03]
133,2014 TD116,46.4489532860757,0.19508794222829448,0.14130262368491078,46.44895328607572,0.19458702147853846,0.13972531737290192,[46.45030711  0.19660228  0.14402745],[46.45074388  0.19213675  0.13836112],[46.45149486  0.1897935   0.13414926],[46.45194963  0.18973786  0.13402008],[46.45189765  0.19209751  0.13807486],[46.44911824  0.19636076  0.14374753],[46.44563518  0.19656917  0.14524434],[46.44530171  0.19459155  0.14180044],[46.44543605  0.19095984  0.13624309],[0.00130472 0.01243398 0.00185967],[0.00299634 0.00201526 0.00551903]
134,2014 TZ114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,
135,2013 RG157,41.3838500547562,0.12868875747955877,0.26124882008578154,41.383850054756195,0.12540686294494927,0.25965543498651394,[41.40112221  0.1265593   0.25786315],[41.39775047  0.12648567  0.25926552],[41.39439363  0.12570291  0.26016636],[41.41209311  0.12387155  0.25797512],[41.41775288  0.12619225  0.25985214],[41.39289294  0.12597616  0.26040327],[41.36549526  0.12433968  0.25799017],[41.34823718  0.12549585  0.25959448],[41.34051287  0.12530717  0.25959664],[0.01560006 0.00126877 0.00419206],[0.03390282 0.00115243 0.00074783]
136,2015 SO20,186.43762526999458,0.8257461145624017,0.34833616366339987,186.43762526999464,0.825612415708959,0.3363355607924498,[1.82541269e+02 1.46566601e-01 1.51801432e-01],[1.79130847e+02 2.23758671e-01 1.59622554e-01],[169.39838305   0.24227956   0.20972524],[178.04570745   0.26729557   0.18318544],[1.94897486e+02 1.54925605e-01 1.49312592e-01],[1.83174914e+02 2.28279700e-01 1.72027043e-01],[1.74604108e+02 1.72224342e-01 1.67883141e-01],[1.90022518e+02 1.82053455e-01 1.48364604e-01],[2.10725684e+02 1.71587292e-01 1.26812295e-01],[15.39771117  5.64154094  1.5582857 ],[24.28805861 -0.55831684 -0.12661032]
137,2007 TB418,58.83434732115729,0.4357828422701278,0.1297411164131559,58.8343473211573,0.4323197377585695,0.12890734241814544,[51.55805558  0.25851457  0.07806433],[53.56215062  0.33434959  0.08247989],[58.31222621  0.40509553  0.09476877],[58.47271255  0.42684428  0.12625825],[60.79831094  0.36612593  0.14320439],[62.55021297  0.41011207  0.14798969],[62.55098001  0.42558019  0.14825294],[62.66322119  0.45194183  0.14958954],[60.95309596  0.44548619  0.13775911],[1.91184014 0.36682746 0.05179918],[3.82887387 0.01962209 0.0206822 ]
138,2013 RZ108,55.38782180748317,0.4523329146088799,0.20330937211334063,55.38782180748317,0.45230644437391326,0.20269788997819657,[55.38794989  0.35521378  0.20417478],[55.38793541  0.37075445  0.20343732],[55.38793321  0.35085111  0.20249351],[55.38773773  0.35199074  0.20112119],[55.3878095   0.34655191  0.20175126],[55.38778962  0.35527902  0.20286801],[55.38784335  0.36305166  0.20330242],[55.38785823  0.35129281  0.20290147],[55.38760444  0.38074348  0.20168728],[6.51116816e-05 8.45029037e-01 5.43768924e-04],[ 0.00012809 -0.07156297  0.00147689]
139,2013 RJ124,43.86755778395482,0.054523540472460844,0.05107361938034586,43.86755778395483,0.0540617360864064,0.04678518050959513,[4.38675662e+01 5.07084542e-02 4.29788521e-02],[43.86755732  0.05157189  0.04409155],[43.86755839  0.05396516  0.04735828],[43.86755139  0.05634181  0.05051057],[43.86754436  0.05738347  0.05187389],[43.86754679  0.05657407  0.05082792],[43.867552    0.05430787  0.04779877],[43.8675645   0.05182129  0.04438167],[4.38675647e+01 5.06783653e-02 4.29470873e-02],[1.44088107e-05 3.20325433e-03 1.70197368e-03],[8.39540846e-06 3.32173010e-03 5.08871370e-03]
140,2013 RH157,38.62279710225715,0.05733447188680535,0.08914645569170497,38.622797102257145,0.05627461118310264,0.08667809085674226,[38.6238511   0.05660517  0.08561039],[38.62274858  0.05571582  0.08840345],[38.6224597   0.05505769  0.08854778],[38.62174949  0.05622297  0.08600194],[38.62237346  0.0560576   0.08534214],[38.62370483  0.05631847  0.08788091],[38.62367813  0.05583025  0.08893748],[38.62276025  0.05579528  0.0866434 ],[38.62162981  0.05635872  0.08506489],[0.00021857 0.00250952 0.00232957],[0.00105399 0.00033056 0.00225939]
141,2013 RJ157,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,
142,2013 RK124,39.40486270966414,0.1853098497669576,0.09581981096266393,39.40486270966414,0.1850557709352665,0.09388869401812652,[39.40498061  0.18237992  0.09307662],[39.40462279  0.18140548  0.08874417],[39.40454587  0.18223859  0.09257446],[39.40489559  0.18224606  0.09257381],[39.40479321  0.18210419  0.0924735 ],[39.40488364  0.18525981  0.09341989],[39.40514313  0.18526528  0.09335997],[39.40502774  0.18520672  0.09339507],[39.40478985  0.18515835  0.09351196],[8.19686486e-05 1.42375347e-02 1.18688048e-02],[ 0.00028042  0.00020951 -0.00037673]
143,2013 RK157,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,
144,2014 QB442,66.07971598784344,0.44292845642765216,0.10907768003295874,66.07971598784346,0.4427590581123704,0.10744620074891502,[66.42077935  0.43598618  0.10501453],[66.24848376  0.43453971  0.10549299],[66.04384982  0.44235316  0.10828532],[65.96683099  0.44148415  0.11116769],[66.01826951  0.43745688  0.11186153],[65.99014806  0.42705354  0.10872162],[66.0028538   0.42395567  0.10548176],[65.9995196   0.43037454  0.10118871],[65.91303486  0.43582426  0.10083842],[0.11367415 0.07580343 0.00896323],[ 0.34106336 -0.0004059   0.00441533]
145,2013 RL157,55.10752137489462,0.3002418253367748,0.34674803080852556,55.10752137489462,0.30011423992177233,0.3462535531085374,[55.10829728  0.29205946  0.34027401],[55.10842233  0.29171918  0.34092796],[55.10890324  0.29226722  0.3419131 ],[55.10922893  0.29330171  0.34175504],[55.10921097  0.29369405  0.34095542],[55.10850009  0.29320488  0.34046859],[55.10696239  0.29279334  0.34031568],[55.10528038  0.2929944   0.34034109],[55.10426477  0.29320661  0.341156  ],[0.001378   0.0657873  0.04817511],[ 0.00170756 -0.00642019 -0.00434045]
146,1999 RB216,47.73193571588485,0.21368590862174816,0.3001599044038447,47.73193571588485,0.21359458449205618,0.29932219257787623,[47.73248158  0.24099081  0.26268632],[47.73290317  0.21252835  0.29192023],[47.73335481  0.21403236  0.29181269],[47.73301365  0.20930997  0.29719857],[47.73263181  0.13043472  0.29888971],[47.73243161  0.22762484  0.29352244],[47.73168135  0.15807265  0.3057655 ],[47.7320594   0.07396589  0.32255929],[47.72954119  0.10361047  0.33687305],[0.00267711 0.35178121 0.00732806],[0.00141909 0.02739622 0.03755086]
147,2014 TA115,42.27402286542825,0.09733625282522383,0.09754618831086763,42.274022865428265,0.09727177356827947,0.09471616364827097,[42.27402694  0.09685209  0.09424734],[42.27396356  0.09679649  0.09454303],[42.27403285  0.0966447   0.09513885],[42.27405726  0.0965869   0.09566842],[42.27398688  0.09670451  0.09568141],[42.27408716  0.09702329  0.09544204],[42.27411939  0.09704049  0.09563749],[42.27396134  0.09684755  0.09615693],[42.27397264  0.0966909   0.09612427],[2.22736437e-06 4.25905017e-03 6.19430685e-03],[ 9.65221887e-05 -2.31283871e-04  1.44076734e-03]
148,2013 RM157,56.59187080598154,0.34276071122098506,0.24406333145567785,56.59187080598156,0.3426837805141959,0.2429602141318764,[56.56722121  0.33925778  0.24270255],[56.58288734  0.33957135  0.24216786],[56.59941046  0.33891588  0.24107422],[56.57739824  0.33734761  0.23997569],[56.59000783  0.33717337  0.23935523],[56.59439732  0.33694232  0.23953653],[56.57671391  0.33698564  0.24035953],[56.59505408  0.33892551  0.24149978],[56.62597214  0.33969279  0.24257949],[0.01777473 0.03934178 0.01739103],[ 0.03410133 -0.00299099 -0.00025766]
149,2016 SJ105,37.79517992782827,0.07410240250495889,0.37012771236585035,37.79517992782827,0.07345271359514126,0.3669207127110361,[37.79146667  0.07034981  0.3664542 ],[37.79386974  0.0730211   0.37119738],[37.79851296  0.07461723  0.37221179],[37.80115631  0.07561884  0.36912154],[37.79693842  0.07450142  0.36729953],[37.79372896  0.0750938   0.36991622],[37.7938102   0.07414722  0.37252472],[37.7945949   0.072103    0.36883122],[37.79515956  0.07025667  0.36457483],[0.00261837 0.00136534 0.01984502],[0.00597638 0.00216613 0.00560401]
150,2013 RO157,64.25652926307569,0.48921699165399457,0.2268253085228954,64.25652926307566,0.48906736833517994,0.22480985363888556,[75.8063282   0.52352064  0.17256498],[73.47138818  0.55344753  0.18873378],[67.64497843  0.5171425   0.210536  ],[63.87525694  0.48172729  0.21773872],[61.0022208   0.4458744   0.22059944],[59.34477684  0.43469203  0.23893627],[59.86325025  0.44824634  0.24388755],[58.59473696  0.44024096  0.24699719],[56.96968007  0.42476281  0.25969024],[1.73614668 0.1319518  0.02360452],[11.54979894  0.06438016  0.03488038]
151,2011 SO277,30.06842693648046,0.0159693410042068,0.09504057714543801,30.06842693648046,0.014787342770982023,0.09283113543462093,[3.00683496e+01 1.33840693e-02 1.28374338e-01],[3.00684506e+01 1.34672392e-02 1.19472896e-01],[3.00684479e+01 1.33554925e-02 1.09128369e-01],[3.00684225e+01 1.30120461e-02 1.01696005e-01],[3.00683302e+01 1.34721818e-02 9.29621419e-02],[3.00684691e+01 1.34954081e-02 8.19407670e-02],[3.00684974e+01 1.32217130e-02 6.94329598e-02],[3.00685804e+01 1.33165523e-02 5.99339661e-02],[3.00684716e+01 1.33559633e-02 5.98039366e-02],[0.00017677 0.01300542 0.01273484],[ 0.00015345 -0.00129193  0.0355432 ]
152,2013 RP157,42.26116093086147,0.13638165256743842,0.12597259693597168,42.261160930861465,0.13633822951738897,0.12024624504370433,[42.26975774  0.08686032  0.12887622],[42.26938314  0.07648523  0.1313383 ],[42.26538506  0.11972857  0.11411565],[42.30760607  0.12020147  0.10757022],[42.32748193  0.12701214  0.12640067],[42.24721795  0.11578207  0.12525078],[42.17255617  0.12352508  0.10877905],[42.21068602  0.14004511  0.1171406 ],[42.27074491  0.15874681  0.14097429],[0.00962939 0.15865729 0.01822958],[0.066321   0.02240858 0.02072805]
153,2012 WD36,76.51739584862914,0.5053505872278393,0.40215886975208487,76.51739584862914,0.505284602763413,0.4017739009694897,[76.51429422  0.43459965  0.40131997],[76.51844039  0.43468498  0.40078208],[76.52566831  0.43232172  0.40214634],[76.52409525  0.43363441  0.40106194],[76.51953101  0.4342633   0.40139615],[76.51582525  0.43291498  0.40243834],[76.51349926  0.43535602  0.40124517],[76.5136987   0.43388962  0.40234319],[76.51396402  0.43418885  0.40275267],[2.45378416e-03 6.41707882e-01 4.79259896e-04],[ 0.00827246 -0.06992858  0.00097877]
154,2012 VU113,39.40591379909119,0.08497230535485784,0.4802809603544377,39.405913799091174,0.08478936646052168,0.47988286645057243,[39.40616343  0.07964903  0.47610149],[39.40589491  0.08357507  0.47522124],[39.40600274  0.08483363  0.47501752],[39.40596575  0.08479794  0.47430726],[39.40581647  0.08495019  0.47442109],[39.40583254  0.08592199  0.47451542],[39.40573101  0.08607145  0.47453236],[39.40572978  0.08572074  0.47450734],[39.40589495  0.08569261  0.47443033],[0.00019262 0.00189165 0.04589175],[ 0.00024963  0.00128208 -0.00378138]
155,2013 RU124,48.238435276102,0.25765431926012133,0.517323644075352,48.238435276102,0.25765217300204496,0.5161995197108352,[48.24484116  0.236663    0.51814802],[48.24577406  0.23979014  0.51567514],[48.24713192  0.24388943  0.5130517 ],[48.24758771  0.24929357  0.51020638],[48.24585903  0.25496157  0.50748998],[48.24153064  0.25419248  0.50813288],[48.2348149   0.24786257  0.51093319],[48.22590905  0.24674973  0.51169017],[48.21951966  0.25080303  0.50955785],[0.00705063 0.09466403 0.04091036],[ 0.00915244 -0.0026906   0.0019485 ]
156,2013 RQ157,36.43289281516584,0.0771051685441114,0.2649042851085848,36.432892815165836,0.07542799418528463,0.264250296960749,[36.43155715  0.06359782  0.25964662],[36.4320343   0.06447835  0.23253694],[36.43172457  0.07171357  0.26296097],[36.4322795   0.06293858  0.21967663],[36.43209309  0.0601559   0.24544037],[36.43157065  0.07676331  0.2816096 ],[36.43179091  0.07675064  0.24438707],[36.43065299  0.07091076  0.25997832],[36.43738703  0.06513976  0.27661817],[0.00494515 0.06640326 0.09539798],[0.00449421 0.00133532 0.01735931]
157,2013 RR157,38.34426734446794,0.04866335842161281,0.527156284493038,38.34426734446794,0.04863886671815282,0.5264185271350379,[38.34424752  0.04738505  0.52298722],[38.34431814  0.0474019   0.52297905],[38.34437146  0.04732834  0.52311986],[38.34404725  0.04734557  0.52301282],[38.34362006  0.04742618  0.52290342],[38.344394    0.04750912  0.52305562],[38.34492708  0.04750949  0.52309929],[38.34439537  0.04751761  0.52294406],[38.34417705  0.04759957  0.52299858],[9.18322386e-05 1.07269639e-02 3.06668299e-02],[ 0.00065973 -0.0010393  -0.00329867]
158,2013 RS157,45.67320230930819,0.17879972068400682,0.21674490084779166,45.673202309308174,0.17861159787997943,0.21578667690770628,[45.67409442  0.17474428  0.21317411],[45.67462404  0.17595766  0.21416765],[45.67365223  0.17566005  0.2138001 ],[45.67240669  0.17455464  0.21305363],[45.6722799   0.17530705  0.21362178],[45.67257273  0.17603123  0.21420203],[45.67278902  0.17490138  0.21335399],[45.6729884   0.17464444  0.21313077],[45.67318401  0.17585867  0.21415378],[0.00022935 0.02984498 0.01942225],[ 0.00142173 -0.00258037 -0.00158464]
159,2016 PN219,42.271933194437636,0.1536517196922318,0.23238746834832624,42.27193319443765,0.15344102680646562,0.23168141915240384,[42.27191286  0.15402208  0.23030943],[42.27192192  0.15346866  0.23007148],[42.27194704  0.15314101  0.23020208],[42.27192662  0.15372765  0.23039095],[42.27190521  0.15385312  0.23053393],[42.2719217   0.1534383   0.23022198],[42.27194219  0.15298202  0.23021686],[42.271942    0.15334195  0.23011224],[42.27194312  0.15294519  0.23048067],[3.60836576e-05 4.92600005e-05 1.25931562e-02],[ 1.38491185e-05  5.81057463e-04 -1.14748759e-03]
160,2013 RT157,42.08930182242968,0.06567699287995592,0.23025911269852442,42.08930182242969,0.0634684969753476,0.22933975910785354,[42.08985964  0.05510641  0.22638437],[42.09027971  0.05966644  0.22771671],[42.08919898  0.06956772  0.23011367],[42.08859323  0.06651153  0.22895582],[42.08824004  0.05905001  0.22688525],[42.08804857  0.06531398  0.22878554],[42.08856324  0.07091171  0.23004409],[42.08942932  0.06412402  0.22800171],[42.09064894  0.06382552  0.2281125 ],[0.00085475 0.00286088 0.00905816],[0.00134711 0.00744322 0.00077391]
161,2013 RU157,43.288804984339954,0.19651016697377147,0.5344796021225696,43.288804984339954,0.1964440988669532,0.5342131289906584,[43.29789879  0.18505176  0.53122099],[43.30383284  0.18578999  0.5305722 ],[43.29252386  0.18899558  0.53001747],[43.2859441   0.18720836  0.52988943],[43.28034162  0.18599128  0.52989715],[43.28212982  0.19376401  0.52932423],[43.28769861  0.20034653  0.52786426],[43.28684458  0.20294536  0.52699575],[43.2855739   0.19686126  0.5265536 ],[0.00354327 0.04104275 0.04558308],[ 0.01502785  0.00650126 -0.00299214]
