,Objname,ObsEcc,ObsSin(Inc),PropEcc,PropSin(Inc),PropSMA,0_2PE,1_3PE,2_4PE,3_5PE,4_6PE,5_7PE,6_8PE,7_9PE,8_10PE
10,10,0.0900929913183875,0.06301990039716764,0.08955911424638259,0.05993420952913246,43.856301232538776,"[0.08569253458086046, 0.05644339525594768, 43.85631782264027]","[0.08921729487715598, 0.062234731709507676, 43.85631178304626]","[0.09079937331951837, 0.06458605304642229, 43.856303169350944]","[0.08880054595025162, 0.06111064535231528, 43.85630873632318]","[0.08542025485661457, 0.055272311898285395, 43.85631424181926]","[0.0840711691767613, 0.053448938028112854, 43.856313661584394]","[0.08635711913957604, 0.057720293648791145, 43.856295263090125]","[0.08986678390908785, 0.06328154432962936, 43.85627463020824]","[0.09072136947313131, 0.06438226384112741, 43.85627538651764]"
11,11,0.03541702634658611,0.034148551365298214,0.03444145107979334,0.023437822657450855,43.11251440361357,"[0.03358982470209547, 0.022801354728121444, 43.11441840052586]","[0.036684509894663146, 0.026040002172526364, 43.11482506102682]","[0.03629940044117505, 0.02586106940469213, 43.112965085021386]","[0.033978670107224294, 0.023192730223935795, 43.111754169116516]","[0.033859302949921816, 0.020609453681601626, 43.11217285769014]","[0.032512321160118984, 0.02011324855970014, 43.11203905274854]","[0.03248077241754434, 0.022427505972428947, 43.11251285050927]","[0.035934206512702245, 0.025220689849251486, 43.11299916087709]","[0.03608174599865171, 0.025491444807089064, 43.110503092605924]"
12,12,0.040229609781981854,0.06083491360885407,0.03988021566291369,0.05750031634125655,44.18485960061292,"[0.0427000912245588, 0.05946323934621015, 44.184860940517126]","[0.04103766970451626, 0.05797232311229368, 44.18486097527354]","[0.03887381700553081, 0.05733348260848703, 44.18486094799251]","[0.03719901509452632, 0.05565492239791799, 44.18485968224963]","[0.036551800250052294, 0.0542569892012776, 44.18485995464426]","[0.037173582474315015, 0.05577833288099378, 44.18486128371584]","[0.03887806086204062, 0.05728474348296477, 44.18485892858875]","[0.04112203862651088, 0.057974263745656035, 44.18485693353054]","[0.04280260246657461, 0.05960508908280728, 44.18485697161238]"
13,13,0.04581594900001544,0.0313776550403045,0.04410662252162137,0.018589153265063506,42.801118656263945,"[0.04605214972252171, 0.019149924271981703, 42.8011217947916]","[0.043085004184299044, 0.019805619056361124, 42.801124294530155]","[0.046152097005572934, 0.019414752126268614, 42.801124985185346]","[0.04210497313043034, 0.018360956345104568, 42.80111881401891]","[0.04520966175263121, 0.01860159113814134, 42.801120118599975]","[0.04171637298264543, 0.018121897680507586, 42.80111571895033]","[0.04157690832828501, 0.019592157093063816, 42.801121465703986]","[0.04193065576269816, 0.019726078488040765, 42.80111546792026]","[0.0420592182995573, 0.0188665760239928, 42.80110531206342]"
14,14,0.04554298512776901,0.038467245077389946,0.04592263044870162,0.029859387217620218,42.194617941921344,"[0.046299601003749, 0.031274993684057076, 42.19511482287177]","[0.047505286577764, 0.03125276014718673, 42.19531329676735]","[0.04594876507349221, 0.028075739551123975, 42.1949304539077]","[0.04488555299592687, 0.0283727697289537, 42.19442608750626]","[0.04543153243342169, 0.03108387347692309, 42.19453478915413]","[0.04575957397658467, 0.029779058610773984, 42.19460260963316]","[0.04590305932750211, 0.027280212889710567, 42.194438624880824]","[0.04582104449882546, 0.029219358116107198, 42.19434956872844]","[0.04457010633941363, 0.030880762841073595, 42.19407155767397]"
15,15,0.09579700172157102,0.37676042074114136,0.09569574520285029,0.3763298168817301,42.80374833372568,"[0.09416566616977237, 0.374096583892558, 42.80383024688937]","[0.09415715581427246, 0.37409777794, 42.80379493239518]","[0.0941297785859841, 0.37409562079028114, 42.80374440174803]","[0.09405380544117083, 0.3740922892170431, 42.803720593054464]","[0.09409774403834456, 0.3741203114659575, 42.80371703347898]","[0.09405098696955003, 0.37412160506144093, 42.80373606380678]","[0.0940500747082265, 0.3741194906427552, 42.80372288746216]","[0.09409110351718113, 0.3741331294757969, 42.80370666595462]","[0.09404159865018523, 0.37411989429111264, 42.80372698294127]"
16,16,0.06751644249501994,0.05053312396013347,0.06564538603679759,0.046387765485988657,44.08005636409596,"[0.06905581740724186, 0.05012557802749578, 44.080063627816834]","[0.06918132901173327, 0.0500226710466717, 44.08006640223699]","[0.0677464820239938, 0.047806040917316946, 44.08006699621394]","[0.06533274574095706, 0.04471957312400084, 44.08006422951806]","[0.06311549872477505, 0.042237079073617394, 44.08005950400537]","[0.06235429427391481, 0.04143452984890369, 44.080054431993325]","[0.06349243754372444, 0.04267545792263072, 44.08005136582717]","[0.06584486083208425, 0.04530905296411789, 44.080048652059816]","[0.06814601839903621, 0.048370164726446584, 44.080040531068796]"
17,17,0.12560257410694572,0.07137134517165702,0.1253683415837026,0.06743596095012558,45.98132093856025,"[0.12794711214377036, 0.07278299572605532, 45.9803382319281]","[0.12698164822287594, 0.07072313070274902, 45.9805562819534]","[0.12447408390152886, 0.06749812844200628, 45.981079891630635]","[0.12278474842512205, 0.06338062461877181, 45.981633744924245]","[0.12113092300542748, 0.06101562000626638, 45.98191174665943]","[0.1201279740703342, 0.05977247492233739, 45.98183758604434]","[0.12124122719491767, 0.06019717583863053, 45.98187641811529]","[0.12196476061782013, 0.06328189799612442, 45.981488489270184]","[0.12469544983434891, 0.0668929330614788, 45.98139866010801]"
18,18,0.2310095416262542,0.31380448360947455,0.23069968230334817,0.31374069746499256,54.99833685277578,"[0.22652163210053877, 0.31354750556124966, 54.998366193917676]","[0.2259526646292084, 0.3133808191861288, 54.99841145600193]","[0.22566595444049672, 0.3132123211931683, 54.99836561322188]","[0.22561429265176344, 0.3130695680056813, 54.99831861124139]","[0.22570253331792947, 0.31284867834476743, 54.998294426389016]","[0.22583178894476535, 0.3129842236112843, 54.99832114827677]","[0.22605100764282424, 0.31334778401471003, 54.998337616732854]","[0.2262874073130185, 0.313671570817223, 54.998320824475]","[0.2268527733036757, 0.3139378851132293, 54.998319919382304]"
19,19,0.058486297828521536,0.048843178598128076,0.05765725759639194,0.04346914450848171,43.09586779309169,"[0.05391071969356624, 0.04132859294532676, 43.09591723382112]","[0.059804893490840685, 0.046904697593193864, 43.09588500393401]","[0.05992573216732056, 0.04751241430586675, 43.09588659304192]","[0.0589179480037297, 0.04511205032811642, 43.09588524489014]","[0.05569840527139598, 0.04159231407159101, 43.09586727830061]","[0.051486797519774904, 0.03819952662387893, 43.095866930155616]","[0.054593839184013754, 0.03817103882055974, 43.095857275907974]","[0.05673560532325793, 0.04274906399954518, 43.095850976088116]","[0.06039429200927615, 0.04831661138597773, 43.095810814103885]"
20,20,0.07112448194372224,0.03139497800652457,0.07099437332569118,0.01937264087277446,46.02580782582939,"[0.07147468196232089, 0.020238670797029068, 46.02580441515102]","[0.07072362219131828, 0.018822383821897777, 46.02580405256323]","[0.07068530713786063, 0.0174952930568816, 46.025803515180435]","[0.07096062774018178, 0.01762454722623453, 46.02580779022749]","[0.07088619631073247, 0.018976792494416726, 46.02581161471973]","[0.0713112768987239, 0.02019353163333505, 46.025810272670924]","[0.07150719503661665, 0.02014555788834212, 46.02580913001008]","[0.07075426839090415, 0.018833585347808036, 46.02581021735615]","[0.07057800025064288, 0.017599832018717596, 46.025810532578866]"
21,21,0.5815318313910796,0.2691743663070991,0.5109763035553416,0.26740382892589326,76.80416515210877,"[0.22359369500499535, 0.12042465168247614, 41.51398529578131]","[0.2753087251813924, 0.20978836357656036, 35.68632923488679]","[0.31086534037270364, 0.32331680587199546, 32.62937249102228]","[0.4412882262961422, 0.286136669897298, 37.86987241929082]","[0.44885975200894745, 0.3580615544265378, 49.04297215293587]","[0.1499131974505896, 0.2862204434813874, 73.35919506278091]","[0.18412394129406248, 0.26001878096010367, 114.01754646129265]","[0.1597321046542198, 0.26628597131747445, 140.56902084626202]","[0.21828917629874478, 0.23748874594085406, 146.8117479145114]"
22,22,0.08555416440433745,0.04349176210447063,0.08519188413165524,0.037398928140618966,44.80439904944009,"[0.08416417917895765, 0.035666399670929744, 44.80443902941055]","[0.08511620081842311, 0.038658689797542584, 44.80443671848923]","[0.08667854184315167, 0.041307005050726694, 44.80441328269163]","[0.08741033653809213, 0.042933629248231686, 44.8043886770984]","[0.08638726835594246, 0.040752032888430656, 44.80437897531282]","[0.0848543966769322, 0.03818164205093152, 44.8043820542441]","[0.08404905761776765, 0.034947845584805494, 44.80438209007392]","[0.08361060556858912, 0.033064142885822725, 44.8043801066972]","[0.08356758735521966, 0.03507037947567789, 44.8043815821189]"
23,23,0.04606912601801741,0.052207790806999214,0.037473144346305685,0.046882931214994435,42.35449165421377,"[0.03931535613304767, 0.04354367297589049, 42.35392761590572]","[0.03655129867985072, 0.03636790545983964, 42.35493199062544]","[0.03143838593332886, 0.038378687297439436, 42.35484834022458]","[0.03547266229340719, 0.04661739544149621, 42.35443692513802]","[0.048893786579590315, 0.04841215713250428, 42.35455834745692]","[0.05566402623303705, 0.05792340437827, 42.35431730412655]","[0.05172343578289193, 0.05350126938978185, 42.35487389351493]","[0.03632705345240426, 0.051702075608730726, 42.354393861043455]","[0.039876696305263054, 0.04437619886091583, 42.35424998926432]"
24,24,0.3438735052475016,0.23768887332491342,0.33392767948083046,0.23207796499523586,55.95821334747189,"[0.10724000261348395, 0.13823363413713374, 39.42720551609948]","[0.12914018022584406, 0.25282773986192075, 39.3440477350287]","[0.1497728688843928, 0.28099219882119025, 39.20838881839391]","[0.1395933889859457, 0.37358435652877214, 39.4335368026117]","[0.1546882791630551, 0.32540946078461774, 38.16056214912576]","[0.25231646889894105, 0.2161439710820849, 41.86951613696064]","[0.21957164421212502, 0.15368912979685587, 52.029426274546644]","[0.2588852978143751, 0.1595636694999416, 81.22101212664944]","[0.17201270528445467, 0.1387528693132195, 110.96275600496442]"
25,25,0.1242019802392748,0.034839817202556814,0.10583907136038798,0.024068821483179886,43.662557578152494,"[0.10727495581361554, 0.026810067440473494, 43.651003228002196]","[0.1284598783798279, 0.020672109226736932, 43.66886815977222]","[0.13153549841741707, 0.020318139292031204, 43.663897926094904]","[0.08225377137244685, 0.022101332071783834, 43.638159626725354]","[0.09987313192666727, 0.023155734761887044, 43.67474107783583]","[0.08585495835475178, 0.02307707696825281, 43.721899975134896]","[0.08781969229841859, 0.020073849448066717, 43.65493270540448]","[0.08488835463081126, 0.0210561914488513, 43.60597747644359]","[0.06916235423209084, 0.020087978091063063, 43.668208339794795]"
26,26,0.7752087078120302,0.21680578352743932,0.4516633545970176,0.145247545398854,-557.3091433124274,"[0.41641252742034385, 0.10867707849110743, 56.24034559156727]","[0.28672818616959495, 0.14225143517754874, 46.189417495818155]","[0.2659352982725835, 0.21053050974810822, 45.87813410681832]","[0.4161318169431006, 0.22109759824615804, -321.8835893660422]","[0.15736506798256808, 0.04282656079316221, -854.252735516558]","[2.8704085260647318e-08, 1.3090870495169357e-07, -1017.194233255773]","[1.1643563074454238e-07, 4.663688910774807e-07, -1017.1942332546395]","[2.9425923413301145e-07, 2.122840503014887e-06, -1017.1942332320646]","[5.866649363019943e-07, 5.635238879632401e-06, -1017.1942332347803]"
27,27,0.04510481113281262,0.028832726597579912,0.04473482919966216,0.010918191133259378,44.36250361914395,"[0.044947432130049716, 0.011523808661195881, 44.362511074601755]","[0.04524523016303578, 0.011582006271163124, 44.36235887065946]","[0.04495678456633846, 0.010335586030892472, 44.362516703767575]","[0.04439555197321968, 0.010241682318698998, 44.362650421536785]","[0.04417911642179705, 0.010645075479405712, 44.36253973269098]","[0.044574136516126725, 0.010769657296615963, 44.362399599518184]","[0.04518812853213138, 0.011661361346991111, 44.362570999833586]","[0.045338675288766374, 0.011515144368254345, 44.36252773281627]","[0.04485298057147773, 0.01030205203554205, 44.36237941347807]"
28,28,0.22931392236127937,0.1098372042833816,0.16872117606391226,0.10732397637013537,46.594854267188936,"[0.21761241670826126, 0.1252870389862252, 46.12863723868035]","[0.22303454599176006, 0.12687868856460904, 46.353889865025586]","[0.2291995298084543, 0.12903264959607308, 46.46765640870405]","[0.23212613791814657, 0.13176446632220368, 46.51911137324263]","[0.2261059050840265, 0.12202721013984856, 46.66540113056318]","[0.22761447605717786, 0.09915401907112543, 46.83764211166798]","[0.22014546679312935, 0.07489980677706858, 46.86059231965261]","[0.21952157473329867, 0.06969639762819858, 46.86633769238363]","[0.22524028169411403, 0.08780240910888151, 46.851971895975595]"
29,29,0.035526680865621656,0.04013508479130814,0.03506997264263791,0.03343823743819544,43.82512926042749,"[0.033268846868121635, 0.03214583693807438, 43.82512990421285]","[0.03268215052605669, 0.032081590197969606, 43.825129234089445]","[0.03362156418207581, 0.033239140471273, 43.82513007350218]","[0.03528274028593379, 0.0347712202315354, 43.825131061727376]","[0.03633673874753514, 0.035415541358938825, 43.82513009082952]","[0.03601170717258521, 0.03474237493810253, 43.82512921016562]","[0.03453050577032672, 0.03338380176122223, 43.82512911628387]","[0.03297677032848819, 0.032346113217926964, 43.825128510799]","[0.0325790100279463, 0.03226712438291958, 43.82512702709501]"
30,30,0.016959147678174077,0.04828516395745965,0.01539821463197323,0.04313641701934803,43.299508316102475,"[0.013477105038382106, 0.042338156546849894, 43.299509748261634]","[0.012555975953712939, 0.042279121942387234, 43.29950976576148]","[0.014562498371033383, 0.043123661804004926, 43.299509162240724]","[0.017504724262999483, 0.044329428495838645, 43.29950891890782]","[0.019311067858870098, 0.04512540131058537, 43.29950855810553]","[0.0191646962706429, 0.045032361390726465, 43.299507172461006]","[0.016967730213947506, 0.04413254749727319, 43.29950643890727]","[0.013786698039045404, 0.04303026533017258, 43.299506681944784]","[0.012076263431266818, 0.04250662931591582, 43.29950759476913]"
31,31,0.15476690640335064,0.24144068291444343,0.1541147360284167,0.24065630649367847,47.73380434030817,"[0.16767742751433692, 0.22894997834633404, 47.7335910251445]","[0.20935787693629046, 0.20138241049795055, 47.733725597814924]","[0.16349710135904283, 0.22804667826052036, 47.734102598976676]","[0.12412553827506528, 0.25468372530692984, 47.734407627632876]","[0.13441604659564693, 0.24500001444871022, 47.73427965956279]","[0.1426485683808184, 0.2445586394501085, 47.733804529364335]","[0.15672109505339807, 0.24375230222972927, 47.73351521524624]","[0.13558465622314259, 0.2556667743968064, 47.7337175247384]","[0.13283362455530215, 0.25695515305871414, 47.73353583617474]"
32,32,0.07561174810538246,0.02840035121644238,0.07524331582057746,0.009070107067992715,45.24932868166723,"[0.07389305402813655, 0.009536548344704339, 45.24932123778828]","[0.07382407768888205, 0.008955525874673966, 45.249329351981686]","[0.07361895216278795, 0.008471822894965017, 45.24933266195247]","[0.07368076151351804, 0.00800270059380002, 45.24932956905776]","[0.0736438922371871, 0.008644194664096374, 45.24932422861571]","[0.07387475792570816, 0.009127953078692555, 45.249319412692564]","[0.07388633921321539, 0.00963856891724941, 45.249319510504485]","[0.07384582388379622, 0.009355485103969788, 45.24933027436358]","[0.07376921210332808, 0.00858466964182827, 45.249345265287566]"
33,33,0.010948631862177559,0.031323432982753474,0.01046753628752443,0.019534637081181052,45.57783061418855,"[0.010034720457570203, 0.01924186254424367, 45.5778306008054]","[0.010222071229295608, 0.019029421168940054, 45.577830629918395]","[0.010707998727298324, 0.01882716269180467, 45.57782998099812]","[0.010570122800339353, 0.01891661231187137, 45.57782995809188]","[0.01095061015663211, 0.01920199749731435, 45.5778307224612]","[0.01047803196027914, 0.019334640131754996, 45.57783137420426]","[0.009960212983313534, 0.019085365750092297, 45.577831681883616]","[0.010547949133953884, 0.018765054070658385, 45.57783122895615]","[0.01051106245292621, 0.01879651164758814, 45.577830100050704]"
34,34,0.17408891184855274,0.2093622281037945,0.17403777252043096,0.20812778850352032,45.43054767412927,"[0.1691463407259084, 0.20025392566724803, 45.426717497087026]","[0.16886799496845664, 0.20141082324352413, 45.432220086147346]","[0.1718434050439859, 0.20328298400511213, 45.432487133248216]","[0.1743001649411619, 0.2038728132496949, 45.432101251213076]","[0.17322023545728538, 0.20576163811371953, 45.43078333902288]","[0.17453542973486338, 0.20458586239283996, 45.43151395454297]","[0.17494387927126728, 0.2048296532891465, 45.4314321461277]","[0.1750302110116132, 0.2046004090282981, 45.431228029448455]","[0.17413340195254956, 0.204900517900776, 45.431316770856384]"
35,35,0.2188946081614641,0.2532175490736732,0.21024056420768358,0.24413949096000098,41.14651728042775,"[0.04723077884723593, 0.209454628123364, 38.93544338248429]","[0.07757829783645637, 0.237980873739568, 38.91624604699444]","[0.09149907288072794, 0.25160219709484816, 38.8269076675986]","[0.16615703127763665, 0.27791557690828583, 40.497845833752386]","[0.2894199532542094, 0.22678870888720298, 44.97597268672312]","[0.3637167792108514, 0.19611538237307902, 50.323507769997484]","[0.26912999545088057, 0.21493410435345908, 41.44030275531656]","[0.1874742581249151, 0.3018238864518134, 35.00439312180817]","[0.26270440774390913, 0.29183837882118, 41.55410596221392]"
36,36,0.061656848186981826,0.0384486041763413,0.0610455337880752,0.03108870680064784,44.335134233022465,"[0.05977611475740688, 0.029420756181422904, 44.3351836299419]","[0.06048683650794527, 0.03037588701870643, 44.33519162876391]","[0.06214710776720406, 0.0324154866523793, 44.33517415154894]","[0.06346422088818258, 0.03499346633065564, 44.33513275099407]","[0.06341086412069087, 0.03480332519380551, 44.335128349560996]","[0.06200560779900226, 0.031571269869190136, 44.335117329049]","[0.06034537579540379, 0.029330045344132367, 44.335088581198]","[0.05974639821171188, 0.029511190241764747, 44.3350820238789]","[0.06066436910090067, 0.030451976151545466, 44.33509700400551]"
37,37,0.13656223280949936,0.4622944995621937,0.13634206335648472,0.46198061884496167,45.846394621329715,"[0.1295738511045566, 0.46150631610160164, 45.84629234186775]","[0.12982543320095327, 0.4613246742478791, 45.8463291456652]","[0.13039492585962886, 0.4610813894754775, 45.84636680060262]","[0.13057133494677856, 0.4610211101904404, 45.84642513483669]","[0.13121190279003006, 0.4609233146064288, 45.8464884209743]","[0.13144130813328336, 0.4608509030584679, 45.846510956390745]","[0.13190781085908368, 0.46084314668504056, 45.84652518481349]","[0.13171060397467987, 0.46082523547803583, 45.8464441938635]","[0.13209733830182008, 0.4607728381157134, 45.84630047962452]"
38,38,0.016593245929941148,0.030769754002208195,0.014354323714950356,0.017015183996164827,42.954494508843375,"[0.01311136452463291, 0.0172495354221775, 42.9544915317461]","[0.015252804697550106, 0.016899200206139574, 42.95449003995912]","[0.01432907876501937, 0.01667795019826467, 42.954490392566456]","[0.015686849050422995, 0.017765449972754713, 42.954493114555554]","[0.015564995943647141, 0.018129245064639574, 42.95449708569848]","[0.013110226367978647, 0.01694795903585953, 42.95449769705301]","[0.014322035467882669, 0.0159859453100674, 42.95449745813304]","[0.013526757627406408, 0.01633775269776812, 42.954497336682174]","[0.014148472696580023, 0.017708347152160235, 42.95449603902561]"
39,39,0.06839687688523557,0.05304832191976958,0.0680899953820812,0.04878216774669913,44.15852437476163,"[0.06575996197309258, 0.0469168953927205, 44.15849544553813]","[0.06456369069813495, 0.044048052810999605, 44.15851667755373]","[0.0651252759028977, 0.044132146414920796, 44.158508317148836]","[0.06714957070107334, 0.04763282346717783, 44.1584571863749]","[0.06946510983282882, 0.05163198015800392, 44.158489675582594]","[0.07089270741555811, 0.053682953649136764, 44.15854544695496]","[0.07086129428720883, 0.053278644613456605, 44.15853469510125]","[0.0694536421187181, 0.05151436928556609, 44.15856447561651]","[0.06721930916058731, 0.04920686319404575, 44.15859366473006]"
40,40,0.09508008283636703,0.18479118289780874,0.095033902263145,0.18370722450692428,45.5905780318755,"[0.09577550256278264, 0.18371865588279054, 45.59048041980732]","[0.0960463179974358, 0.18372405946480638, 45.590499532253205]","[0.09441952403243441, 0.18268176579076176, 45.59052251827462]","[0.09262977147605322, 0.18161550432303958, 45.590611262212065]","[0.09257796321091509, 0.18156233662355176, 45.590686592667815]","[0.09428758409977941, 0.18253764602267308, 45.59066286649783]","[0.09595085514797429, 0.18353211121059332, 45.590620859754274]","[0.0957695458298256, 0.18352171916654633, 45.590594736263554]","[0.09389356247143175, 0.18256986772846948, 45.59057988844884]"
41,41,0.07547434346652579,0.04301490691282677,0.07337853604604476,0.03560317364948247,42.875523556248766,"[0.0781765091783336, 0.040933612141851025, 42.875517748849546]","[0.07363844842784757, 0.04008061560878923, 42.87552439400536]","[0.07230169095354827, 0.03504407776046418, 42.87552269619521]","[0.07343701548050519, 0.02914350920672748, 42.875527171372184]","[0.06810161850932936, 0.029369592597009803, 42.87553163904961]","[0.07482223703153143, 0.037584215529383576, 42.87551966422107]","[0.07865447499583267, 0.04291882903142225, 42.875520061930864]","[0.07044564222726722, 0.03531026455409057, 42.87553011711167]","[0.07119543278801882, 0.027514873523968163, 42.87552577544225]"
42,42,0.5799213462977466,0.40655570620297043,0.5714024387816191,0.4022867901939136,89.69809647636158,"[0.38516256225685613, 0.36836497787776307, 89.87029182079579]","[0.2187311837712428, 0.35194201283490606, 89.85500644903195]","[0.247617489000555, 0.3576963698416137, 89.87509713770378]","[0.3670399547995613, 0.36690354998996993, 89.86627395313403]","[0.39395778118798497, 0.36777122552531866, 89.79744588620594]","[0.3972517475337534, 0.37121356835175556, 89.60112353603192]","[0.33058404201686015, 0.36918427798669734, 89.45763919657476]","[0.32678952352017165, 0.3669685394272153, 89.5218807640282]","[0.31216383169610384, 0.3673938670532029, 89.49001185180758]"
