spkid,Name,e,a,q,i,om,w,ma,n,tp,per_y,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma
20568573,568573,0.2254,45.49,35.235,11.69,32.87,218.94,355.19,0.003213,2462299.14,307,2.6e-05,2.0e-03,3.9e-04,5.5e-05,7.1e-05,3.5e-03,2.4e-03
20574372,574372,0.4972,77.77,39.106,32.05,147.12,9.21,38.77,0.001437,2433822.68,686,2.0e-05,4.0e-03,5.3e-04,9.6e-06,1.1e-04,2.2e-03,3.6e-03
20574441,574441,0.3805,57.45,35.585,33.30,134.68,131.59,21.74,0.002264,2451198.93,435,1.4e-05,1.5e-03,1.9e-04,2.3e-05,9.9e-06,1.1e-03,1.2e-03
20575713,575713,0.1817,39.82,32.584,13.48,19.76,107.21,303.37,0.003923,2475237.25,251,8.0e-06,7.1e-04,4.6e-04,2.9e-05,5.1e-05,3.8e-03,3.8e-03
20576212,576212,0.0211,40.36,39.504,16.60,47.67,321.75,225.55,0.003845,2495771.74,256,3.2e-05,1.8e-03,3.0e-03,1.4e-04,8.1e-05,5.2e-02,5.2e-02
20576256,576256,0.2757,47.57,34.459,6.62,329.13,162.86,76.44,0.003004,2435350.73,328,2.8e-05,2.1e-03,1.2e-03,2.0e-05,9.3e-04,5.6e-03,8.0e-03
20576257,576257,0.2854,39.11,27.946,29.07,185.15,75.04,3.91,0.00403,2459829.64,245,2.1e-05,1.4e-03,1.7e-04,2.9e-05,9.3e-05,1.7e-03,8.4e-04
20577578,577578,0.3398,47.43,31.311,6.67,219.37,35.56,355.66,0.003018,2462238.72,327,7.2e-05,6.7e-03,1.5e-03,1.1e-04,2.1e-04,1.5e-02,7.2e-03
20577627,577627,0.1084,40.73,36.316,20.34,159.13,23.31,49.76,0.003791,2447675.74,260,4.3e-05,2.0e-03,1.4e-03,7.8e-05,4.9e-04,2.5e-02,2.1e-02
20578833,578833,0.2746,50.15,36.384,17.82,148.36,119.21,356.32,0.002775,2462128.46,355,2.0e-05,1.7e-03,2.7e-04,7.4e-06,1.7e-04,2.7e-03,1.5e-03
20578834,578834,0.1866,39.38,32.034,8.85,331.58,233.10,24.61,0.003988,2454628.77,247,2.0e-05,1.2e-03,2.1e-04,1.5e-05,2.5e-04,2.6e-03,2.6e-03
20578835,578835,0.3561,57.21,36.838,29.88,105.16,131.05,6.21,0.002278,2458072.95,433,2.6e-05,2.7e-03,2.4e-04,2.7e-05,6.0e-05,1.4e-03,8.2e-04
20578847,578847,0.2160,51.17,40.122,46.68,110.76,155.17,357.53,0.002692,2461717.75,366,2.2e-05,1.8e-03,5.2e-04,8.5e-05,1.1e-04,1.0e-02,6.5e-03
20578992,578992,0.2751,39.16,28.388,6.20,129.34,118.52,4.55,0.004022,2459670.46,245,1.3e-05,8.6e-04,1.0e-04,6.8e-06,2.3e-04,8.2e-04,3.6e-04
20578993,578993,0.0773,39.4,36.353,19.40,146.25,319.68,214.89,0.003986,2497208.00,247,1.1e-05,5.6e-04,9.2e-04,3.4e-05,3.7e-05,6.0e-03,6.7e-03
20578997,578997,0.4018,42.7,25.545,28.49,139.51,46.75,38.54,0.003532,2449889.89,279,1.7e-05,1.6e-03,3.0e-04,1.8e-05,1.2e-04,2.1e-03,2.8e-03
20579062,579062,0.1747,42.53,35.100,28.44,165.01,107.14,351.92,0.003554,2463074.43,277,2.1e-05,1.5e-03,3.6e-04,1.3e-05,1.2e-04,4.9e-03,3.6e-03
20579077,579077,0.0466,41.1,39.187,16.07,177.50,138.04,20.95,0.00374,2455199.89,264,2.2e-05,1.3e-03,3.0e-04,5.0e-05,1.1e-04,1.4e-02,1.3e-02
20579246,579246,0.2637,39.04,28.743,19.27,131.05,141.45,355.02,0.004041,2462032.47,244,1.6e-05,1.2e-03,3.4e-04,2.7e-05,2.1e-04,4.4e-03,2.5e-03
20581804,581804,0.2121,47.65,37.541,6.04,111.05,66.29,49.62,0.002997,2444242.05,329,4.2e-04,1.1e-02,1.2e-02,4.8e-04,6.7e-03,6.7e-02,2.4e-02
20582301,582301,0.9560,261,11.486,175.98,52.77,44.82,0.58,0.0002337,2458304.07,4.22e+03,2.5e-06,1.5e-02,4.0e-06,6.4e-06,8.1e-05,8.6e-05,5.0e-05
20583751,583751,0.2759,47.38,34.307,21.48,296.79,350.53,9.05,0.003022,2457807.75,326,3.7e-05,2.9e-03,3.3e-04,1.0e-04,4.2e-05,4.2e-03,2.7e-03
20584778,584778,0.9078,77.44,7.141,74.86,0.59,323.31,4.16,0.001446,2457926.50,682,5.8e-06,5.0e-03,1.0e-05,1.1e-05,5.4e-06,1.5e-04,4.1e-04
20585899,585899,0.8402,82.85,13.243,137.89,31.06,181.45,2.35,0.001307,2459003.22,754,7.1e-06,3.8e-03,1.7e-05,1.0e-05,8.4e-06,1.1e-04,1.6e-04
20585912,585912,0.5819,32.21,13.468,24.47,167.50,192.90,3.30,0.005391,2460188.11,183,2.8e-06,2.4e-04,1.1e-05,7.4e-06,9.1e-06,1.2e-04,1.4e-05
20585913,585913,0.6330,38.37,14.080,23.68,188.71,177.38,4.49,0.004148,2459718.77,238,3.9e-06,4.4e-04,1.1e-05,6.4e-06,8.6e-06,8.9e-05,6.4e-05
20587670,587670,0.0299,42.77,41.492,2.11,103.79,257.28,25.05,0.003524,2453690.77,280,6.9e-05,4.1e-03,1.2e-03,1.9e-05,1.1e-02,1.4e-01,1.3e-01
20589683,589683,0.2435,49.36,37.341,30.59,25.41,191.67,105.03,0.002842,2423843.72,347,1.1e-05,1.6e-03,1.4e-03,4.9e-05,9.3e-05,5.7e-03,7.3e-03
20591370,591370,0.4904,37.21,18.961,37.45,304.04,343.64,20.18,0.004343,2456153.75,227,1.2e-05,1.0e-03,6.4e-05,2.8e-05,7.2e-06,5.7e-04,9.5e-04
20591376,591376,0.3790,39.75,24.683,4.68,2.00,290.42,27.28,0.003933,2453865.29,251,1.9e-05,1.5e-03,1.7e-04,3.4e-05,3.5e-04,1.5e-03,2.0e-03
20591392,591392,0.1393,45.69,39.324,8.88,87.49,221.20,38.63,0.003191,2448696.51,309,3.1e-05,2.3e-03,8.2e-04,2.2e-05,5.9e-04,1.1e-02,1.1e-02
20591486,591486,0.2875,39.78,28.345,10.36,129.52,285.61,359.40,0.003928,2460954.04,251,1.1e-04,5.7e-03,1.4e-03,7.1e-05,2.1e-03,2.6e-02,1.3e-02
20592044,592044,0.1120,46.5,41.291,9.25,351.44,321.06,29.19,0.003108,2451410.57,317,2.6e-05,1.7e-03,4.1e-04,7.2e-05,1.4e-04,6.8e-03,6.4e-03
20592064,592064,0.1742,44.09,36.409,28.79,342.89,275.57,68.51,0.003367,2440452.49,293,1.5e-05,1.2e-03,6.7e-04,7.1e-05,2.6e-05,5.5e-03,6.1e-03
20592147,592147,0.1834,46.68,38.119,4.36,355.73,322.24,19.49,0.00309,2454494.39,319,2.8e-05,1.9e-03,3.2e-04,7.3e-05,4.6e-04,5.3e-03,3.9e-03
20592148,592148,0.0722,44.16,40.970,2.36,43.25,170.08,153.42,0.003359,2415121.32,293,2.9e-05,1.7e-03,2.7e-03,8.7e-05,2.1e-03,2.2e-02,2.5e-02
20592149,592149,0.7679,145.1,33.680,13.04,1.76,14.57,0.64,0.0005637,2459662.10,1.75e+03,2.9e-05,1.9e-02,1.9e-04,4.2e-05,2.3e-05,5.2e-04,1.1e-04
20592245,592245,0.3762,68.34,42.629,42.20,78.06,282.94,0.68,0.001745,2460412.24,565,1.3e-04,1.5e-02,3.1e-03,2.3e-05,7.8e-04,5.5e-02,2.3e-02
20592487,592487,0.0953,45.57,41.229,7.07,177.18,187.97,57.41,0.003204,2442879.73,308,1.8e-05,1.5e-03,7.8e-04,3.2e-05,5.1e-04,1.2e-02,1.2e-02
20593616,593616,0.0194,43.17,42.335,12.07,194.45,214.40,330.39,0.003474,2469323.18,284,7.5e-05,4.3e-03,2.8e-03,4.5e-04,3.5e-04,2.0e-01,2.0e-01
20593617,593617,0.0426,35,33.513,7.11,197.67,60.97,119.67,0.00476,2435658.28,207,5.1e-05,2.6e-03,3.3e-03,3.9e-04,6.3e-04,7.7e-02,8.0e-02
20594337,594337,0.8036,179.5,35.262,16.96,102.96,303.44,0.62,0.0004098,2459288.13,2.41e+03,1.7e-04,1.5e-01,1.7e-03,2.0e-04,1.6e-03,2.4e-02,1.8e-03
20594994,594994,0.1990,39.59,31.711,1.58,238.52,338.00,152.05,0.003957,2422370.76,249,7.4e-05,4.3e-03,6.1e-03,3.3e-04,1.5e-02,2.6e-02,3.0e-02
20597614,597614,0.4836,70.97,36.649,20.84,209.48,76.26,30.02,0.001648,2442590.88,598,2.1e-04,3.7e-02,4.6e-03,2.1e-04,5.8e-04,2.0e-02,2.9e-02
20599752,599752,0.1444,45.57,38.986,13.30,174.70,217.14,43.17,0.003204,2447326.93,308,1.8e-05,1.5e-03,5.0e-04,9.4e-06,2.0e-04,6.1e-03,6.4e-03
20600181,600181,0.0376,44.84,43.158,3.43,80.06,166.63,82.04,0.003282,2435803.96,300,4.3e-05,1.8e-03,2.6e-03,6.2e-05,1.9e-03,5.4e-02,5.1e-02
20600217,600217,0.8902,178.3,19.574,26.22,169.42,273.16,0.65,0.0004141,2459223.34,2.38e+03,1.2e-05,2.0e-02,4.7e-05,6.7e-06,3.4e-05,2.0e-04,1.1e-04
20601690,601690,0.4511,34.36,18.860,35.57,315.59,27.67,16.71,0.004894,2457385.04,201,1.1e-05,7.9e-04,4.3e-05,1.9e-05,1.6e-05,1.8e-04,6.0e-04
20602572,602572,0.2672,49.83,36.516,10.94,59.12,280.15,9.17,0.002802,2457528.79,352,3.9e-05,3.1e-03,3.7e-04,1.4e-05,4.3e-04,2.5e-03,1.4e-03
20602714,602714,0.4814,62.91,32.624,12.28,345.89,329.31,13.14,0.001975,2454147.64,499,3.5e-05,4.7e-03,3.2e-04,8.5e-05,9.8e-05,2.6e-03,1.8e-03
20602715,602715,0.4032,57.23,34.158,3.44,22.54,337.52,3.40,0.002276,2459307.15,433,3.5e-05,3.5e-03,2.7e-04,8.1e-05,8.9e-04,7.8e-03,3.1e-03
20602716,602716,0.4520,67.15,36.800,21.54,199.54,117.24,27.01,0.001791,2445722.09,550,2.5e-05,3.5e-03,6.0e-04,7.6e-05,3.5e-05,2.5e-03,2.6e-03
20603108,603108,0.2185,43.85,34.270,9.76,355.03,89.45,341.37,0.003394,2466288.63,290,2.2e-05,1.8e-03,4.5e-04,3.3e-05,1.8e-04,4.4e-03,3.7e-03
20606187,606187,0.8588,34.88,4.924,148.79,359.12,66.68,12.11,0.004784,2458268.59,206,1.9e-06,4.9e-04,1.2e-06,8.5e-06,1.5e-05,3.5e-05,2.5e-04
20609221,609221,0.0806,44.29,40.724,0.49,124.51,282.99,18.29,0.003344,2455330.93,295,2.1e-05,1.3e-03,2.9e-04,2.0e-05,5.1e-03,7.7e-03,5.4e-03
20609222,609222,0.0648,44.5,41.615,1.74,50.39,208.79,159.12,0.00332,2412878.83,297,1.7e-04,5.7e-03,1.0e-02,1.2e-03,8.7e-04,2.8e-01,3.2e-01
20612019,612019,0.0471,42.65,40.641,1.66,19.51,16.17,201.41,0.003539,2505616.76,279,1.6e-03,8.7e-02,1.5e-01,2.4e-04,2.1e-03,8.1e-02,1.3e-01
20612026,612026,0.0593,44.02,41.410,2.34,154.19,121.53,280.36,0.003375,2484398.59,292,6.5e-05,1.1e-02,1.3e-02,2.3e-04,1.5e-03,1.8e-01,1.7e-01
20612029,612029,0.2478,39.29,29.555,4.82,186.73,60.00,5.97,0.004001,2459307.76,246,1.1e-04,7.7e-03,1.3e-03,5.2e-05,5.7e-04,1.3e-02,6.1e-03
20612045,612045,0.1708,39.66,32.885,5.30,163.53,48.20,156.09,0.003947,2421249.56,250,6.8e-05,5.1e-03,6.8e-03,2.7e-04,3.6e-04,2.9e-02,3.7e-02
20612047,612047,0.0074,42.9,42.584,3.31,44.62,221.74,133.95,0.003507,2422609.83,281,2.2e-05,2.9e-03,3.7e-03,1.2e-04,7.3e-04,3.8e-01,3.8e-01
20612048,612048,0.1340,44.27,38.334,7.33,285.95,141.02,10.81,0.003347,2457570.33,295,2.0e-05,1.3e-03,2.1e-04,4.3e-05,3.0e-04,1.6e-03,1.1e-03
20612049,612049,0.0279,43.75,42.525,1.01,74.63,211.25,244.27,0.003406,2494773.29,289,8.6e-05,6.6e-03,1.0e-02,4.9e-05,7.4e-03,1.6e-01,1.6e-01
20612051,612051,0.3659,48.33,30.647,11.79,9.39,342.78,38.47,0.002933,2447686.50,336,3.0e-04,2.7e-02,3.0e-03,3.1e-04,3.8e-04,2.0e-02,3.9e-02
20612060,612060,0.1849,39.12,31.888,8.79,194.87,34.06,15.93,0.004028,2456844.59,245,2.5e-04,1.5e-02,2.4e-03,2.6e-04,4.5e-04,2.1e-02,8.4e-03
20612081,612081,0.1325,45.88,39.805,2.22,88.30,34.19,354.18,0.003171,2462634.29,311,1.3e-04,9.0e-03,1.9e-03,1.0e-04,7.8e-04,2.2e-02,1.9e-02
20612082,612082,0.0457,43.46,41.473,1.91,102.62,11.33,357.91,0.00344,2461406.86,287,1.9e-04,1.1e-02,2.7e-03,2.1e-04,8.7e-04,7.1e-02,6.5e-02
20612083,612083,0.1135,45.78,40.586,2.97,37.42,43.03,20.76,0.003182,2454276.00,310,7.4e-05,4.8e-03,8.8e-04,1.1e-04,2.6e-03,1.1e-02,9.2e-03
20612084,612084,0.5662,89.14,38.670,19.69,303.38,199.77,6.30,0.001171,2455419.36,842,1.6e-04,3.7e-02,1.3e-03,1.4e-04,2.1e-04,2.4e-03,4.0e-03
20612085,612085,0.0072,46.95,46.609,23.26,125.11,40.76,350.59,0.003064,2463870.89,322,4.4e-05,2.9e-03,9.0e-04,8.4e-05,8.0e-05,1.7e-01,1.6e-01
20612086,612086,0.2324,42.23,32.417,9.75,127.94,109.97,312.62,0.003591,2473992.88,274,3.3e-05,9.4e-03,6.4e-03,1.9e-04,3.7e-04,4.0e-02,3.3e-02
20612087,612087,0.0680,44.25,41.247,2.70,139.27,296.88,80.10,0.003348,2436876.25,294,9.2e-05,1.1e-02,6.6e-03,2.3e-04,7.6e-04,1.4e-01,1.5e-01
20612088,612088,0.2791,39.3,28.329,9.29,338.94,163.80,48.72,0.004001,2448622.46,246,2.4e-05,1.8e-03,3.9e-04,5.2e-05,2.5e-04,3.8e-03,5.3e-03
20612092,612092,0.0306,42.74,41.428,3.16,160.95,275.01,159.75,0.003528,2415517.40,279,4.2e-04,2.5e-02,4.2e-02,3.2e-04,6.6e-03,4.7e-01,4.8e-01
20612095,612095,0.0292,38.13,37.013,4.00,127.52,290.39,299.74,0.004187,2475194.35,235,2.5e-05,7.3e-03,6.7e-03,2.8e-04,1.3e-03,2.9e-01,2.8e-01
20612100,612100,0.0638,44.38,41.545,1.40,188.94,253.51,322.88,0.003334,2471934.90,296,1.5e-04,1.4e-02,6.5e-03,1.9e-04,3.5e-03,1.6e-01,1.6e-01
20612101,612101,0.4199,59.86,34.728,19.71,314.97,44.24,13.96,0.002128,2454240.31,463,7.2e-05,8.3e-03,5.6e-04,3.7e-05,1.6e-04,1.4e-03,3.1e-03
20612102,612102,0.1327,39.59,34.334,11.46,137.58,94.84,161.68,0.003957,2419938.05,249,2.0e-04,9.5e-03,1.6e-02,1.0e-04,1.2e-03,4.1e-02,5.1e-02
20612141,612141,0.0786,43.25,39.855,7.15,255.32,83.96,121.08,0.003465,2425852.78,284,3.3e-05,4.6e-03,5.3e-03,1.5e-04,4.2e-04,5.7e-02,6.1e-02
20612144,612144,0.0977,44.2,39.882,9.48,130.55,149.08,269.41,0.003354,2487809.39,294,1.7e-04,1.8e-02,2.3e-02,3.0e-04,1.1e-03,1.6e-01,1.5e-01
20612145,612145,0.2363,36.64,27.985,13.51,341.80,70.55,110.10,0.004443,2436022.54,222,6.6e-05,1.6e-02,1.3e-02,2.6e-04,1.9e-04,7.9e-02,1.0e-01
20612146,612146,0.0607,44.03,41.359,0.55,76.89,27.18,34.47,0.003373,2450581.02,292,2.4e-04,1.5e-02,3.6e-03,1.9e-04,2.1e-02,8.1e-02,8.6e-02
20612147,612147,0.0397,43.94,42.201,0.53,57.03,54.96,39.31,0.003383,2449181.02,291,1.5e-04,9.3e-03,2.6e-03,5.6e-05,1.9e-02,1.0e-01,1.0e-01
20612148,612148,0.0443,46.37,44.319,27.96,314.02,86.68,116.63,0.003121,2423432.35,316,1.3e-04,8.8e-03,1.3e-02,2.6e-04,1.8e-04,1.7e-01,1.7e-01
20612149,612149,0.1091,44.11,39.295,11.59,154.18,228.71,161.18,0.003364,2412894.35,293,2.5e-05,1.4e-03,2.3e-03,1.3e-04,2.7e-04,1.1e-02,1.4e-02
20612150,612150,0.1468,47.2,40.270,19.23,307.22,57.20,127.41,0.00304,2418884.03,324,6.0e-05,7.9e-03,8.8e-03,4.8e-04,8.9e-05,5.0e-02,5.9e-02
20612156,612156,0.0953,44.92,40.641,4.46,178.38,113.50,294.25,0.003274,2480885.16,301,7.3e-05,5.5e-03,4.9e-03,3.2e-04,1.9e-03,5.4e-02,5.4e-02
20612157,612157,0.0655,43.73,40.863,1.14,159.77,126.14,298.56,0.003408,2478826.51,289,8.1e-05,5.2e-03,4.0e-03,2.5e-04,1.2e-02,7.6e-02,7.6e-02
20612158,612158,0.1608,38.99,32.723,17.36,207.63,349.29,43.96,0.004048,2449941.10,243,1.7e-04,1.1e-02,2.5e-03,2.6e-04,2.3e-04,3.3e-02,4.1e-02
20612161,612161,0.0877,41.09,37.483,19.14,146.00,302.64,181.12,0.003742,2508599.63,263,4.3e-05,2.3e-03,3.9e-03,7.0e-05,5.3e-04,1.8e-02,2.2e-02
20612166,612166,0.0275,43.15,41.964,3.13,58.04,102.88,206.52,0.003477,2504938.58,283,4.1e-05,2.3e-03,4.1e-03,7.3e-05,2.7e-03,4.1e-02,4.3e-02
20612167,612167,0.0483,43.21,41.128,4.42,77.36,234.19,20.12,0.003469,2455002.11,284,3.6e-05,2.1e-03,4.8e-04,5.4e-05,1.3e-03,1.4e-02,1.3e-02
20612174,612174,0.0522,44.29,41.978,2.66,99.80,211.62,54.06,0.003344,2444632.86,295,1.5e-04,1.1e-02,4.4e-03,5.6e-05,4.0e-03,1.3e-01,1.4e-01
20612175,612175,0.0841,44.18,40.467,1.19,118.51,351.88,265.85,0.003356,2488851.17,294,3.0e-05,2.3e-03,3.0e-03,9.3e-05,6.9e-03,2.7e-02,2.6e-02
20612176,612176,0.2174,48.04,37.594,3.66,223.36,100.55,43.12,0.00296,2446234.15,333,3.3e-04,2.7e-02,5.5e-03,2.4e-04,3.8e-03,4.7e-02,6.6e-02
20612203,612203,0.0111,45.2,44.700,1.74,110.52,264.13,81.42,0.003243,2435695.81,304,3.1e-05,2.7e-03,2.0e-03,1.1e-04,1.8e-03,2.1e-01,2.1e-01
20612208,612208,0.3068,39.57,27.433,12.91,219.30,232.92,16.13,0.003959,2456727.26,249,4.4e-05,2.9e-03,2.6e-04,3.6e-05,2.1e-04,8.4e-04,1.7e-03
20612213,612213,0.0353,43.04,41.518,1.17,56.75,169.71,5.54,0.003491,2459212.28,282,1.1e-04,6.2e-03,1.4e-03,1.8e-04,3.7e-03,7.6e-02,7.0e-02
20612214,612214,0.0598,43.77,41.153,3.52,89.80,50.99,89.49,0.003403,2434505.42,290,1.2e-04,1.6e-02,1.1e-02,2.0e-04,4.1e-03,2.5e-01,2.6e-01
20612217,612217,0.0414,42.52,40.760,2.94,88.57,15.47,139.25,0.003555,2421629.16,277,3.5e-05,3.1e-03,4.3e-03,1.4e-04,1.8e-03,6.5e-02,6.7e-02
20612218,612218,0.1111,39.39,35.017,2.25,139.16,88.35,52.25,0.003986,2447694.00,247,1.1e-04,6.4e-03,2.0e-03,9.3e-05,2.9e-03,3.7e-02,3.9e-02
20612236,612236,0.0399,43.16,41.435,1.14,143.25,310.21,288.91,0.003476,2481250.92,284,1.6e-05,2.1e-03,1.9e-03,1.1e-04,5.1e-03,5.2e-02,5.1e-02
20612237,612237,0.1175,45.42,40.082,1.43,111.82,166.31,88.98,0.00322,2433164.55,306,4.8e-05,6.3e-03,5.3e-03,5.9e-05,7.8e-03,5.0e-02,5.2e-02
20612238,612238,0.0293,44.52,43.215,5.15,148.05,227.25,339.53,0.003318,2466969.84,297,2.9e-05,2.0e-03,9.2e-04,1.3e-04,3.3e-04,5.2e-02,4.9e-02
20612239,612239,0.1261,46.5,40.639,30.58,334.77,5.49,24.78,0.003108,2452827.58,317,4.0e-05,2.7e-03,5.4e-04,7.2e-05,6.6e-05,5.7e-03,6.3e-03
20612240,612240,0.1608,44.01,36.939,3.66,7.76,11.78,5.49,0.003375,2459172.70,292,3.0e-05,2.0e-03,3.7e-04,1.0e-04,1.3e-04,5.2e-03,3.5e-03
20612241,612241,0.1076,39.59,35.335,6.71,129.51,172.23,75.93,0.003956,2441605.51,249,8.2e-05,7.7e-03,4.7e-03,1.2e-04,1.7e-03,6.9e-02,7.3e-02
20612242,612242,0.0567,44.21,41.707,3.95,76.58,348.47,314.43,0.003353,2474391.58,294,3.0e-05,3.1e-03,2.1e-03,4.4e-05,2.4e-03,4.7e-02,4.6e-02
20612243,612243,0.0272,30.42,29.590,1.32,151.56,170.92,83.70,0.005875,2446554.18,168,1.6e-05,1.0e-03,5.6e-04,4.0e-05,2.3e-03,4.4e-02,4.6e-02
20612244,612244,0.0421,44.26,42.395,0.25,348.80,4.93,24.03,0.003348,2453621.88,294,6.2e-05,3.7e-03,8.5e-04,1.7e-04,1.2e-02,3.7e-02,3.4e-02
20612245,612245,0.3897,58.58,35.751,28.46,254.97,66.07,37.94,0.002198,2443540.97,448,4.1e-05,5.9e-03,1.4e-03,6.5e-05,1.6e-04,7.0e-03,8.1e-03
20612332,612332,0.2459,39.62,29.879,5.67,1.72,153.96,321.43,0.003952,2470561.43,249,2.0e-05,2.2e-03,1.1e-03,4.6e-05,1.4e-03,8.4e-03,7.3e-03
20612333,612333,0.0612,45.04,42.284,1.69,66.43,268.57,184.51,0.003261,2514622.53,302,2.0e-04,1.2e-02,2.0e-02,1.4e-04,1.5e-02,8.6e-02,9.6e-02
20612349,612349,0.0931,41.84,37.946,26.75,220.70,248.35,125.54,0.003642,2426328.78,271,3.3e-05,2.6e-03,3.5e-03,1.5e-04,5.7e-05,2.6e-02,2.8e-02
20612350,612350,0.4183,55.02,32.003,1.56,124.02,110.41,16.70,0.002415,2453884.21,408,5.4e-05,5.8e-03,4.0e-04,3.6e-05,1.9e-03,2.3e-03,2.9e-03
20612351,612351,0.1879,39.3,31.918,5.39,79.15,173.20,16.04,0.004,2456791.76,246,4.0e-05,2.4e-03,3.6e-04,8.2e-05,1.5e-04,3.2e-03,1.8e-03
20612352,612352,0.0864,39.25,35.861,1.81,225.68,334.63,45.50,0.004008,2449447.33,246,3.0e-05,1.8e-03,5.9e-04,1.2e-04,7.8e-04,1.4e-02,1.4e-02
20612388,612388,0.0174,42.79,42.050,1.27,88.49,286.26,342.76,0.003521,2465696.27,280,2.1e-05,1.4e-03,5.1e-04,2.1e-05,3.6e-03,5.0e-02,4.8e-02
20612524,612524,0.3283,48.16,32.352,3.91,37.81,53.96,9.50,0.002949,2457577.77,334,8.7e-05,7.2e-03,6.9e-04,1.1e-04,1.7e-03,3.4e-03,1.6e-03
20612533,612533,0.1252,39.55,34.599,13.27,18.96,161.90,297.09,0.003962,2476677.25,249,5.5e-06,8.2e-04,6.4e-04,9.3e-06,1.4e-04,6.9e-03,6.6e-03
20612547,612547,0.1755,39.21,32.329,5.63,34.42,136.53,50.76,0.004014,2448155.23,246,3.0e-04,1.9e-02,4.9e-03,3.4e-04,5.6e-04,6.3e-02,7.7e-02
20612548,612548,0.1001,44,39.598,8.87,10.03,164.09,48.11,0.003376,2446553.03,292,3.9e-04,3.2e-02,1.2e-02,3.9e-04,1.2e-03,2.3e-01,2.3e-01
20612549,612549,0.0285,43.43,42.190,2.10,36.31,230.50,323.13,0.003444,2471505.66,286,1.9e-04,2.1e-02,1.2e-02,2.2e-04,8.3e-04,6.1e-01,5.9e-01
20612573,612573,0.0584,44.09,41.517,2.41,138.07,304.28,303.14,0.003366,2477691.33,293,8.7e-05,8.9e-03,6.4e-03,2.1e-04,5.5e-03,1.4e-01,1.4e-01
20612574,612574,0.1893,39.39,31.936,6.50,136.84,80.38,159.78,0.003987,2420721.84,247,7.1e-05,3.9e-03,5.9e-03,1.0e-04,1.4e-03,1.4e-02,1.9e-02
20612575,612575,0.4350,68.09,38.470,4.01,276.15,69.71,1.50,0.001754,2459942.59,562,5.6e-05,7.7e-03,5.8e-04,8.4e-05,1.6e-03,3.3e-03,8.8e-04
20612576,612576,0.1336,45.53,39.444,7.12,141.08,187.96,32.84,0.003208,2450564.79,307,2.6e-04,1.7e-02,3.5e-03,2.0e-04,1.2e-03,3.8e-02,4.6e-02
20612577,612577,0.0750,39.01,36.078,5.40,58.31,42.18,298.65,0.004046,2475965.00,244,6.5e-05,6.3e-03,4.5e-03,1.5e-04,1.6e-03,8.9e-02,8.9e-02
20612578,612578,0.1816,46.63,38.163,3.50,273.34,14.06,41.87,0.003095,2447274.92,318,2.3e-05,1.8e-03,5.1e-04,4.8e-05,1.2e-03,5.4e-03,5.7e-03
20612579,612579,0.0834,44.38,40.681,0.19,144.89,177.60,47.53,0.003333,2446541.17,296,1.0e-04,8.2e-03,3.2e-03,2.0e-04,5.0e-02,8.3e-02,6.8e-02
20612580,612580,0.0636,38.34,35.904,3.43,109.79,297.25,317.29,0.004151,2471089.29,237,1.3e-05,1.2e-03,7.3e-04,3.2e-05,7.5e-04,1.9e-02,1.8e-02
20612581,612581,0.1292,39.48,34.381,9.53,157.50,102.12,112.94,0.003973,2432373.01,248,1.6e-05,1.5e-03,1.7e-03,9.2e-05,3.8e-04,1.3e-02,1.4e-02
20612582,612582,0.0369,43.54,41.934,2.95,96.01,227.81,57.01,0.00343,2444180.88,287,1.0e-04,9.4e-03,5.0e-03,3.9e-05,5.6e-03,2.2e-01,2.2e-01
20612583,612583,0.0635,43.21,40.464,2.66,326.12,20.49,23.23,0.00347,2454107.93,284,1.2e-04,7.0e-03,1.5e-03,1.9e-04,2.7e-03,3.4e-02,3.3e-02
20612584,612584,0.2506,49.62,37.188,6.75,158.08,24.77,147.30,0.00282,2408557.84,350,4.5e-05,2.1e-03,3.0e-03,2.2e-04,1.2e-04,1.6e-02,2.6e-02
20612619,612619,0.0412,42.73,40.967,1.49,215.47,95.33,73.56,0.003529,2439955.39,279,2.5e-04,1.4e-02,8.6e-03,6.4e-04,1.8e-02,3.0e-01,3.0e-01
20612620,612620,0.0846,42.91,39.281,28.55,176.29,195.42,13.64,0.003506,2456910.86,281,3.6e-05,2.1e-03,4.1e-04,8.7e-05,5.5e-05,1.0e-02,8.7e-03
20612621,612621,0.1641,39.63,33.125,8.34,175.62,120.41,75.17,0.003951,2441774.56,249,5.3e-05,4.1e-03,2.2e-03,3.0e-04,6.4e-04,2.3e-02,2.6e-02
20612658,612658,0.0957,39.6,35.815,27.88,251.29,169.35,38.98,0.003955,2450942.47,249,1.9e-04,1.1e-02,2.4e-03,2.6e-04,1.2e-04,4.5e-02,5.1e-02
20612687,612687,0.0098,42.93,42.511,3.07,35.95,27.71,18.08,0.003504,2455640.48,281,1.2e-04,7.1e-03,1.7e-03,2.9e-04,2.4e-03,3.6e-01,3.5e-01
20612688,612688,0.3008,39.62,27.699,17.53,210.90,255.61,359.53,0.003952,2460919.90,249,2.4e-05,1.8e-03,2.8e-04,3.7e-05,1.2e-04,2.6e-03,1.3e-03
