spkid,e,a,q,i,full_name,Name,names
3545178,0.5813,85.72,35.888,8.90,       (2010 PU75),2010 PU75,
3545784,0.1566,46.59,39.299,19.06,       (2010 RM45),2010 RM45,
3545785,0.1121,41.06,36.456,32.80,       (2010 RN45),2010 RN45,
3545904,0.1781,43.34,35.624,28.69,       (2010 RF64),2010 RF64,
3545971,0.0861,41.18,37.632,19.83,       (2010 RN64),2010 RN64,
3755953,0.0639,40.67,38.070,27.90,       (2010 RD188),2010 RD188,
3755951,0.2928,47.05,33.275,13.82,       (2010 RF188),2010 RF188,
3841236,0.0803,44.59,41.005,2.99,       (2010 RJ190),2010 RJ190,
3550902,0.2875,39.91,28.432,5.22,       (2010 SB41),2010 SB41,
3547935,0.3715,63.61,39.976,38.84,       (2010 TJ),2010 TJ,
3755947,0.2833,40.08,28.724,9.48,       (2010 TJ182),2010 TJ182,
3755949,0.0657,44.16,41.257,1.61,       (2010 TL182),2010 TL182,
3755950,0.1448,39.9,34.120,13.27,       (2010 TN182),2010 TN182,
3609431,0.1862,45.57,37.086,9.69,       (2010 TP182),2010 TP182,
3753600,0.0639,30.28,28.341,4.26,       (2010 TT191),2010 TT191,
3755956,0.1031,42.27,37.914,17.93,       (2010 TA192),2010 TA192,
3755975,0.0324,43.5,42.096,4.31,       (2010 TD192),2010 TD192,
3755969,0.0533,41.55,39.337,21.23,       (2010 TE192),2010 TE192,
3755973,0.0231,43.69,42.684,2.31,       (2010 TF192),2010 TF192,
3755972,0.0625,44.34,41.570,1.32,       (2010 TG192),2010 TG192,
3755970,0.1215,46.72,41.041,36.53,       (2010 TK192),2010 TK192,
3841230,0.1319,39.81,34.557,15.49,       (2010 TS195),2010 TS195,
54049803,0.0912,43.06,39.137,23.91,       (2010 VD253),2010 VD253,
54049820,0.4862,32.11,16.497,7.90,       (2010 VE253),2010 VE253,
3554395,0.6499,53.6,18.767,70.16,       (2010 WG9),2010 WG9,
3841232,0.1698,50.81,42.182,22.56,       (2010 WM75),2010 WM75,
3755965,0.6125,97.78,37.891,24.74,       (2011 BR163),2011 BR163,
3755967,0.0530,43.73,41.408,4.59,       (2011 BS163),2011 BS163,
3755971,0.3392,53.96,35.658,32.66,       (2011 BT163),2011 BT163,
3755985,0.3813,57.65,35.671,21.46,       (2011 BU163),2011 BU163,
3841235,0.5101,71.2,34.881,12.45,       (2011 BN170),2011 BN170,
3755976,0.3693,52.91,33.370,19.87,       (2011 CW119),2011 CW119,
3755983,0.1445,41.74,35.705,27.38,       (2011 CX119),2011 CX119,
3755982,0.3668,62.53,39.592,21.87,       (2011 CY119),2011 CY119,
3841244,0.0688,41.02,38.202,27.44,       (2011 EZ90),2011 EZ90,
3757906,0.3066,52.64,36.499,17.36,       (2011 GM89),2011 GM89,
3601412,0.6047,92.65,36.626,22.23,       (2011 HO60),2011 HO60,
3601413,0.3054,52.06,36.158,28.67,       (2011 HP83),2011 HP83,
3609595,0.0788,30.11,27.736,29.42,       (2011 HM102),2011 HM102,
3618297,0.0062,43.11,42.840,2.39,       (2011 HZ102),2011 HZ102,
3630818,0.2589,44.1,32.682,5.72,       (2011 HD103),2011 HD103,
3630819,0.1085,43.65,38.912,6.85,       (2011 HE103),2011 HE103,
3635162,0.0481,42.9,40.836,3.05,       (2011 HF103),2011 HF103,
3662451,0.1545,46.48,39.304,5.34,       (2011 HJ103),2011 HJ103,
3663823,0.3121,53.18,36.587,6.42,       (2011 HK103),2011 HK103,
3673744,0.1606,42.31,35.516,14.46,       (2011 HL103),2011 HL103,
3841254,0.2896,39.19,27.844,17.49,       (2011 HN104),2011 HN104,
3618298,0.0959,45.5,41.140,1.87,       (2011 JW31),2011 JW31,
3620472,0.0579,43.91,41.371,2.61,       (2011 JY31),2011 JY31,
3630820,0.1336,46.52,40.309,3.22,       (2011 JA32),2011 JA32,
3673745,0.3557,51.51,33.186,12.88,       (2011 JD32),2011 JD32,
3673746,0.1346,37.42,32.381,3.64,       (2011 KW48),2011 KW48,
3841256,0.0795,43.89,40.397,0.24,       (2011 LJ29),2011 LJ29,
3574333,0.9890,282.5,3.102,110.10,       (2011 OR17),2011 OR17,
3755978,0.6434,102.9,36.692,19.45,       (2011 OB60),2011 OB60,
54442340,0.6449,103.3,36.694,19.44,       (2011 OM78),2011 OM78,
3577527,0.4810,40.97,21.264,16.23,       (2011 RS),2011 RS,
3841247,0.1020,47.03,42.234,4.63,       (2011 SW281),2011 SW281,
3696021,0.1827,39.98,32.676,2.72,       (2011 UP410),2011 UP410,
3696019,0.2668,39.75,29.144,3.24,       (2011 UQ410),2011 UQ410,
3696016,0.2754,39.81,28.847,17.29,       (2011 UR410),2011 UR410,
3696020,0.2552,39.81,29.647,11.85,       (2011 US410),2011 US410,
3696018,0.2699,39.7,28.985,12.61,       (2011 UU410),2011 UU410,
3696023,0.2643,39.8,29.284,4.31,       (2011 UV410),2011 UV410,
3696022,0.2169,39.88,31.231,10.73,       (2011 UW410),2011 UW410,
3696026,0.3314,39.77,26.586,17.44,       (2011 UX410),2011 UX410,
3696027,0.1426,39.66,34.004,8.58,       (2011 UY410),2011 UY410,
3696025,0.1235,39.82,34.899,3.83,       (2011 UZ410),2011 UZ410,
3696024,0.2519,39.62,29.643,8.62,       (2011 UA411),2011 UA411,
3696029,0.0460,39.9,38.067,14.88,       (2011 UB411),2011 UB411,
3696030,0.2889,39.52,28.101,15.67,       (2011 UD411),2011 UD411,
3696033,0.3271,48.18,32.419,9.34,       (2011 UE411),2011 UE411,
3696034,0.3530,48.37,31.294,5.86,       (2011 UF411),2011 UF411,
3696036,0.1467,48.12,41.056,10.66,       (2011 UG411),2011 UG411,
3696035,0.2459,46.6,35.145,26.98,       (2011 UH411),2011 UH411,
3696042,0.1264,42.67,37.278,5.13,       (2011 UJ411),2011 UJ411,
3696043,0.0792,42.58,39.212,1.97,       (2011 UL411),2011 UL411,
3696040,0.1400,42.49,36.544,9.37,       (2011 UM411),2011 UM411,
3696041,0.2174,42.77,33.467,3.23,       (2011 UN411),2011 UN411,
3696038,0.2135,42.71,33.589,5.29,       (2011 UO411),2011 UO411,
3696037,0.4998,77.15,38.588,13.40,       (2011 UP411),2011 UP411,
3696046,0.4054,62.88,37.393,40.29,       (2011 UQ411),2011 UQ411,
3696045,0.4417,62.78,35.050,26.54,       (2011 UR411),2011 UR411,
3696044,0.5076,63.47,31.253,22.01,       (2011 US411),2011 US411,
3696048,0.4055,56.07,33.334,6.41,       (2011 UT411),2011 UT411,
3696052,0.0357,44.3,42.714,1.69,       (2011 UU411),2011 UU411,
3696050,0.0701,43.72,40.651,4.41,       (2011 UV411),2011 UV411,
3696051,0.1706,44.24,36.694,4.52,       (2011 UW411),2011 UW411,
3696059,0.1011,42.78,38.452,7.20,       (2011 UX411),2011 UX411,
3696053,0.0696,44.59,41.485,1.91,       (2011 UY411),2011 UY411,
3696054,0.0532,45.9,43.460,1.21,       (2011 UZ411),2011 UZ411,
3696058,0.1557,46.7,39.425,2.95,       (2011 UA412),2011 UA412,
3696061,0.0540,43.83,41.463,15.28,       (2011 UB412),2011 UB412,
3696060,0.0764,43.77,40.429,3.13,       (2011 UC412),2011 UC412,
3696055,0.0581,45.79,43.135,5.49,       (2011 UD412),2011 UD412,
3696062,0.1053,43.78,39.169,22.72,       (2011 UE412),2011 UE412,
3696063,0.0043,45.43,45.233,2.15,       (2011 UF412),2011 UF412,
3696056,0.1585,46.87,39.437,2.49,       (2011 UG412),2011 UG412,
3696057,0.1204,42.96,37.786,15.09,       (2011 UH412),2011 UH412,
3696069,0.0261,42.33,41.221,29.69,       (2011 UJ412),2011 UJ412,
3696064,0.0974,41.05,37.054,26.30,       (2011 UK412),2011 UK412,
3696065,0.0810,43.35,39.839,10.34,       (2011 UL412),2011 UL412,
3696071,0.1371,45.79,39.508,10.70,       (2011 UM412),2011 UM412,
3696074,0.0538,39.23,37.116,20.35,       (2011 UN412),2011 UN412,
3696073,0.1250,38.28,33.495,27.73,       (2011 UO412),2011 UO412,
3696075,0.3534,57.12,36.935,19.69,       (2011 UP412),2011 UP412,
3696076,0.4923,68.56,34.805,16.68,       (2011 UQ412),2011 UQ412,
3696077,0.3228,50.71,34.341,17.85,       (2011 UR412),2011 UR412,
3696081,0.1640,48.3,40.381,2.60,       (2011 US412),2011 US412,
3696082,0.1810,48.43,39.664,17.76,       (2011 UT412),2011 UT412,
3696086,0.1562,38.87,32.797,23.34,       (2011 UU412),2011 UU412,
3696084,0.3016,48.98,34.208,11.50,       (2011 UV412),2011 UV412,
3696083,0.5287,79.53,37.482,12.94,       (2011 UW412),2011 UW412,
3696087,0.0809,44.3,40.710,29.89,       (2011 UX412),2011 UX412,
3696088,0.0317,43.06,41.694,7.94,       (2011 UY412),2011 UY412,
3696142,0.1400,36.75,31.608,6.80,       (2011 UZ412),2011 UZ412,
3696141,0.1384,36.84,31.741,5.43,       (2011 UA413),2011 UA413,
3755977,0.0897,41.82,38.073,13.59,       (2011 UK413),2011 UK413,
3841248,0.3407,51.67,34.069,23.19,       (2011 VZ24),2011 VZ24,
3589226,0.9444,37.36,2.077,141.80,       (2011 WS41),2011 WS41,
54376523,0.3072,51.56,35.725,26.30,       (2011 WW188),2011 WW188,
3755989,0.1960,46.73,37.573,12.25,       (2012 BV154),2012 BV154,
3755996,0.1662,42.16,35.156,7.15,       (2012 BY154),2012 BY154,
3755994,0.0219,42.58,41.643,2.77,       (2012 DZ98),2012 DZ98,
3841268,0.1654,43.64,36.420,1.13,       (2012 DQ106),2012 DQ106,
54106589,0.4360,63.98,36.089,33.36,       (2012 DV121),2012 DV121,
3756002,0.4381,67.83,38.110,16.34,       (2012 EE18),2012 EE18,
3753794,0.3062,57.71,40.036,3.63,       (2012 FH84),2012 FH84,
3757919,0.3532,52.56,33.998,7.82,       (2012 FN84),2012 FN84,
3602606,0.8937,170.7,18.147,10.76,       (2012 GU11),2012 GU11,
3602676,0.5506,37.41,16.810,32.64,       (2012 GX17),2012 GX17,
3602734,0.9586,61.19,2.534,146.70,       (2012 HD2),2012 HD2,
3740661,0.0953,44.41,40.179,3.03,       (2012 HE85),2012 HE85,
3841264,0.6417,90.62,32.468,14.11,       (2012 HW87),2012 HW87,
3841260,0.6635,103.4,34.790,12.72,       (2012 HX87),2012 HX87,
3609599,0.9907,525.2,4.863,70.78,       (2012 KA51),2012 KA51,
3757907,0.3018,54.28,37.901,8.78,       (2012 OL6),2012 OL6,
3756008,0.1463,47.42,40.481,17.88,       (2012 SB67),2012 SB67,
3610757,0.8817,30.12,3.564,160.07,       (2012 TL139),2012 TL139,
3756010,0.1390,39.66,34.144,9.57,       (2012 TD324),2012 TD324,
3756012,0.1261,46.53,40.665,5.55,       (2012 TE324),2012 TE324,
3756009,0.1178,43.74,38.592,7.88,       (2012 TF324),2012 TF324,
54049818,0.0674,42.39,39.532,24.69,       (2012 TF359),2012 TF359,
3696031,0.2314,39.68,30.494,21.83,       (2012 UG177),2012 UG177,
3696032,0.1841,39.61,32.318,23.68,       (2012 UH177),2012 UH177,
3696047,0.4383,55.89,31.393,15.62,       (2012 UJ177),2012 UJ177,
3696049,0.6258,94.47,35.353,24.80,       (2012 UK177),2012 UK177,
3696066,0.1241,41.02,35.931,19.20,       (2012 UL177),2012 UL177,
3696072,0.0616,43.9,41.193,16.16,       (2012 UM177),2012 UM177,
3696067,0.1664,43.59,36.339,20.09,       (2012 UN177),2012 UN177,
3696068,0.0293,41.87,40.642,16.43,       (2012 UO177),2012 UO177,
3696070,0.1033,43.18,38.722,16.58,       (2012 UP177),2012 UP177,
3696079,0.3194,52.58,35.786,19.60,       (2012 UQ177),2012 UQ177,
3696078,0.4992,75.03,37.573,16.34,       (2012 UR177),2012 UR177,
3696080,0.3728,56.78,35.613,17.18,       (2012 US177),2012 US177,
3696085,0.1210,47.83,42.045,16.36,       (2012 UT177),2012 UT177,
3696089,0.0349,43.79,42.263,16.17,       (2012 UU177),2012 UU177,
3699448,0.0767,30.24,27.918,20.79,       (2012 UV177),2012 UV177,
3699452,0.2642,30.3,22.296,53.85,       (2012 UW177),2012 UW177,
3756013,0.4244,55.96,32.209,8.67,       (2012 UD178),2012 UD178,
3841258,0.0380,30.38,29.226,28.23,       (2012 UD185),2012 UD185,
3841259,0.1535,41.96,35.521,20.48,       (2012 UE185),2012 UE185,
3666493,0.7048,273,80.597,24.00,       (2012 VP113),2012 VP113,
3841270,0.1587,47.35,39.836,23.22,       (2012 VB116),2012 VB116,
54049804,0.1413,41.64,35.750,18.45,       (2012 VR128),2012 VR128,
3841645,0.2528,48.14,35.968,25.63,       (2012 WE37),2012 WE37,
3841788,0.2973,39.8,27.968,19.00,       (2012 WF37),2012 WF37,
3841786,0.3446,49.46,32.414,14.30,       (2012 WG37),2012 WG37,
3841272,0.2148,39.8,31.255,20.98,       (2012 XW159),2012 XW159,
3717055,0.1717,44.03,36.475,15.38,       (2012 YO9),2012 YO9,
3841274,0.1407,43.83,37.665,28.17,       (2012 YF12),2012 YF12,
3841275,0.2174,39.69,31.058,30.88,       (2012 YG12),2012 YG12,
3623980,0.9801,396.3,7.879,16.54,       (2013 AZ60),2013 AZ60,
3756015,0.5080,71.98,35.410,7.03,       (2013 AR183),2013 AR183,
3625117,0.9738,58.69,1.538,101.83,       (2013 BN27),2013 BN27,
3625910,0.7842,38.13,8.229,2.21,       (2013 BK78),2013 BK78,
3727213,0.0541,45.01,42.578,2.64,       (2013 EM149),2013 EM149,
3756023,0.1199,43.9,38.634,9.78,       (2013 EJ154),2013 EJ154,
3671156,0.0424,43.97,42.107,1.54,       (2013 FA28),2013 FA28,
3671159,0.1864,39.49,32.125,6.87,       (2013 FD28),2013 FD28,
3710021,0.3347,54.06,35.966,21.06,       (2013 FG28),2013 FG28,
3710022,0.1380,43.08,37.139,13.08,       (2013 FH28),2013 FH28,
54199255,0.1119,42.81,38.022,12.06,       (2013 FK28),2013 FK28,
54209331,0.3795,56.87,35.284,14.96,       (2013 FM28),2013 FM28,
3755351,0.4230,35.18,20.299,8.66,       (2013 FN28),2013 FN28,
3712313,0.2192,47.54,37.114,8.90,       (2013 FO28),2013 FO28,
3753793,0.2694,62.14,45.397,25.88,       (2013 FQ28),2013 FQ28,
3757867,0.7370,135.7,35.686,13.12,       (2013 FS28),2013 FS28,
3757869,0.8455,281.5,43.477,17.42,       (2013 FT28),2013 FT28,
3726790,0.0576,38.59,36.366,24.33,       (2013 GO136),2013 GO136,
3726814,0.1762,48.48,39.935,2.04,       (2013 GQ136),2013 GQ136,
3727049,0.3806,55.18,34.178,6.99,       (2013 GS136),2013 GS136,
3727060,0.2467,47.68,35.919,1.10,       (2013 GX136),2013 GX136,
3727057,0.4097,55.1,32.523,10.90,       (2013 GY136),2013 GY136,
3727214,0.0572,43.11,40.641,2.70,       (2013 GA137),2013 GA137,
54414136,0.0329,43.73,42.297,3.49,       (2013 GB137),2013 GB137,
3727188,0.0317,43.01,41.646,2.31,       (2013 GC137),2013 GC137,
3727197,0.2549,39.12,29.152,3.87,       (2013 GE137),2013 GE137,
3727196,0.1581,39.38,33.156,14.72,       (2013 GF137),2013 GF137,
3727202,0.1335,39.13,33.909,2.39,       (2013 GG137),2013 GG137,
3727198,0.2251,39.22,30.392,13.50,       (2013 GH137),2013 GH137,
3727200,0.2632,39.28,28.940,16.91,       (2013 GJ137),2013 GJ137,
3727201,0.1966,39.05,31.375,10.46,       (2013 GL137),2013 GL137,
3727237,0.0772,43.9,40.511,22.52,       (2013 GM137),2013 GM137,
3727236,0.0910,41.24,37.486,29.33,       (2013 GO137),2013 GO137,
3727238,0.0268,43.49,42.325,1.75,       (2013 GP137),2013 GP137,
3727245,0.0408,42.4,40.677,4.24,       (2013 GR137),2013 GR137,
3727243,0.0951,43.62,39.472,2.60,       (2013 GS137),2013 GS137,
3727247,0.0698,44.59,41.479,4.98,       (2013 GU137),2013 GU137,
3727244,0.0558,43.06,40.658,4.14,       (2013 GX137),2013 GX137,
3727242,0.0963,44.63,40.331,5.32,       (2013 GY137),2013 GY137,
3727251,0.0489,41.25,39.234,21.17,       (2013 GZ137),2013 GZ137,
3727249,0.0535,42.76,40.473,2.79,       (2013 GB138),2013 GB138,
3727252,0.0520,42.68,40.456,3.03,       (2013 GC138),2013 GC138,
3727248,0.1093,43.68,38.907,5.43,       (2013 GD138),2013 GD138,
3727254,0.0566,43.94,41.450,3.07,       (2013 GE138),2013 GE138,
3727253,0.0212,43.82,42.888,0.55,       (2013 GF138),2013 GF138,
3727256,0.0307,47.23,45.781,24.68,       (2013 GG138),2013 GG138,
3756031,0.7842,121,26.106,28.00,       (2013 GJ138),2013 GJ138,
3841279,0.9556,529.9,23.524,32.11,       (2013 GW141),2013 GW141,
54144280,0.0184,43.32,42.527,2.69,       (2013 GM158),2013 GM158,
54144281,0.2056,39.18,31.125,10.81,       (2013 GN158),2013 GN158,
3646077,0.9512,57.02,2.784,97.07,       (2013 HS150),2013 HS150,
3727059,0.1855,45.47,37.034,20.46,       (2013 HR156),2013 HR156,
3727190,0.1723,45.4,37.577,8.28,       (2013 HS156),2013 HS156,
3756030,0.2420,39.38,29.853,9.94,       (2013 HW156),2013 HW156,
54051402,0.8375,34.01,5.527,68.48,       (2013 HG162),2013 HG162,
3670722,0.2546,48.33,36.025,4.32,       (2013 JU63),2013 JU63,
3670723,0.2140,46.18,36.296,8.22,       (2013 JV63),2013 JV63,
3670724,0.1005,45.42,40.855,7.75,       (2013 JW63),2013 JW63,
3727054,0.4456,55.01,30.495,8.80,       (2013 JF64),2013 JF64,
3727058,0.4041,54.84,32.677,11.10,       (2013 JK64),2013 JK64,
3727056,0.3646,56.42,35.853,27.75,       (2013 JL64),2013 JL64,
3727183,0.7498,140.4,35.122,8.58,       (2013 JO64),2013 JO64,
3727184,0.4326,57.01,32.350,13.72,       (2013 JP64),2013 JP64,
3727186,0.5471,48.88,22.135,35.03,       (2013 JQ64),2013 JQ64,
3727185,0.5361,76.8,35.633,10.47,       (2013 JR64),2013 JR64,
3727189,0.0440,42.32,40.456,9.64,       (2013 JS64),2013 JS64,
3727215,0.1863,42.41,34.511,9.46,       (2013 JT64),2013 JT64,
3727191,0.0664,40.01,37.349,26.68,       (2013 JU64),2013 JU64,
3727192,0.5749,72.69,30.901,31.47,       (2013 JV64),2013 JV64,
3727216,0.0572,43.17,40.697,7.79,       (2013 JY64),2013 JY64,
3727199,0.2288,39.22,30.247,10.14,       (2013 JZ64),2013 JZ64,
3727194,0.1449,39.32,33.624,10.23,       (2013 JA65),2013 JA65,
3727195,0.1853,39.23,31.959,24.95,       (2013 JB65),2013 JB65,
3727207,0.2911,39.17,27.768,16.44,       (2013 JC65),2013 JC65,
3727205,0.0895,39.18,35.679,13.03,       (2013 JD65),2013 JD65,
3727209,0.2763,39.15,28.333,8.06,       (2013 JE65),2013 JE65,
3727206,0.1722,39.19,32.444,8.33,       (2013 JF65),2013 JF65,
3727210,0.2459,39.18,29.547,15.96,       (2013 JG65),2013 JG65,
3727204,0.2832,39.07,28.005,7.55,       (2013 JH65),2013 JH65,
3727263,0.1286,46.56,40.571,11.23,       (2013 JM65),2013 JM65,
3727255,0.1196,44.02,38.758,8.42,       (2013 JQ65),2013 JQ65,
3727259,0.1858,45.96,37.415,11.73,       (2013 JR65),2013 JR65,
3727261,0.0173,40.39,39.693,13.75,       (2013 JS65),2013 JS65,
3727264,0.1965,46.37,37.257,8.57,       (2013 JT65),2013 JT65,
3756033,0.3199,47.41,32.245,5.71,       (2013 JW65),2013 JW65,
3831179,0.1249,46.14,40.378,10.51,       (2013 JX67),2013 JX67,
3640746,0.9681,78.88,2.520,154.62,       (2013 LD16),2013 LD16,
3662452,0.0806,43.6,40.085,3.01,       (2013 LU35),2013 LU35,
3756026,0.0543,42.47,40.158,8.73,       (2013 LY35),2013 LY35,
3841282,0.3378,54.96,36.398,13.86,       (2013 LZ36),2013 LZ36,
3756027,0.1669,45.15,37.613,30.77,       (2013 NM24),2013 NM24,
3841280,0.5417,70.27,32.204,22.18,       (2013 NU33),2013 NU33,
3755404,0.5365,34.18,15.842,12.70,       (2013 PU74),2013 PU74,
3756034,0.1179,38.22,33.711,25.77,       (2013 PW74),2013 PW74,
3756039,0.1492,39.72,33.796,7.82,       (2013 PX74),2013 PX74,
3790068,0.1396,43.86,37.734,2.59,       (2013 PS76),2013 PS76,
3841276,0.6337,101.2,37.061,19.48,       (2013 PD84),2013 PD84,
3678633,0.1751,40.99,33.811,25.39,       (2013 QP95),2013 QP95,
54017362,0.0440,41.14,39.327,32.34,       (2013 QR99),2013 QR99,
54194314,0.2624,50.44,37.203,32.49,       (2013 QX103),2013 QX103,
3687931,0.2586,42.56,31.553,21.93,       (2013 RB98),2013 RB98,
3703307,0.2265,39.67,30.688,19.54,       (2013 RD98),2013 RD98,
3709402,0.9083,394.2,36.145,29.48,       (2013 RF98),2013 RF98,
3773181,0.1363,43.14,37.257,13.27,       (2013 RP98),2013 RP98,
3775202,0.4329,55.62,31.542,37.66,       (2013 RQ98),2013 RQ98,
3775201,0.2863,50.41,35.982,37.73,       (2013 RR98),2013 RR98,
3841656,0.0630,45.64,42.765,4.86,       (2013 RX108),2013 RX108,
3841665,0.4665,46.13,24.609,10.75,       (2013 RY108),2013 RY108,
3841657,0.4605,56.23,30.335,13.01,       (2013 RZ108),2013 RZ108,
3841664,0.9103,513.4,46.060,12.39,       (2013 RA109),2013 RA109,
3841727,0.1145,40.5,35.863,23.12,       (2013 RB109),2013 RB109,
3841728,0.2828,39.72,28.488,43.43,       (2013 RC109),2013 RC109,
3841787,0.0855,32.6,29.817,11.10,       (2013 RD109),2013 RD109,
3841790,0.1494,43.92,37.358,5.42,       (2013 RE109),2013 RE109,
3841789,0.0712,43.16,40.083,9.71,       (2013 RF109),2013 RF109,
3841791,0.0955,38.52,34.838,22.67,       (2013 RG109),2013 RG109,
3841799,0.0716,36.49,33.882,14.79,       (2013 RH109),2013 RH109,
3841792,0.1359,43.58,37.656,20.26,       (2013 RJ109),2013 RJ109,
3841794,0.6224,91.03,34.374,12.83,       (2013 RK109),2013 RK109,
3841793,0.1996,40.32,32.272,14.16,       (2013 RL109),2013 RL109,
3841822,0.2268,51.11,39.514,14.29,       (2013 RM109),2013 RM109,
3841797,0.1621,42.87,35.919,32.24,       (2013 RN109),2013 RN109,
3841795,0.0416,44.33,42.485,1.52,       (2013 RO109),2013 RO109,
3841796,0.1101,45.05,40.089,2.35,       (2013 RP109),2013 RP109,
3841798,0.1584,36.72,30.907,14.51,       (2013 RQ109),2013 RQ109,
3843308,0.0616,48.16,45.191,4.23,       (2013 RR109),2013 RR109,
3843309,0.1185,44.96,39.630,4.84,       (2013 RS109),2013 RS109,
3843310,0.2135,45.72,35.958,17.25,       (2013 RT109),2013 RT109,
3989520,0.0949,42.99,38.909,15.41,       (2013 RD124),2013 RD124,
3989525,0.6738,122.8,40.072,31.64,       (2013 RE124),2013 RE124,
3989517,0.0315,43.69,42.315,4.12,       (2013 RF124),2013 RF124,
3989521,0.5739,91.5,38.987,43.47,       (2013 RG124),2013 RG124,
3989529,0.0825,44.6,40.917,35.74,       (2013 RH124),2013 RH124,
3989523,0.0555,44.17,41.721,4.04,       (2013 RJ124),2013 RJ124,
3989528,0.1849,39.82,32.453,7.05,       (2013 RK124),2013 RK124,
3989526,0.0306,30.28,29.359,10.13,       (2013 RL124),2013 RL124,
3989527,0.6055,89.46,35.290,13.84,       (2013 RM124),2013 RM124,
3989524,0.1543,45.55,38.519,15.15,       (2013 RN124),2013 RN124,
3989519,0.0803,38.99,35.855,24.53,       (2013 RO124),2013 RO124,
3989530,0.1979,45.99,36.891,32.16,       (2013 RP124),2013 RP124,
3989518,0.1661,46.87,39.084,21.58,       (2013 RQ124),2013 RQ124,
3989522,0.0675,41.92,39.094,45.31,       (2013 RR124),2013 RR124,
3989532,0.2576,46.84,34.773,15.27,       (2013 RS124),2013 RS124,
3989534,0.4491,66.08,36.404,18.25,       (2013 RT124),2013 RT124,
3989541,0.2549,48.7,36.286,31.61,       (2013 RU124),2013 RU124,
3989535,0.1040,44.82,40.160,43.21,       (2013 RV124),2013 RV124,
3989538,0.0713,36.8,34.175,4.80,       (2013 RW124),2013 RW124,
3989533,0.2423,39.52,29.939,29.45,       (2013 RX124),2013 RX124,
54017361,0.1030,40.54,36.362,24.10,       (2013 RT128),2013 RT128,
54017363,0.4166,61.39,35.814,25.22,       (2013 RU128),2013 RU128,
54017364,0.3354,57.12,37.959,8.38,       (2013 RV128),2013 RV128,
54017365,0.1374,45.77,39.482,5.61,       (2013 RW128),2013 RW128,
54194316,0.3153,51.36,35.170,38.52,       (2013 RQ155),2013 RQ155,
54194315,0.3857,61.94,38.054,34.13,       (2013 RR155),2013 RR155,
54194317,0.2681,50.52,36.977,34.09,       (2013 RS155),2013 RS155,
54194319,0.6586,104.6,35.702,26.01,       (2013 RT155),2013 RT155,
54194318,0.0868,44.24,40.401,1.80,       (2013 RU155),2013 RU155,
54194322,0.0666,41.31,38.556,28.24,       (2013 RV155),2013 RV155,
54194321,0.2617,47.07,34.750,27.91,       (2013 RX155),2013 RX155,
54194320,0.1913,45.19,36.546,10.87,       (2013 RY155),2013 RY155,
54194326,0.1015,40.81,36.670,28.82,       (2013 RZ155),2013 RZ155,
54194327,0.0779,31.15,28.726,13.05,       (2013 RA156),2013 RA156,
54194330,0.1154,38.89,34.407,38.97,       (2013 RB156),2013 RB156,
54194335,0.7836,173,37.440,34.98,       (2013 RC156),2013 RC156,
54194329,0.0755,46.97,43.429,29.19,       (2013 RD156),2013 RD156,
54194332,0.0422,40.68,38.966,13.42,       (2013 RE156),2013 RE156,
54194333,0.2541,39.49,29.455,6.59,       (2013 RF156),2013 RF156,
