,des,type,p,q,soi,a,e,i,q.1,Name
2868,K15RS0L, classical, m,0, S,45.084,0.066,3.477,42.108456,2015 RL280
2869,K15RS0M, classical, m,0, S,45.574,0.06,3.638,42.83956,2015 RM280
2870,K15RS0N, classical, m,0, S,41.367,0.126,19.681,36.154758,2015 RN280
2871,K15RS0O, classical, m,0, S,41.396,0.045,34.929,39.53318,2015 RO280
2872,K15RS0P, classical, m,0, S,45.415,0.094,3.48,41.14599,2015 RP280
2873,K15RS0Q, classical, m,0, S,44.017,0.044,2.088,42.080252,2015 RQ280
2874,K15RS0R, classical, m,0, S,41.477,0.073,33.327,38.449179,2015 RR280
2875,K15RS0S, classical, m,0, S,41.282,0.032,32.043,39.960976,2015 RS280
2876,K15RS0T, classical, m,0, S,41.395,0.051,10.893,39.283855,2015 RT280
2877,K15RS0U, classical, m,0, S,47.037,0.116,2.189,41.580708,2015 RU280
2878,K15RS0V, classical, m,0, S,42.783,0.118,10.693,37.734606,2015 RV280
2879,K15RS0W, classical, m,0, S,41.357,0.14,32.358,35.56702,2015 RW280
2880,K15RS0X, classical, m,0, S,43.929,0.134,22.585,38.042514,2015 RX280
2881,K15RS0Y, classical, m,0, S,46.339,0.139,17.121,39.897879,2015 RY280
2882,K15RS0Z, classical, m,0, S,43.966,0.136,11.907,37.986624,2015 RZ280
2883,K15RS1A, classical, m,0, S,42.732,0.048,9.108,40.680864,2015 RA281
2884,K15RS1B, classical, m,0, S,43.258,0.053,2.206,40.965326,2015 RB281
2885,K15RS1C, classical, m,0, S,46.067,0.017,4.384,45.283861,2015 RC281
2886,K15RS1D, classical, m,0, S,41.344,0.112,17.483,36.713472,2015 RD281
2887,K15RS1E, classical, m,0, I,45.857,0.157,8.511,38.657451,2015 RE281
2888,K15RS1F, classical, m,0, S,46.095,0.176,7.496,37.98228,2015 RF281
2889,K15RS1G, classical, m,0, I,46.162,0.222,8.482,35.914036,2015 RG281
2890,K15RS1H, classical, m,0, S,46.932,0.173,4.812,38.812764,2015 RH281
2891,K15RS1J, classical, m,0, S,46.131,0.175,10.871,38.058075,2015 RJ281
2892,K15RS1K, classical, m,0, S,44.31,0.075,2.276,40.98675,2015 RK281
2893,K15RS1M, classical, m,0, S,45.8,0.151,10.528,38.8842,2015 RM281
2894,K15RS1N, classical, m,0, S,42.531,0.128,40.361,37.087032,2015 RN281
2895,K15RS1O, classical, m,0, S,43.851,0.17,2.373,36.39633,2015 RO281
2896,K15RS1P, classical, m,0, S,44.942,0.117,3.023,39.683786,2015 RP281
2897,K15RS1R, classical, m,0, S,44.252,0.073,1.544,41.021604,2015 RR281
2898,K15RY5X, classical, m,0, S,41.779,0.046,15.185,39.857166,2015 RX345
2899,K15S20P, classical, m,0, S,44.934,0.112,3.088,39.901392,2015 SP20
2900,K15S49Z, resonant,13,7, I,45.455,0.167,27.527,37.864015,2015 SZ49
2901,K15Ta0Y, resonant,5,2, S,55.592,0.428,9.997,31.798624,2015 TY100
2902,K15Ta1A, classical, m,0, S,42.945,0.089,5.042,39.122895,2015 TA101
2903,K15Ta1C, resonant,3,2, S,39.294,0.111,5.718,34.932366,2015 TC101
2904,K15Ta1J, classical, m,0, S,45.26,0.043,7.953,43.31382,2015 TJ101
2905,K15Ta1L, resonant,7,4, S,43.643,0.164,10.626,36.485548,2015 TL101
2906,K15Ta1P, resonant,3,2, S,39.396,0.132,9.65,34.195728,2015 TP101
2907,K15Ta1R, resonant,5,4, S,34.884,0.099,6.373,31.430484,2015 TR101
2908,K15Ta1V, detached,0,0, I,88.801,0.573,25.21,37.918027,2015 TV101
2909,K15Ta2F, detached,0,0, I,69.011,0.478,28.817,36.023742,2015 TF102
2910,K15Ta2G, classical, m,0, S,44.218,0.089,5.539,40.282598,2015 TG102
2911,K15Ta2R, resonant,7,4, I,43.787,0.158,7.014,36.868654,NaN
2912,K15Ta3J, resonant,19,10, IH,46.134,0.181,14.336,37.783746,2015 TJ103
2913,K15Ta3K, classical, m,0, S,40.889,0.066,14.788,38.190326,2015 TK103
2914,K15Ta3S, resonant,5,2, S,55.358,0.442,14.601,30.889764,2015 TS103
2915,K15Ta3X, classical, m,0, S,40.303,0.024,16.968,39.335728,2015 TX103
2916,K15Te8Q, resonant,3,2, S,39.399,0.268,14.244,28.840068,2015 TQ148
2917,K15UA5N, resonant,61,4, I,184.95,0.776,37.024,41.4288,2015 UN105
2918,K15VF7D, resonant,2,1, S,47.708,0.31,0.892,32.91852,2015 VD157
2919,K15VG4A, classical, m,0, S,45.767,0.072,24.686,42.471776,2015 VA164
2920,K15VG4B, classical, m,0, S,44.884,0.08,24.682,41.29328,2015 VB164
2921,K15VG4C, classical, m,0, S,45.304,0.143,25.675,38.825528,2015 VC164
2922,K15VG4D, classical, m,0, S,45.825,0.072,27.893,42.5256,2015 VD164
2923,K15VG4J, resonant,3,2, S,39.36,0.204,6.357,31.33056,2015 VJ164
2924,K15VG4K, resonant,3,2, S,39.217,0.247,1.967,29.530401,2015 VK164
2925,K15VG4L, resonant,3,2, S,39.322,0.238,11.599,29.963364,2015 VL164
2926,K15VG4M, resonant,3,2, S,39.238,0.252,18.286,29.350024,2015 VM164
2927,K15VG4N, resonant,3,2, S,39.445,0.241,9.43,29.938755,2015 VN164
2928,K15VG4O, resonant,3,2, S,39.536,0.301,14.162,27.635664,2015 VO164
2929,K15VG4P, resonant,3,2, S,39.221,0.253,5.296,29.298087,2015 VP164
2930,K15VG4Q, resonant,3,2, S,39.583,0.245,15.036,29.885165,2015 VQ164
2931,K15VG4R, resonant,3,2, S,39.267,0.206,1.655,31.177998,2015 VR164
2932,K15VG4S, resonant,3,2, S,39.357,0.154,20.721,33.296022,2015 VS164
2933,K15VG4T, resonant,3,2, S,39.287,0.261,7.034,29.033093,2015 VT164
2934,K15VG4U, resonant,3,2, S,39.519,0.139,37.5,34.025859,2015 VU164
2935,K15VG4V, resonant,3,2, S,39.51,0.09,1.765,35.9541,2015 VV164
2936,K15VG4W, resonant,3,2, S,39.432,0.159,1.382,33.162312,2015 VW164
2937,K15VG4X, resonant,3,2, S,39.268,0.33,16.872,26.30956,2015 VX164
2938,K15VG4Y, resonant,3,2, S,39.364,0.185,1.285,32.08166,2015 VY164
2939,K15VG4Z, resonant,3,2, S,39.436,0.219,1.754,30.799516,2015 VZ164
2940,K15VG5A, resonant,3,2, S,39.617,0.282,14.167,28.445006,2015 VA165
2941,K15VG5B, resonant,3,2, S,39.629,0.204,2.647,31.544684,2015 VB165
2942,K15VG5C, resonant,3,2, S,39.351,0.099,13.356,35.455251,2015 VC165
2943,K15VG5D, resonant,3,2, S,39.526,0.224,12.009,30.672176,2015 VD165
2944,K15VG5E, resonant,3,2, S,39.572,0.213,0.627,31.143164,2015 VE165
2945,K15VG5F, resonant,3,2, S,39.329,0.346,23.48,25.721166,2015 VF165
2946,K15VG5G, resonant,3,2, S,39.29,0.217,10.24,30.76407,2015 VG165
2947,K15VG5H, resonant,3,2, S,39.458,0.154,13.673,33.381468,2015 VH165
2948,K15VG5J, resonant,3,2, S,39.211,0.109,6.074,34.937001,2015 VJ165
2949,K15VG5K, resonant,3,2, S,39.551,0.253,3.124,29.544597,2015 VK165
2950,K15VG5L, resonant,3,2, S,39.46,0.159,22.679,33.18586,2015 VL165
2951,K15VG5M, resonant,3,2, S,39.456,0.207,7.213,31.288608,2015 VM165
2952,K15VG5N, resonant,3,2, S,39.224,0.229,3.95,30.241704,2015 VN165
2953,K15VG5O, resonant,3,2, S,39.473,0.21,10.017,31.18367,2015 VO165
2954,K15VG5P, resonant,3,2, S,39.391,0.335,15.121,26.195015,2015 VP165
2955,K15VG5Q, resonant,3,2, S,39.25,0.279,19.104,28.29925,2015 VQ165
2956,K15VG5R, resonant,3,2, S,39.501,0.046,12.728,37.683954,2015 VR165
2957,K15VG5S, resonant,3,2, S,39.463,0.184,3.072,32.201808,2015 VS165
2958,K15VG5T, resonant,3,2, S,39.33,0.278,13.559,28.39626,2015 VT165
2959,K15VG5U, resonant,3,2, S,39.226,0.159,5.136,32.989066,2015 VU165
2960,K15VG5V, resonant,1,1, S,30.12,0.086,16.855,27.52968,2015 VV165
2961,K15VG5W, resonant,1,1, S,30.101,0.051,4.998,28.565849,2015 VW165
2962,K15VG5X, resonant,1,1, S,30.073,0.075,17.14,27.817525,2015 VX165
2963,K15VG5Y, resonant,2,1, S,47.733,0.303,1.288,33.269901,2015 VY165
2964,K15VG5Z, resonant,2,1, S,47.689,0.368,4.115,30.139448,2015 VZ165
2965,K15VG6A, resonant,2,1, S,47.761,0.418,13.153,27.796902,2015 VA166
2966,K15VG6B, resonant,2,1, S,47.647,0.327,1.045,32.066431,2015 VB166
2967,K15VG6C, resonant,2,1, SH,48.105,0.24,2.917,36.5598,2015 VC166
2968,K15VG6D, resonant,2,1, S,47.671,0.359,1.911,30.557111,2015 VD166
2969,K15VG6E, resonant,2,1, S,47.836,0.212,4.344,37.694768,2015 VE166
2970,K15VG6F, resonant,2,1, S,47.701,0.316,1.569,32.627484,2015 VF166
2971,K15VG6G, resonant,2,1, S,47.805,0.21,17.175,37.76595,2015 VG166
2972,K15VG6H, resonant,2,1, S,47.75,0.315,3.39,32.70875,2015 VH166
2973,K15VG6J, resonant,2,1, S,47.595,0.296,3.653,33.50688,2015 VJ166
2974,K15VG6K, resonant,2,1, S,48.039,0.203,2.323,38.287083,2015 VK166
2975,K15VG6L, resonant,2,1, S,47.796,0.322,5.457,32.405688,2015 VL166
2976,K15VG6O, resonant,4,1, I,75.699,0.491,11.273,38.530791,2015 VO166
2977,K15VG6Q, resonant,7,4, S,43.663,0.048,2.023,41.567176,2015 VQ166
2978,K15VG6R, resonant,7,4, S,43.576,0.168,6.834,36.255232,2015 VR166
2979,K15VG6S, resonant,7,4, S,43.669,0.133,2.737,37.861023,2015 VS166
2980,K15VG6T, resonant,7,4, S,43.697,0.202,8.267,34.870206,2015 VT166
2981,K15VG6U, resonant,7,4, S,43.709,0.088,3.555,39.862608,2015 VU166
2982,K15VG6V, resonant,7,4, S,43.683,0.077,2.763,40.319409,2015 VV166
2983,K15VG6W, resonant,7,4, S,43.655,0.092,1.519,39.63874,2015 VW166
2984,K15VG6X, resonant,7,4, S,43.583,0.125,3.072,38.135125,2015 VX166
2985,K15VG6Y, resonant,7,4, S,43.66,0.074,1.229,40.42916,2015 VY166
2986,K15VG6Z, resonant,7,4, SH,43.686,0.062,4.466,40.977468,2015 VZ166
2987,K15VG7A, resonant,7,4, S,43.693,0.095,11.389,39.542165,2015 VA167
2988,K15VG7B, resonant,7,4, S,43.642,0.069,2.939,40.630702,2015 VB167
2989,K15VG7C, resonant,7,4, S,43.696,0.14,3.698,37.57856,2015 VC167
2990,K15VG7F, resonant,5,2, S,55.507,0.273,36.662,40.353589,2015 VF167
2991,K15VG7H, resonant,5,3, S,42.292,0.14,0.675,36.37112,2015 VH167
2992,K15VG7J, resonant,5,3, S,42.19,0.206,3.51,33.49886,2015 VJ167
2993,K15VG7S, resonant,35,8, S,80.484,0.514,7.111,39.115224,2015 VS167
2994,K15VG7T, resonant,13,6, S,50.373,0.19,6.207,40.80213,2015 VT167
2995,K15VG7U, classical, m,0, I,46.271,0.174,4.964,38.219846,2015 VU167
2996,K15VG7V, resonant,16,9, S,44.14,0.144,11.931,37.78384,2015 VV167
2997,K15VG7Y, classical, i,0, S,38.803,0.017,34.957,38.143349,2015 VY167
2998,K15VG8P, classical, m,0, S,45.494,0.004,2.003,45.312024,2015 VP168
2999,K15VG8Q, classical, m,0, S,43.546,0.043,0.251,41.673522,2015 VQ168
3000,K15VG8R, classical, m,0, S,44.405,0.071,1.676,41.252245,2015 VR168
3001,K15VG8S, classical, m,0, S,46.857,0.179,3.496,38.469597,2015 VS168
3002,K15VG8T, classical, m,0, S,45.29,0.035,1.202,43.70485,2015 VT168
3003,K15VG8U, classical, m,0, S,44.353,0.072,1.159,41.159584,2015 VU168
3004,K15VG8V, classical, m,0, S,45.487,0.061,2.119,42.712293,2015 VV168
3005,K15VG8W, classical, m,0, S,42.671,0.042,1.954,40.878818,2015 VW168
3006,K15VG8X, classical, m,0, S,43.114,0.028,2.651,41.906808,2015 VX168
3007,K15VG8Y, classical, m,0, S,42.782,0.022,1.757,41.840796,2015 VY168
3008,K15VG8Z, classical, m,0, S,44.192,0.15,6.208,37.5632,2015 VZ168
3009,K15VG9A, classical, m,0, S,43.87,0.039,2.176,42.15907,2015 VA169
3010,K15VG9B, classical, m,0, S,44.007,0.08,2.082,40.48644,2015 VB169
3011,K15VG9C, classical, m,0, S,43.474,0.173,2.504,35.952998,2015 VC169
3012,K15VG9D, classical, m,0, S,42.742,0.056,2.245,40.348448,2015 VD169
3013,K15VG9E, classical, m,0, S,44.311,0.033,2.527,42.848737,2015 VE169
3014,K15VG9F, classical, m,0, S,43.831,0.06,3.195,41.20114,2015 VF169
3015,K15VG9G, classical, m,0, S,46.573,0.055,2.181,44.011485,2015 VG169
3016,K15VG9H, classical, m,0, S,42.879,0.027,2.522,41.721267,2015 VH169
3017,K15VG9J, classical, m,0, S,42.9,0.061,2.885,40.2831,2015 VJ169
3018,K15VG9K, classical, m,0, S,43.801,0.06,2.335,41.17294,2015 VK169
3019,K15VG9L, classical, m,0, S,44.874,0.106,7.085,40.117356,2015 VL169
3020,K15VG9N, classical, m,0, S,42.503,0.034,6.173,41.057898,2015 VN169
3021,K15VG9O, classical, m,0, S,45.648,0.116,3.782,40.352832,2015 VO169
3022,K15VG9P, classical, m,0, S,42.68,0.058,3.594,40.20456,2015 VP169
3023,K15VG9Q, classical, m,0, S,43.854,0.032,0.71,42.450672,2015 VQ169
3024,K15VG9R, classical, m,0, S,42.661,0.155,17.233,36.048545,2015 VR169
3025,K15VG9S, classical, m,0, S,43.384,0.041,1.446,41.605256,2015 VS169
3026,K15VG9T, classical, m,0, S,43.799,0.075,1.301,40.514075,2015 VT169
3027,K15VG9U, classical, m,0, S,42.508,0.028,1.588,41.317776,2015 VU169
3028,K15VG9V, classical, m,0, S,42.992,0.08,3.004,39.55264,2015 VV169
3029,K15VG9W, classical, m,0, S,45.239,0.181,17.953,37.050741,2015 VW169
3030,K15VG9X, classical, m,0, S,43.907,0.059,3.182,41.316487,2015 VX169
3031,K15VG9Y, classical, m,0, S,46.778,0.154,11.209,39.574188,2015 VY169
3032,K15VG9Z, classical, m,0, S,45.262,0.087,1.684,41.324206,2015 VZ169
3033,K15VH0A, classical, m,0, S,43.481,0.048,1.638,41.393912,2015 VA170
3034,K15VH0B, classical, m,0, S,43.79,0.009,2.938,43.39589,2015 VB170
3035,K15VH0C, classical, m,0, S,43.592,0.052,1.457,41.325216,2015 VC170
3036,K15VH0D, classical, m,0, S,45.66,0.157,10.118,38.49138,2015 VD170
3037,K15VH0E, classical, m,0, S,42.477,0.131,9.841,36.912513,2015 VE170
3038,K15VH0F, classical, m,0, S,42.769,0.021,2.25,41.870851,2015 VF170
3039,K15VH0G, classical, m,0, S,42.052,0.075,0.506,38.8981,2015 VG170
3040,K15VH0H, classical, m,0, S,44.779,0.063,1.305,41.957923,2015 VH170
3041,K15VH0J, classical, m,0, S,42.859,0.043,4.756,41.016063,2015 VJ170
3042,K15VH0K, classical, m,0, S,43.359,0.045,2.214,41.407845,2015 VK170
3043,K15VH0L, classical, m,0, S,40.073,0.06,26.799,37.66862,2015 VL170
3044,K15VH0M, classical, m,0, S,45.262,0.129,5.728,39.423202,2015 VM170
3045,K15VH0N, classical, m,0, S,41.608,0.104,16.457,37.280768,2015 VN170
3046,K15VH0O, classical, m,0, S,43.93,0.039,2.909,42.21673,2015 VO170
3047,K15VH0P, classical, m,0, S,46.07,0.128,5.928,40.17304,2015 VP170
3048,K15VH0Q, classical, m,0, S,42.519,0.141,10.578,36.523821,2015 VQ170
3049,K15VH0R, classical, m,0, S,43.277,0.04,1.612,41.54592,2015 VR170
3050,K15VH0S, classical, m,0, S,41.436,0.021,18.179,40.565844,2015 VS170
3051,K15VH0T, classical, m,0, S,43.431,0.026,1.157,42.301794,2015 VT170
3052,K15VH0U, classical, m,0, S,42.713,0.032,1.846,41.346184,2015 VU170
3053,K15VH0V, classical, m,0, S,43.213,0.029,0.911,41.959823,2015 VV170
3054,K15VH0W, classical, m,0, S,45.759,0.04,1.038,43.92864,2015 VW170
3055,K15VH0X, classical, m,0, S,46.659,0.067,2.647,43.532847,2015 VX170
3056,K15VH0Y, classical, m,0, S,43.171,0.02,1.768,42.30758,2015 VY170
3057,K15VH0Z, classical, m,0, S,44.25,0.087,4.19,40.40025,2015 VZ170
3058,K15VH1A, classical, m,0, S,42.932,0.038,1.208,41.300584,2015 VA171
3059,K15VH1B, classical, m,0, S,43.816,0.079,2.389,40.354536,2015 VB171
3060,K15VH1C, classical, m,0, S,44.427,0.054,3.593,42.027942,2015 VC171
3061,K15VH1D, classical, m,0, S,46.535,0.107,2.792,41.555755,2015 VD171
3062,K15VH1E, classical, m,0, S,43.983,0.089,1.826,40.068513,2015 VE171
3063,K15VH1F, classical, m,0, S,42.704,0.097,18.126,38.561712,2015 VF171
3064,K15VH1G, classical, m,0, S,42.595,0.019,6.109,41.785695,2015 VG171
3065,K15VH1H, classical, m,0, S,44.858,0.099,2.46,40.417058,2015 VH171
3066,K15VH1J, classical, m,0, S,46.289,0.167,21.688,38.558737,2015 VJ171
3067,K15VH1K, classical, m,0, S,43.138,0.067,5.127,40.247754,2015 VK171
3068,K15VH1L, classical, m,0, S,46.848,0.044,1.599,44.786688,2015 VL171
3069,K15VH1M, classical, m,0, S,43.999,0.101,2.044,39.555101,2015 VM171
3070,K15VH1N, classical, m,0, S,43.72,0.031,2.63,42.36468,2015 VN171
3071,K15VH1O, classical, m,0, S,44.068,0.055,2.864,41.64426,2015 VO171
3072,K15VH1P, classical, m,0, S,43.339,0.045,3.941,41.388745,2015 VP171
3073,K15VH1Q, classical, m,0, S,45.187,0.122,13.289,39.674186,2015 VQ171
3074,K15VH1R, classical, m,0, S,45.167,0.066,5.659,42.185978,2015 VR171
3075,K15VH1S, classical, m,0, S,44.149,0.077,2.95,40.749527,2015 VS171
3076,K15VH1T, classical, m,0, S,43.343,0.048,2.355,41.262536,2015 VT171
3077,K15VH1U, classical, m,0, S,43.61,0.019,2.605,42.78141,2015 VU171
3078,K15VH1V, classical, m,0, S,45.892,0.172,2.735,37.998576,2015 VV171
3079,K15VH1W, classical, m,0, S,43.254,0.005,2.351,43.03773,2015 VW171
3080,K15VH1X, classical, m,0, S,45.213,0.106,6.566,40.420422,2015 VX171
3081,K15VH1Y, classical, m,0, S,43.103,0.026,3.004,41.982322,2015 VY171
3082,K15VH1Z, classical, m,0, S,44.293,0.086,2.826,40.483802,2015 VZ171
3083,K15VH2A, classical, m,0, S,44.216,0.067,3.008,41.253528,2015 VA172
3084,K15VH2C, classical, m,0, S,46.738,0.139,4.071,40.241418,2015 VC172
3085,K15VH2D, classical, m,0, I,42.08,0.118,5.12,37.11456,2015 VD172
3086,K15VH2E, classical, m,0, S,43.823,0.067,3.699,40.886859,2015 VE172
3087,K15VH2F, classical, m,0, S,43.432,0.022,2.924,42.476496,2015 VF172
3088,K15VH2G, classical, m,0, S,44.014,0.087,3.429,40.184782,2015 VG172
3089,K15VH2H, classical, m,0, S,43.865,0.067,2.878,40.926045,2015 VH172
3090,K15VH2J, classical, m,0, S,43.92,0.081,1.448,40.36248,2015 VJ172
3091,K15VH2K, classical, m,0, S,45.974,0.131,1.937,39.951406,2015 VK172
3092,K15VH2L, classical, m,0, S,43.601,0.11,3.698,38.80489,2015 VL172
3093,K15VH2M, classical, m,0, S,45.863,0.078,1.501,42.285686,2015 VM172
3094,K15VH2N, classical, m,0, S,45.625,0.051,2.022,43.298125,2015 VN172
3095,K15VH2O, classical, m,0, S,43.417,0.124,8.626,38.033292,2015 VO172
3096,K15VH2P, classical, m,0, S,45.355,0.144,3.475,38.82388,2015 VP172
3097,K15VH2Q, classical, m,0, S,43.794,0.035,0.961,42.26121,2015 VQ172
3098,K15VH2R, classical, m,0, S,45.444,0.033,1.592,43.944348,2015 VR172
3099,K15VH2S, classical, m,0, S,46.259,0.049,0.592,43.992309,2015 VS172
3100,K15VH2T, classical, m,0, S,44.335,0.041,0.989,42.517265,2015 VT172
3101,K15VH2U, classical, m,0, S,39.536,0.017,1.591,38.863888,2015 VU172
3102,K15VH2V, classical, m,0, S,42.572,0.165,20.027,35.54762,2015 VV172
3103,K15VH2W, classical, m,0, S,44.359,0.041,1.485,42.540281,2015 VW172
3104,K15VH2X, classical, m,0, S,43.532,0.032,2.09,42.138976,2015 VX172
3105,K15VH2Y, classical, m,0, S,45.347,0.039,1.749,43.578467,2015 VY172
3106,K15VH2Z, classical, m,0, S,43.039,0.036,2.212,41.489596,2015 VZ172
3107,K15VH3A, classical, m,0, S,43.022,0.01,1.688,42.59178,2015 VA173
3108,K15VH3B, classical, m,0, S,42.552,0.026,3.255,41.445648,2015 VB173
3109,K15VH3C, classical, m,0, S,43.071,0.037,2.287,41.477373,2015 VC173
3110,K15VH3D, classical, m,0, S,44.368,0.072,1.949,41.173504,2015 VD173
3111,K15VH3E, classical, m,0, S,44.718,0.087,1.762,40.827534,2015 VE173
3112,K15VH3F, classical, m,0, S,43.388,0.067,2.292,40.481004,2015 VF173
3113,K15VH3G, classical, m,0, S,44.167,0.066,2.883,41.251978,2015 VG173
3114,K15VH3H, classical, m,0, S,43.82,0.089,2.218,39.92002,2015 VH173
3115,K15VH3J, classical, m,0, S,43.312,0.153,22.648,36.685264,2015 VJ173
3116,K15VH3K, classical, m,0, S,43.706,0.059,11.688,41.127346,2015 VK173
3117,K15VH3L, classical, m,0, S,44.598,0.074,2.329,41.297748,2015 VL173
3118,K15VH3M, classical, m,0, S,43.923,0.054,2.432,41.551158,2015 VM173
3119,K15VH3N, classical, m,0, S,42.723,0.051,5.284,40.544127,2015 VN173
3120,K15VH3O, classical, m,0, S,44.863,0.153,20.891,37.998961,2015 VO173
3121,K15VH3P, classical, m,0, S,43.886,0.056,3.423,41.428384,2015 VP173
3122,K15VH3Q, classical, m,0, S,44.715,0.102,2.786,40.15407,2015 VQ173
3123,K15VH3R, classical, m,0, S,43.57,0.028,4.209,42.35004,2015 VR173
3124,K15VH3S, classical, m,0, S,45.589,0.133,11.815,39.525663,2015 VS173
3125,K15VH3T, classical, m,0, S,43.207,0.033,3.465,41.781169,2015 VT173
3126,K15VI1J, classical, m,0, S,42.527,0.18,37.391,34.87214,2015 VJ181
3127,K15VI4X, detached,0,0, I,69.539,0.34,33.59,45.89574,2015 VX184
3128,K15VI4Z, resonant,3,2, S,39.246,0.273,13.975,28.531842,2015 VZ184
3129,K15VK2O, resonant,3,2, S,39.267,0.246,3.315,29.607318,2015 VO202
3130,K15VK2Q, classical, m,0, S,43.819,0.011,2.423,43.336991,2015 VQ202
3131,K15VK7U, resonant,1,1, S,30.045,0.036,38.923,28.96338,2015 VU207
3132,K15Xm0O, resonant,5,3, SH,42.213,0.196,52.299,33.939252,NaN
3133,K16AR8N, classical, m,0, S,46.958,0.216,6.959,36.815072,2016 AN278
3134,K16CS9D, detached,0,0, IH,52.965,0.254,30.612,39.51189,2016 CD289
3135,K16F58U, classical, m,0, I,43.321,0.144,23.875,37.082776,2016 FU58
3136,K16F59L, classical, m,0, S,43.205,0.028,6.927,41.99526,2016 FL59
3137,K16F60C, resonant,5,3, S,42.294,0.188,7.751,34.342728,2016 FC60
3138,K16F60D, classical, m,0, S,45.797,0.202,15.897,36.546006,2016 FD60
3139,K16FG4K, classical, m,0, S,44.272,0.137,27.64,38.206736,2016 FK164
3140,K16GR7B, resonant,17,4, I,78.961,0.491,31.302,40.191149,2016 GB277
3141,K16L00S, jc,0,0, S,13.275,0.605,114.364,5.243625,2016 LS
3142,K16L89X, classical, m,0, S,43.174,0.14,13.518,37.12964,2016 LX89
3143,K16PL9N, resonant,5,3, S,42.227,0.143,12.283,36.188539,2016 PN219
3144,K16PM0M, resonant,17,11, I,40.132,0.165,23.146,33.51022,2016 PM220
3145,K16PM0N, classical, m,0, I,45.491,0.185,7.059,37.075165,2016 PN220
3146,K16PM0O, classical, m,0, S,42.015,0.03,28.564,40.75455,2016 PO220
3147,K16PM0P, classical, m,0, S,44.584,0.12,6.391,39.23392,2016 PP220
3148,K16PM0T, classical, m,0, S,42.378,0.082,6.242,38.903004,2016 PT220
3149,K16Q85P, resonant,14,5, IH,59.799,0.334,15.615,39.826134,2016 QP85
3150,K16Q89V, resonant,41,3, IH,171.66,0.767,21.388,39.99678,2016 QV89
3151,K16QD3Z, resonant,2,1, S,47.79,0.105,12.04,42.77205,2016 QZ133
3152,K16QD4L, classical, m,0, S,43.719,0.044,8.899,41.795364,2016 QL134
3153,K16QD4M, classical, m,0, S,44.076,0.03,4.545,42.75372,2016 QM134
3154,K16QD4N, resonant,7,4, S,43.699,0.155,5.741,36.925655,2016 QN134
3155,K16QD4V, resonant,5,3, S,42.287,0.183,7.953,34.548479,2016 QV134
3156,K16QD4W, classical, m,0, S,41.907,0.063,22.861,39.266859,2016 QW134
3157,K16QD4X, classical, m,0, S,43.802,0.097,10.886,39.553206,2016 QX134
3158,K16QD4Y, classical, m,0, S,44.273,0.158,10.422,37.277866,2016 QY134
3159,K16QD4Z, classical, m,0, S,42.814,0.124,20.777,37.505064,2016 QZ134
3160,K16QD5A, classical, m,0, S,46.52,0.207,27.898,36.89036,2016 QA135
3161,K16QD5C, classical, m,0, S,44.261,0.123,8.721,38.816897,2016 QC135
3162,K16QD5D, classical, m,0, S,47.321,0.139,27.444,40.743381,2016 QD135
3163,K16QD5E, classical, m,0, S,42.464,0.112,27.126,37.708032,2016 QE135
3164,K16QD5G, classical, m,0, S,47.335,0.165,23.568,39.524725,2016 QG135
3165,K16R81U, classical, m,0, S,43.259,0.059,3.553,40.706719,2016 RU81
3166,K16R81V, classical, m,0, S,45.334,0.156,21.449,38.261896,2016 RV81
3167,K16R81X, classical, m,0, S,44.011,0.024,4.794,42.954736,2016 RX81
3168,K16R82A, classical, m,0, S,43.152,0.085,12.367,39.48408,2016 RA82
3169,K16R82D, classical, m,0, S,45.545,0.145,25.079,38.940975,2016 RD82
3170,K16R82G, classical, m,0, S,42.695,0.024,3.558,41.67032,2016 RG82
3171,K16R82H, classical, m,0, S,44.063,0.052,2.422,41.771724,2016 RH82
3172,K16R82K, classical, m,0, S,42.727,0.14,20.839,36.74522,2016 RK82
3173,K16R82M, classical, m,0, S,45.255,0.112,29.938,40.18644,2016 RM82
3174,K16R82O, classical, m,0, S,45.894,0.14,34.705,39.46884,2016 RO82
3175,K16R82P, resonant,9,5, SH,44.452,0.194,19.763,35.828312,2016 RP82
3176,K16R82Q, classical, m,0, S,44.995,0.065,4.335,42.070325,2016 RQ82
3177,K16R82R, classical, m,0, S,43.86,0.043,2.309,41.97402,2016 RR82
3178,K16R82S, classical, m,0, S,43.053,0.043,2.871,41.201721,2016 RS82
3179,K16R82T, classical, m,0, S,46.66,0.234,20.523,35.74156,2016 RT82
3180,K16R82X, classical, m,0, S,46.985,0.198,13.356,37.68197,2016 RX82
3181,K16S55Q, classical, m,0, S,43.147,0.105,17.539,38.616565,2016 SQ55
