Name,a(AU),e,sinI,n(deg/yr),g("/yr),s("/yr),lam-fit(deg),My
1335,0.00000007,0.0003111,0.0004013,0.000006,0.004880,0.012429,4.4315,2
1336,0.00000004,0.0000283,0.0000141,0.000000,0.012067,0.005250,0.8049,-2
1337,0.00000107,0.0000271,0.0000714,0.000033,0.003711,0.003612,17.3542,-2
1338,0.00000003,0.0002450,0.0001877,0.000006,0.008160,0.009964,4.7418,2
1339,0.00000018,0.0006508,0.0001433,0.000016,0.030893,0.065867,5.5514,-2
1340,0.00035391,0.0002676,0.0000051,0.010575,0.659537,0.020225,14713.1199,10
1341,0.00000102,0.0001658,0.0000589,0.000026,0.004711,0.006655,26.8343,-2
1342,0.00000116,0.0005269,0.0003201,0.000060,0.150230,0.182208,42.0061,2
1343,0.00000029,0.0014495,0.0002188,0.000004,0.026649,0.021711,2.1856,-2
1344,0.00000852,0.0012677,0.0009227,0.000687,0.019178,0.029484,280.0473,2
1345,0.00000062,0.0000181,0.0000762,0.000006,0.056929,0.015908,4.4883,-2
1346,0.00000118,0.0005653,0.0002202,0.000058,0.030735,0.043149,23.1573,-2
1347,0.00000004,0.0000881,0.0001073,0.000001,0.004878,0.004247,1.2942,-2
1348,0.00000007,0.0000336,0.0000163,0.000002,0.008989,0.005639,1.7237,-2
1349,0.00000928,0.0000437,0.0000223,0.000288,0.010466,0.010098,207.5415,-2
1350,0.00000005,0.0000202,0.0000155,0.000001,0.010333,0.005347,1.1873,-2
1351,0.00000019,0.0000057,0.0000149,0.000008,0.019774,0.008127,4.2465,-2
1352,0.00000000,0.0001298,0.0000667,0.000001,0.014996,0.005084,0.4056,-2
1353,0.00006370,0.0010297,0.0004722,0.002540,0.048913,0.024861,993.0879,-2
1354,0.00008152,0.0000581,0.0000067,0.002563,0.055190,0.012480,1037.3792,-2
1355,0.00000003,0.0019544,0.0011270,0.000006,0.026275,0.027272,5.9384,-2
1356,0.00000201,0.0000150,0.0000123,0.000045,0.009316,0.006479,38.2965,-2
1357,0.00000718,0.0000142,0.0000191,0.000253,0.007220,0.007535,119.2775,-2
1358,0.00001189,0.0002569,0.0004715,0.000697,0.042935,0.007595,317.4017,2
1359,0.00000183,0.0000102,0.0000151,0.000095,0.010168,0.006526,35.6187,-2
1360,0.00000013,0.0019774,0.0004472,0.000016,0.104606,0.187765,7.2333,-2
1361,0.00000237,0.0000508,0.0000352,0.000081,0.016065,0.012402,38.4903,-2
1362,0.00000616,0.0004556,0.0007616,0.000077,0.285590,0.066809,45.8425,-2
1363,0.00006471,0.0001300,0.0000111,0.002506,0.012893,0.007217,1192.0670,-2
1364,0.00001555,0.0000778,0.0000356,0.000487,0.023040,0.006675,234.5496,-2
1365,0.00000418,0.0024370,0.0012439,0.000550,0.027907,0.080140,232.8032,2
1366,0.00000003,0.0000249,0.0000243,0.000001,0.007746,0.005571,0.9615,-2
1367,0.00000129,0.0007833,0.0011026,0.000064,0.023983,0.040556,29.7246,2
1368,0.00000213,0.0020288,0.0006468,0.000223,0.102678,0.079664,80.4958,-2
1369,0.00002828,0.0001141,0.0000252,0.000833,0.006245,0.020121,432.1498,-2
1370,0.00000064,0.0009794,0.0007573,0.000035,0.019114,0.024187,20.0449,2
1371,0.00009586,0.0009429,0.0006803,0.002747,0.234071,0.095408,3466.9932,10
1372,0.00000026,0.0000968,0.0000716,0.000015,0.001977,0.010404,13.1638,-2
1373,0.00018159,0.0005131,0.0003614,0.005582,0.035054,0.035030,7247.8573,10
1374,0.00138908,0.0006936,0.0010594,0.091128,0.071219,0.095593,45686.1251,2
1375,0.00001385,0.0001622,0.0000653,0.001074,0.011279,0.006453,551.6032,2
1376,0.00000119,0.0015002,0.0025640,0.000089,0.035160,0.053538,37.7751,2
1377,0.00000118,0.0018869,0.0007253,0.000073,0.018781,0.061317,34.5656,2
1378,0.00000092,0.0002072,0.0000697,0.000059,0.004467,0.008472,25.8489,2
1379,0.00000081,0.0001813,0.0000952,0.000030,0.018349,0.008067,35.7342,-2
1380,0.00035634,0.0002789,0.0001298,0.011922,0.268869,0.016533,17279.1482,10
1381,0.00001484,0.0024936,0.0003905,0.000524,0.204091,0.089864,404.3599,2
1382,0.00001319,0.0001994,0.0002939,0.000795,0.007552,0.032440,653.7955,2
1383,0.00000229,0.0000111,0.0000038,0.000070,0.012579,0.009362,40.1854,-2
1384,0.00000151,0.0001357,0.0000417,0.000051,0.003190,0.004396,22.8229,-2
1385,0.00000001,0.0001793,0.0000711,0.000001,0.005128,0.009887,0.7622,-2
1386,0.00050366,0.0004236,0.0001271,0.030226,0.017512,0.038156,14812.3658,2
1387,0.00000112,0.0016168,0.0013418,0.000143,0.032331,0.050335,91.1822,2
1388,0.00000037,0.0013832,0.0005671,0.000015,0.079230,0.068991,5.7144,-2
1389,0.00000001,0.0000345,0.0000124,0.000001,0.009155,0.005296,0.4317,-2
1390,0.00000689,0.0001693,0.0000282,0.000249,2.226798,0.008126,91.2554,-2
1391,0.00002566,0.0182877,0.0002536,0.001190,0.711522,2.346828,1242.8067,10
1392,0.00000156,0.0000593,0.0000698,0.000108,0.003222,0.004197,71.9810,-2
1393,0.00001240,0.0002200,0.0000452,0.000750,0.013351,0.006943,426.0238,2
1394,0.00000001,0.0000686,0.0000727,0.000001,0.010371,0.002869,1.2393,2
1395,0.00000348,0.0000176,0.0000133,0.000142,0.031362,0.006944,51.9622,-2
1396,0.00000280,0.0016720,0.0013523,0.000241,0.026276,0.066813,96.0539,2
1397,0.00003649,0.0001471,0.0000082,0.001366,0.005338,0.008682,716.8016,-2
1398,0.00000990,0.0000262,0.0000239,0.000338,0.019183,0.006301,143.3794,-2
1399,0.00000119,0.0005389,0.0003515,0.000085,0.005611,0.044035,44.3529,2
1400,0.00000080,0.0000434,0.0000308,0.000018,0.005540,0.006604,16.6936,-2
1401,0.00000150,0.0024894,0.0005362,0.000107,0.019209,0.043176,57.8854,2
1402,0.00000041,0.0001730,0.0000369,0.000022,0.002699,0.005240,9.3098,-2
1403,0.00001120,0.0010625,0.0000700,0.000324,0.004469,0.114309,198.6673,-2
1405,0.00000046,0.0009072,0.0001971,0.000032,0.005278,0.010653,16.9106,2
1406,0.00000001,0.0000498,0.0003749,0.000007,0.044248,0.016166,3.1702,-2
1407,0.00000011,0.0001181,0.0000646,0.000005,0.007010,0.006879,3.3871,-2
1408,0.00000005,0.0000116,0.0000128,0.000003,0.009251,0.006635,1.5600,-2
1409,0.00000000,0.0019787,0.0000877,0.000005,0.144771,0.031737,1.8638,-2
1410,0.00000102,0.0010377,0.0004828,0.000010,0.060326,0.037072,23.2696,-2
1411,0.00000004,0.0001102,0.0000247,0.000002,0.008820,0.006157,1.0179,-2
1412,0.00000622,0.0021550,0.0025574,0.000471,0.049497,0.066559,219.3924,2
1413,0.00000034,0.0014723,0.0006579,0.000012,0.071041,0.073061,5.3832,-2
1414,0.00000033,0.0001255,0.0000195,0.000010,0.009467,0.006374,6.9948,-2
1415,0.00000054,0.0000749,0.0001762,0.000040,0.007871,0.021557,19.0237,2
1416,0.00000009,0.0001206,0.0000406,0.000005,0.020856,0.017189,2.1811,-2
1417,0.00000008,0.0010084,0.0008219,0.000013,0.099044,0.059053,5.8330,-2
1418,0.00000002,0.0009675,0.0005221,0.000004,0.017234,0.013212,8.9836,2
1419,0.00000590,0.0010025,0.0009136,0.000324,0.031152,0.038000,171.0389,2
1420,0.00000048,0.0007945,0.0004950,0.000024,0.025715,0.017436,9.3708,-2
1421,0.00000214,0.0000186,0.0000086,0.000046,0.008396,0.005861,61.7489,-2
1422,0.00000004,0.0002210,0.0006637,0.000006,0.010945,0.009744,4.8160,2
1423,0.00000001,0.0000176,0.0000102,0.000001,0.009793,0.005242,0.3990,-2
1424,0.00000018,0.0000041,0.0000155,0.000006,0.018983,0.007910,3.2334,-2
1425,0.00000002,0.0001231,0.0004892,0.000008,0.049057,0.018170,4.2057,-2
1426,0.00000011,0.0001471,0.0000440,0.000002,0.004947,0.005016,2.7231,-2
1427,0.00068294,0.0008278,0.0008972,0.030607,0.074785,0.068182,36542.7813,10
1428,0.00000020,0.0001126,0.0000509,0.000007,0.008985,0.003911,5.8150,-2
1431,0.00006614,0.0001233,0.0005052,0.003525,0.043592,0.025104,1441.7613,-2
1432,0.00003380,0.0003621,0.0002695,0.001436,0.012828,0.026631,747.5672,2
1433,0.00000010,0.0002576,0.0000299,0.000007,0.009521,0.005512,3.7607,-2
1434,0.00000039,0.0019089,0.0007123,0.000012,0.107322,0.072994,5.9251,-2
1435,0.00000030,0.0003362,0.0000115,0.000012,0.003743,0.051600,12.1203,-2
1436,0.00004653,0.0000162,0.0000216,0.000779,0.009702,0.005209,432.0573,-2
1438,0.00013751,0.0003967,0.0000825,0.001064,0.166355,0.151596,1293.1262,-2
1439,0.00000042,0.0000211,0.0000088,0.000008,0.067841,0.015692,4.3971,-2
1440,0.00007508,0.0000879,0.0000105,0.002517,0.068768,0.010334,3229.2132,10
1441,0.00000052,0.0002771,0.0000545,0.000025,0.003061,0.005014,10.8118,-2
1442,0.00000013,0.0000223,0.0000053,0.000006,0.008434,0.005428,2.4712,-2
1443,0.00000001,0.0001926,0.0000040,0.000001,0.008580,0.006011,0.8507,-2
1444,0.00004915,0.0007604,0.0005810,0.001565,0.172901,0.055285,699.1429,-2
1445,0.00006832,0.0000853,0.0000015,0.001377,0.019983,0.012552,904.7411,-2
1446,0.00001239,0.0005775,0.0007236,0.001178,0.014511,0.031971,455.2414,2
1447,0.00000381,0.0093627,0.0000585,0.000157,0.733594,0.295262,214.1826,10
1448,0.00002019,0.0001209,0.0001297,0.001624,0.008911,0.012665,664.0532,2
1449,0.00003779,0.0007972,0.0006504,0.003002,0.019890,0.026627,1258.6358,2
1450,0.00000030,0.0034221,0.0000179,0.000047,0.025067,0.424708,56.3097,10
1451,0.00004193,0.0002074,0.0004215,0.004587,0.012026,0.036302,1763.6542,2
1452,0.00001432,0.0000408,0.0000287,0.000390,0.008427,0.007967,169.8243,-2
1453,0.00000008,0.0029738,0.0016895,0.000011,0.045545,0.030242,7.1185,-2
1454,0.00002329,0.0002436,0.0000620,0.001562,0.005398,0.010303,733.7158,2
1455,0.00002899,0.0006148,0.0002190,0.002412,0.007494,0.022624,966.0801,2
1456,0.00000680,0.0000324,0.0000056,0.000306,0.039892,0.010921,112.3050,-2
1457,0.00000017,0.0016592,0.0000280,0.000017,0.006556,0.126157,16.3419,-2
1458,0.00000030,0.0000560,0.0000526,0.000008,0.004097,0.006305,10.5527,-2
1459,0.00000170,0.0000366,0.0000174,0.000043,0.007670,0.010493,30.0755,-2
1460,0.00004406,0.0291039,0.0083595,0.002054,0.750016,2.501106,2735.1891,10
1461,0.00000161,0.0000163,0.0000270,0.000101,0.007108,0.005875,41.4220,-2
1462,0.00000023,0.0000113,0.0000020,0.000011,0.015444,0.010417,4.6520,-2
1463,0.00008670,0.0001087,0.0000083,0.002819,0.060495,0.015505,3819.2813,10
1464,0.00000013,0.0001545,0.0000708,0.000004,0.006063,0.006096,2.2830,-2
1465,0.00055348,0.0188290,0.0030676,0.015085,1.995485,3.389713,19343.4382,10
1466,0.00001746,0.0006220,0.0002297,0.001269,0.012960,0.062982,504.9923,2
1467,0.00000256,0.0000317,0.0000174,0.000043,0.008542,0.009607,40.3964,-2
1468,0.01129409,0.0915385,0.0060995,0.595223,1.240041,5.283465,321168.6319,2
1469,0.00000012,0.0000099,0.0000273,0.000006,0.007346,0.005962,2.4413,-2
1470,0.00000081,0.0000042,0.0000050,0.000021,0.015290,0.008181,11.1792,-2
1471,0.00000033,0.0000738,0.0001253,0.000007,0.014302,0.009840,5.8264,-2
1472,0.00000236,0.0011891,0.0007655,0.000167,0.010232,0.064140,71.7078,2
1473,0.00000020,0.0003294,0.0003960,0.000004,0.043864,0.013926,3.8433,-2
1475,0.00000035,0.0001595,0.0003277,0.000022,0.009950,0.013134,12.8117,2
1476,0.00000107,0.0011970,0.0006590,0.000064,0.019974,0.029781,42.3461,2
1477,0.00000230,0.0000356,0.0000165,0.000118,0.007998,0.010333,65.3608,-2
1478,0.00000393,0.0001086,0.0000695,0.000259,0.025625,0.004489,113.2126,2
1479,0.00000025,0.0077931,0.0001128,0.000200,0.047379,1.415644,150.8620,10
1480,0.00006254,0.0007973,0.0016076,0.003605,0.037555,0.040155,1981.0361,2
1481,0.00000002,0.0000123,0.0000064,0.000001,0.007824,0.006031,0.7417,-2
1482,0.00000019,0.0000332,0.0000135,0.000007,0.008678,0.005389,3.4792,-2
1483,0.00000009,0.0001361,0.0000131,0.000002,0.006640,0.006407,1.8191,-2
1484,0.00000011,0.0002547,0.0000850,0.000003,0.009124,0.004758,4.5811,-2
1485,0.00057397,0.0050646,0.0011505,0.020400,0.179639,0.429342,22271.3022,10
1486,0.00002933,0.0003889,0.0008576,0.002675,0.011668,0.033021,983.1583,2
1487,0.00001741,0.0000170,0.0000022,0.000385,0.021498,0.010987,222.1746,-2
1488,0.00010995,0.0067951,0.0000957,0.004418,0.221051,1.073471,4596.7916,10
1489,0.00000049,0.0000121,0.0000015,0.000027,0.025960,0.015913,13.4966,-2
1490,0.00000016,0.0003946,0.0000684,0.000011,0.006774,0.009261,6.7530,2
1491,0.00000080,0.0000245,0.0000046,0.000006,0.039023,0.017236,12.1430,-2
1492,0.00021843,0.0016141,0.0016585,0.016421,0.041627,0.115076,7637.0918,2
1493,0.00000377,0.0000893,0.0000267,0.000184,0.008775,0.005876,110.8465,2
1494,0.00000004,0.0014974,0.0017871,0.000004,0.032951,0.049861,6.2581,2
1495,0.00000005,0.0000461,0.0003438,0.000006,0.027955,0.012369,3.7494,-2
1496,0.00000879,0.0007987,0.0010616,0.000829,0.021643,0.049969,302.5809,2
1497,0.00000001,0.0000235,0.0000048,0.000001,0.008045,0.006024,0.5847,-2
1498,0.00000577,0.0000982,0.0000293,0.000211,0.008369,0.018404,85.8093,-2
1499,0.00000076,0.0000414,0.0000646,0.000054,0.002942,0.004648,53.1768,-2
1500,0.00000575,0.0008825,0.0003331,0.000302,0.012268,0.033075,155.3788,2
1502,0.00000001,0.0000838,0.0000163,0.000001,0.004350,0.005026,0.8670,-2
1503,0.00000004,0.0000747,0.0003266,0.000005,0.029856,0.009092,3.0927,-2
1504,0.00007262,0.0001536,0.0001364,0.005505,0.028085,0.010587,2077.5149,2
1505,0.00000026,0.0001737,0.0000525,0.000010,0.002880,0.005169,5.5158,-2
1506,0.00000022,0.0000735,0.0000856,0.000005,0.004464,0.008318,6.8638,-2
1507,0.00010474,0.0005403,0.0003394,0.006668,0.023537,0.039465,2788.3051,2
1509,0.00001143,0.0081203,0.0013910,0.001428,0.112448,0.100603,1350.4641,10
1510,0.00000019,0.0001410,0.0000371,0.000009,0.003040,0.005149,4.6229,-2
1511,0.00000002,0.0001351,0.0000780,0.000002,0.004912,0.007506,2.2221,2
1512,0.00000042,0.0000366,0.0000205,0.000012,0.096247,0.058575,8.9956,-2
1513,0.00029557,0.0008266,0.0006716,0.023378,0.008755,0.038420,9297.5601,2
1514,0.00000039,0.0009270,0.0011573,0.000027,0.023615,0.050485,15.9294,2
1515,0.00000030,0.0002640,0.0000246,0.000004,0.005164,0.005114,4.9011,-2
1516,0.00000197,0.0001899,0.0000270,0.000109,0.010636,0.049775,46.0060,-2
1517,0.00000002,0.0005249,0.0003370,0.000001,0.017258,0.007961,0.6331,-2
1518,0.00000606,0.0010054,0.0007834,0.000377,0.021922,0.017696,173.7233,2
1519,0.00005834,0.0000744,0.0000355,0.002043,0.045315,0.010068,820.7773,-2
1520,0.00000902,0.0000347,0.0000282,0.000192,0.005250,0.005288,136.4766,-2
1521,0.00000132,0.0002569,0.0000639,0.000041,0.010767,0.005272,17.9794,-2
1522,0.00000002,0.0001767,0.0000627,0.000002,0.003169,0.006867,1.4894,2
1523,0.00000033,0.0016726,0.0014439,0.000023,0.031102,0.051991,12.4558,2
1524,0.00005789,0.0000287,0.0000349,0.002156,0.021062,0.004290,872.9930,-2
1525,0.00000037,0.0009210,0.0000133,0.000024,0.006315,0.080853,19.3025,-2
1526,0.00000190,0.0012980,0.0010422,0.000154,0.031625,0.050477,60.9613,2
1527,0.00000016,0.0021159,0.0024178,0.000018,0.052381,0.065487,10.5488,2
1528,0.00000844,0.0002190,0.0001239,0.000558,0.009918,0.007984,236.6599,2
1529,0.00000075,0.0000283,0.0000233,0.000021,0.160963,0.029124,8.0676,-2
1530,0.00002965,0.0013230,0.0010795,0.003243,0.025064,0.030892,1139.4010,2
1531,0.00000005,0.0001306,0.0003001,0.000008,0.033933,0.012748,3.9001,-2
1532,0.00000042,0.0020624,0.0008746,0.000013,0.125534,0.081129,6.4649,-2
1533,0.00006222,0.0016810,0.0007217,0.002024,0.099191,0.072153,954.9790,-2
1534,0.00000004,0.0007780,0.0002285,0.000013,0.011471,0.094298,11.0548,-2
1535,0.00002955,0.0000784,0.0000209,0.000930,0.047430,0.040605,394.4753,-2
1536,0.00000096,0.0010924,0.0015197,0.000076,0.021658,0.035119,33.7105,2
1537,0.00000724,0.0000350,0.0000235,0.000258,0.018820,0.014843,103.2632,-2
1538,0.00000083,0.0002612,0.0000782,0.000050,0.002386,0.006863,24.8887,2
1539,0.00000044,0.0000135,0.0000013,0.000013,0.015543,0.011318,8.2511,-2
1540,0.00000201,0.0000794,0.0000393,0.000026,0.013441,0.006335,38.0002,-2
1541,0.00000001,0.0000917,0.0000135,0.000001,0.004210,0.004961,0.6787,-2
1542,0.00000006,0.0000064,0.0000061,0.000003,0.010463,0.007508,1.4421,-2
1543,0.00000024,0.0001771,0.0000630,0.000011,0.003931,0.007020,6.0945,-2
1544,0.00000004,0.0001784,0.0002515,0.000003,0.003855,0.003339,1.8667,2
1545,0.00002293,0.0000803,0.0000237,0.001109,0.007365,0.009540,478.7521,-2
1546,0.00010122,0.0006732,0.0004358,0.003037,0.368414,0.137599,3452.0068,10
1547,0.00004337,0.0001055,0.0000388,0.002338,0.005224,0.004636,973.0083,-2
1548,0.00000006,0.0003272,0.0001336,0.000004,0.006994,0.008133,2.1140,-2
1549,0.00000111,0.0013134,0.0009998,0.000093,0.031046,0.056118,37.3165,2
1551,0.00000005,0.0002077,0.0001022,0.000002,0.009828,0.003143,1.6115,2
1552,0.00000020,0.0009884,0.0004241,0.000006,0.056668,0.047965,2.8255,-2
1553,0.00000086,0.0019310,0.0005515,0.000034,0.042917,0.232595,13.5978,-2
1554,0.00000845,0.0000414,0.0001477,0.000290,0.018173,0.007670,173.2831,-2
1555,0.00000024,0.0009710,0.0000318,0.000028,0.001777,0.098067,17.5577,-2
1556,0.00016780,0.0007880,0.0002539,0.005064,0.107418,0.055677,4714.7735,10
1557,0.00000006,0.0000295,0.0000208,0.000003,0.017503,0.007044,1.5510,-2
1558,0.00000016,0.0000080,0.0000125,0.000011,0.034490,0.008656,5.3840,-2
1559,0.00000720,0.0001127,0.0000358,0.000398,0.004739,0.003896,229.7265,2
1560,0.00000213,0.0081654,0.0000860,0.000169,0.015548,1.082628,171.3689,10
1561,0.00013877,0.0000795,0.0000034,0.005912,0.328295,0.014774,2202.9469,-2
1562,0.00000007,0.0013626,0.0008376,0.000008,0.024318,0.052502,6.3538,2
1563,0.00003669,0.0008015,0.0007765,0.003395,0.025604,0.053149,1364.4468,2
1564,0.00000128,0.0000115,0.0000086,0.000034,0.012049,0.011053,17.5310,-2
1567,0.00000248,0.0000182,0.0000399,0.000068,0.024523,0.007510,35.0659,-2
1568,0.00000082,0.0052063,0.0021743,0.000072,0.296037,0.367762,43.4948,2
1569,0.00000018,0.0000099,0.0000121,0.000010,0.010734,0.007481,6.0386,-2
1570,0.00000002,0.0000234,0.0000134,0.000000,0.014838,0.005193,0.2434,-2
1571,0.00001039,0.0000408,0.0000316,0.000357,0.013309,0.006809,159.4021,-2
1572,0.00011213,0.0000727,0.0000171,0.003288,0.021203,0.013600,1418.9282,-2
1573,0.00011488,0.0012347,0.0006318,0.005858,0.068209,0.078124,2786.5862,2
1574,0.00000897,0.0000386,0.0000126,0.000193,0.015604,0.007541,89.7988,-2
1575,0.00001939,0.0033587,0.0023999,0.001290,0.300850,0.281379,548.7366,2
1576,0.00000229,0.0000140,0.0000018,0.000088,0.015108,0.010457,32.8463,-2
1577,0.00000058,0.0011847,0.0010348,0.000027,0.020987,0.037295,14.3688,2
1578,0.00000077,0.0000318,0.0000525,0.000009,0.075109,0.069145,5.3780,-2
1579,0.00002772,0.0000310,0.0000072,0.001010,0.020393,0.013448,391.3468,-2
1581,0.00000172,0.0000104,0.0000010,0.000061,0.018582,0.011340,24.3204,-2
1582,0.00001317,0.0000263,0.0000157,0.000560,0.025955,0.008707,263.6005,-2
1584,0.00000815,0.0011497,0.0002763,0.000505,0.011683,0.013461,261.3276,2
1585,0.00000129,0.0010766,0.0001328,0.000065,0.009258,0.002481,23.9631,-2
1586,0.00000035,0.0000488,0.0000262,0.000018,0.008038,0.004426,9.4492,2
1587,0.00000186,0.0017275,0.0003174,0.000014,0.027348,0.022802,37.2126,-2
1588,0.00022388,0.0035809,0.0014345,0.007524,0.201759,0.126995,9648.4589,10
1589,0.00000334,0.0004791,0.0002382,0.000133,0.010976,0.007917,65.5411,2
1590,0.00000111,0.0007493,0.0004397,0.000077,0.006266,0.032835,38.3919,2
1591,0.00003528,0.0023086,0.0013212,0.003490,0.174791,0.204065,1368.2771,2
1592,0.00000059,0.0005344,0.0000445,0.000023,0.006496,0.043248,23.2628,-2
1594,0.00000129,0.0006660,0.0002104,0.000092,0.009198,0.013512,47.0293,2
1595,0.00000003,0.0012865,0.0001096,0.000005,0.010581,0.034984,4.2859,-2
1596,0.00000490,0.0144778,0.0002758,0.000270,0.288563,2.252405,215.1528,10
1597,0.00000013,0.0001746,0.0000219,0.000011,0.015973,0.006295,5.3737,-2
1598,0.00000003,0.0000819,0.0000433,0.000001,0.004118,0.007065,2.9835,2
1599,0.00000140,0.0000093,0.0000059,0.000057,0.012998,0.008089,21.4262,-2
1600,0.00000033,0.0013398,0.0008416,0.000042,0.020041,0.010404,17.7315,-2
1601,0.00000167,0.0002734,0.0002959,0.000103,0.013210,0.015878,59.1980,2
1602,0.00000053,0.0002794,0.0007760,0.000040,0.014018,0.033619,18.6332,2
1603,0.00000101,0.0001483,0.0000418,0.000040,0.006502,0.008097,20.1776,-2
1604,0.00000864,0.0016196,0.0006802,0.000297,0.092639,0.064404,138.0233,-2
1605,0.00000004,0.0001039,0.0000524,0.000002,0.023384,0.009282,0.9632,-2
1606,0.00000072,0.0017684,0.0001565,0.000029,0.016545,0.132069,35.2881,-2
1608,0.00000038,0.0013229,0.0008941,0.000014,0.027812,0.030631,12.0750,2
1609,0.00000022,0.0002013,0.0001501,0.000006,0.004618,0.048781,5.6520,-2
1610,0.00002746,0.0006980,0.0015125,0.002243,0.024585,0.020133,1022.2254,2
1611,0.00000041,0.0000125,0.0000047,0.000002,0.021293,0.011376,5.3449,-2
1612,0.00000808,0.0000856,0.0000403,0.000251,0.003578,0.006119,118.0391,-2
1613,0.00000426,0.0005471,0.0002325,0.000191,0.018261,0.026787,76.1962,-2
1614,0.00000055,0.0000498,0.0000310,0.000017,0.005660,0.005380,8.3631,-2
1615,0.00006402,0.0000805,0.0000074,0.002456,0.031081,0.009080,2926.6465,10
1616,0.00000023,0.0009931,0.0002329,0.000005,0.054777,0.015809,3.6678,-2
1617,0.00001394,0.0000180,0.0000187,0.000291,0.052645,0.012134,188.2855,-2
1618,0.00000001,0.0000216,0.0000139,0.000001,0.008970,0.005315,0.4742,-2
1619,0.00000099,0.0012148,0.0007157,0.000054,0.008363,0.046365,41.9874,2
1621,0.00000018,0.0001493,0.0004645,0.000017,0.004835,0.022757,9.7642,2
1622,0.00002103,0.0008962,0.0005216,0.001806,0.013521,0.012486,722.6789,2
1623,0.00000111,0.0000124,0.0000012,0.000012,0.013868,0.010565,18.5986,-2
1624,0.00004341,0.0000286,0.0000014,0.000974,0.074605,0.010156,648.7021,-2
1625,0.00003246,0.0003238,0.0001717,0.000728,0.141306,0.166227,342.7454,-2
1626,0.00003558,0.0023847,0.0014677,0.002561,0.161294,0.192583,1012.0122,2
1628,0.00000007,0.0000986,0.0000408,0.000001,0.003197,0.003809,3.0092,-2
1629,0.00020837,0.0026330,0.0014404,0.014519,0.049698,0.207712,6944.6335,2
1630,0.00039616,0.0115372,0.0016383,0.010167,1.144297,2.552002,13374.0225,10
1631,0.00016599,0.0004923,0.0009883,0.013649,0.033715,0.028412,5408.1943,2
1632,0.00000012,0.0060742,0.0001898,0.000103,0.018806,0.726483,88.8646,10
1633,0.00068829,0.0017340,0.0001857,0.021783,0.815608,0.633629,30240.2881,10
1634,0.00003226,0.0013714,0.0013851,0.002480,0.031631,0.037772,1406.5001,2
1635,0.00000004,0.0000266,0.0000118,0.000001,0.011245,0.005173,0.6911,-2
1636,0.00000066,0.0006580,0.0003394,0.000041,0.009705,0.037496,21.5729,2
1637,0.00000018,0.0000571,0.0000286,0.000006,0.005679,0.005561,4.3017,-2
1638,0.00010833,0.0001614,0.0000071,0.004153,0.007512,0.011035,1958.2393,-2
1639,0.00000006,0.0001382,0.0005739,0.000006,0.045883,0.020116,3.6847,-2
1641,0.00000048,0.0017292,0.0008116,0.000015,0.116902,0.081077,7.4702,-2
1642,0.00000654,0.0013603,0.0000622,0.000366,0.003209,0.013763,162.0809,-2
1643,0.00004862,0.0002090,0.0000857,0.002655,0.202137,0.009154,1133.0398,2
1644,0.00000209,0.0019113,0.0001421,0.000058,0.052194,0.112136,56.7730,-2
1645,0.00000003,0.0000122,0.0000047,0.000002,0.009420,0.007180,1.0779,-2
1646,0.00000001,0.0000612,0.0000590,0.000001,0.003173,0.004856,2.3359,2
1648,0.00000425,0.0006951,0.0004639,0.000446,0.015046,0.032453,177.6960,2
1649,0.00000176,0.0015904,0.0006896,0.000067,0.084750,0.081661,30.7843,-2
1650,0.00000075,0.0001493,0.0000331,0.000051,0.007777,0.004357,21.2405,2
1651,0.00001924,0.0023042,0.0003943,0.001690,0.012924,0.070814,693.3877,2
1652,0.00000483,0.0001710,0.0004379,0.000353,0.007476,0.017828,159.7624,2
1654,0.00015319,0.0011587,0.0003700,0.003665,0.053681,0.035605,1961.8909,-2
1655,0.00000955,0.0001349,0.0000331,0.000420,0.012335,0.007988,168.3004,-2
1656,0.00000408,0.0003460,0.0017756,0.000333,0.009427,0.017565,225.6295,-2
1657,0.00000288,0.0051585,0.0027198,0.000304,0.441899,0.532518,121.0328,2
1658,0.00005438,0.0003965,0.0000538,0.002705,0.012057,0.023532,1348.9263,-2
1659,0.00000009,0.0001883,0.0001677,0.000008,0.017858,0.013192,5.3954,-2
1660,0.00004119,0.0004574,0.0001579,0.002333,0.004974,0.009669,1127.3531,2
1661,0.00000023,0.0027063,0.0026178,0.000024,0.039144,0.079645,13.7960,2
1662,0.00000025,0.0000639,0.0000405,0.000016,0.004207,0.005081,9.9562,-2
1663,0.00000015,0.0006315,0.0001475,0.000017,0.008267,0.044578,8.1274,2
1664,0.00291291,0.0002324,0.0006812,0.215255,0.115794,0.191564,89008.3034,2
1665,0.00021609,0.0002854,0.0001815,0.014550,0.008659,0.038117,6097.5928,2
1666,0.00001668,0.0027595,0.0025822,0.001405,0.037527,0.074674,600.5040,2
1667,0.00001266,0.0014133,0.0014691,0.000667,0.008829,0.046980,424.7902,2
1668,0.00000029,0.0000413,0.0000108,0.000043,0.027581,0.007310,20.8718,-2
1669,0.00000187,0.0000096,0.0000024,0.000053,0.013240,0.010337,25.1536,-2
1670,0.00137927,0.0018633,0.0003738,0.052825,0.128206,0.040699,81884.3849,10
1672,0.00000052,0.0000303,0.0000014,0.000004,0.026878,0.025035,8.1653,-2
