Name,a(AU),e,sinI,n(deg/yr),g("/yr),s("/yr),lam-fit(deg),My
666,0.00000012,0.0003386,0.0000221,0.000002,0.007414,0.029563,2.6354,-2
667,0.00004255,0.0001394,0.0001087,0.001194,0.071621,0.017840,576.6244,-2
668,0.00001131,0.0000670,0.0000167,0.000493,0.016024,0.006131,211.6865,-2
669,0.00000051,0.0001071,0.0000563,0.000007,0.003683,0.012850,11.4066,-2
670,0.00000023,0.0000727,0.0000224,0.000016,0.017629,0.006108,7.8618,-2
671,0.00000069,0.0000143,0.0000141,0.000021,0.008562,0.006755,10.9417,-2
672,0.00000019,0.0000670,0.0000712,0.000011,0.007758,0.004655,7.4778,-2
673,0.00000004,0.0000459,0.0000210,0.000002,0.011909,0.003024,1.1821,-2
674,0.00000006,0.0001114,0.0000393,0.000002,0.006951,0.007302,2.1281,-2
675,0.00000758,0.0031114,0.0000488,0.000348,0.034338,0.581472,457.2429,10
676,0.00000012,0.0001515,0.0000204,0.000011,0.014815,0.034760,4.7591,-2
677,0.00086745,0.0020840,0.0005474,0.041771,0.582340,0.209124,17219.1812,-2
678,0.00000018,0.0005096,0.0000488,0.000004,0.014720,0.049256,4.6520,-2
679,0.00000218,0.0002728,0.0002373,0.000102,0.021023,0.123824,48.8863,-2
680,0.00032722,0.0023276,0.0001831,0.011739,0.143599,0.728637,13900.3932,10
681,0.00000204,0.0000163,0.0000174,0.000039,0.007533,0.006554,27.4631,-2
682,0.00000004,0.0000456,0.0000471,0.000001,0.003396,0.004714,1.5031,-2
683,0.00004573,0.0305188,0.0000796,0.001623,0.176769,1.993564,2190.6536,10
684,0.00000002,0.0000606,0.0000920,0.000000,0.009660,0.003006,1.0194,2
685,0.00000803,0.0018462,0.0019282,0.000431,0.033253,0.066170,357.7711,2
686,0.00000026,0.0004486,0.0001962,0.000001,0.006900,0.039046,4.5063,-2
687,0.00000015,0.0000614,0.0000481,0.000008,0.011833,0.009638,4.8287,-2
688,0.00000002,0.0002574,0.0000252,0.000004,0.011198,0.026010,3.8563,-2
689,0.00001857,0.0003325,0.0005189,0.001297,0.014045,0.012228,558.3814,2
690,0.00000061,0.0000208,0.0000264,0.000011,0.009306,0.007977,10.5341,-2
691,0.00005427,0.0000562,0.0000513,0.001688,0.014961,0.007561,784.1200,-2
692,0.00040354,0.0178657,0.0000658,0.010958,0.443505,4.010910,15955.7238,10
693,0.00002870,0.0046179,0.0000271,0.001186,0.034255,0.170286,1264.0524,10
694,0.00000272,0.0007002,0.0001472,0.000116,0.004269,0.018193,60.9991,-2
695,0.00000019,0.0000872,0.0000949,0.000008,0.012066,0.004805,6.0923,-2
696,0.00000887,0.0000587,0.0000152,0.000161,0.020357,0.021502,132.0223,-2
697,0.00000004,0.0002150,0.0000435,0.000004,0.013370,0.034887,4.0339,-2
698,0.00000095,0.0000176,0.0000293,0.000010,0.008078,0.005657,18.7203,-2
700,0.00000307,0.0007349,0.0007437,0.000219,0.019964,0.020637,102.8906,2
701,0.00000016,0.0000395,0.0000234,0.000005,0.004689,0.003753,2.1318,-2
702,0.00000045,0.0000084,0.0000566,0.000011,0.009357,0.005230,5.8889,-2
703,0.00005841,0.0019529,0.0021964,0.001635,0.031760,0.034757,1572.9312,2
704,0.00000388,0.0002344,0.0000636,0.000124,0.012048,0.012807,51.2565,-2
705,0.00000006,0.0011134,0.0002252,0.000001,0.013217,0.025612,1.3170,-2
706,0.00000009,0.0000876,0.0000731,0.000004,0.002586,0.004510,2.6565,-2
707,0.00000133,0.0017753,0.0009765,0.000098,0.019839,0.029397,42.0804,2
708,0.00000047,0.0005840,0.0001167,0.000018,0.004257,0.017520,11.5592,-2
709,0.00000005,0.0002444,0.0000744,0.000003,0.005529,0.004989,1.5770,-2
710,0.00000212,0.0000100,0.0000046,0.000042,0.013247,0.011399,30.0249,-2
711,0.00000238,0.0004652,0.0007466,0.000159,0.013695,0.025480,86.5833,2
712,0.00000036,0.0001174,0.0002873,0.000033,0.025509,0.013325,13.4298,-2
713,0.00038432,0.0002359,0.0002029,0.011939,0.456810,0.081836,14288.9015,10
714,0.00000020,0.0000525,0.0000932,0.000011,0.015017,0.005220,6.7655,-2
715,0.00000000,0.0000301,0.0000844,0.000001,0.004260,0.004161,0.7292,-2
716,0.00000053,0.0000757,0.0000326,0.000038,0.030730,0.005594,17.3982,-2
717,0.00042929,0.0003887,0.0004368,0.015173,0.429888,0.065216,14082.9623,10
718,0.00000364,0.0001131,0.0000084,0.000137,0.021440,0.050665,78.2696,-2
720,0.00000003,0.0000336,0.0000058,0.000001,0.007949,0.005470,0.7376,-2
721,0.00000082,0.0000972,0.0000597,0.000013,0.046636,0.012564,7.8221,-2
722,0.00000009,0.0028200,0.0015735,0.000007,0.022728,0.044772,9.1109,2
723,0.00000003,0.0000132,0.0000172,0.000003,0.008837,0.006307,1.0492,-2
724,0.00042356,0.0003857,0.0001040,0.025842,0.114537,0.052532,10883.1678,2
726,0.00000021,0.0000867,0.0001181,0.000002,0.012577,0.014627,6.0274,-2
727,0.00000058,0.0000368,0.0000895,0.000030,0.006075,0.004158,16.6242,-2
728,0.00040385,0.0003589,0.0006683,0.029637,0.013053,0.015322,12102.1427,2
729,0.00000015,0.0003138,0.0000908,0.000008,0.002904,0.005742,4.3291,-2
730,0.00052387,0.0010695,0.0023290,0.048856,0.028885,0.042746,17530.3693,2
731,0.00000228,0.0000226,0.0000240,0.000077,0.006558,0.005951,32.9233,-2
732,0.00000010,0.0000984,0.0000709,0.000008,0.020083,0.003748,6.1176,2
733,0.00210294,0.0012060,0.0001869,0.057579,1.836665,0.224975,55993.3700,10
734,0.00000212,0.0000079,0.0000121,0.000090,0.016160,0.008316,34.0705,-2
735,0.00000016,0.0001415,0.0000577,0.000012,0.003487,0.010421,7.1807,-2
736,0.00000051,0.0017935,0.0013996,0.000040,0.030849,0.063113,17.9460,2
737,0.00000015,0.0001517,0.0000781,0.000002,0.010175,0.006056,3.4833,-2
738,0.00001680,0.0000161,0.0000033,0.000550,0.011810,0.007067,232.9113,-2
739,0.00000101,0.0005984,0.0001175,0.000070,0.018922,0.522134,60.8364,-2
740,0.00000008,0.0000465,0.0000346,0.000002,0.007868,0.007407,1.4988,-2
741,0.00000049,0.0001150,0.0000347,0.000004,0.010259,0.025692,3.6877,-2
742,0.00004249,0.0005446,0.0002833,0.001321,0.040677,0.021612,636.5112,-2
743,0.00000001,0.0014881,0.0007237,0.000001,0.041714,0.025647,0.5441,-2
744,0.00001673,0.0000968,0.0000882,0.000584,0.098755,0.032468,296.9471,-2
745,0.00002586,0.0000366,0.0000216,0.000702,0.461750,0.011573,323.0388,-2
746,0.00001828,0.0011088,0.0007702,0.000715,0.141716,0.082376,352.2563,-2
747,0.00055252,0.0005179,0.0001914,0.020181,0.067876,0.133454,27067.5244,10
748,0.00000213,0.0000421,0.0000079,0.000038,0.280707,0.017457,14.8744,-2
749,0.00086178,0.0007421,0.0004846,0.072356,0.024426,0.055653,28755.6097,2
750,0.00000036,0.0000828,0.0000258,0.000018,0.010425,0.005697,10.1300,2
751,0.00000014,0.0000915,0.0000425,0.000007,0.008162,0.005739,3.8786,-2
752,0.00000005,0.0000595,0.0000627,0.000003,0.025557,0.003876,3.8301,2
753,0.00003671,0.0002578,0.0001932,0.002326,0.006010,0.021784,1108.6056,2
754,0.00000190,0.0001332,0.0009402,0.000105,0.257719,0.088621,45.3504,-2
755,0.00000113,0.0000512,0.0000051,0.000005,0.016286,0.011710,15.7314,-2
756,0.00000620,0.0000367,0.0000205,0.000120,0.018482,0.013797,109.7518,-2
757,0.00000002,0.0001391,0.0001308,0.000001,0.003976,0.003658,2.3175,2
758,0.00000102,0.0000155,0.0000044,0.000037,0.030944,0.011395,28.0762,-2
759,0.00034471,0.0054822,0.0003733,0.017551,34.502839,0.202241,21576.5237,10
760,0.00023615,0.0001407,0.0000366,0.007819,0.281728,0.042916,9647.2721,10
761,0.00000277,0.0000212,0.0000133,0.000099,0.009349,0.005282,41.3659,-2
762,0.00000041,0.0000205,0.0000189,0.000003,0.010196,0.011067,7.3686,-2
763,0.00000008,0.0008671,0.0005686,0.000004,0.006313,0.035881,5.3039,2
764,0.00000053,0.0000099,0.0000177,0.000024,0.017665,0.008326,10.9604,-2
766,0.00000237,0.0027245,0.0012335,0.000087,0.203885,0.144693,79.0266,10
767,0.00000062,0.0000101,0.0000019,0.000008,0.012479,0.010353,10.6103,-2
768,0.00007471,0.0000416,0.0000362,0.002859,0.065581,0.021106,1220.8448,-2
769,0.00002157,0.0000233,0.0000095,0.000653,0.049366,0.013507,291.2818,-2
770,0.00005240,0.0004778,0.0015470,0.003695,0.022440,0.024278,1696.7202,2
771,0.00068678,0.0011407,0.0019378,0.036513,0.230963,0.180728,32564.8083,10
772,0.00000185,0.0015352,0.0001093,0.000046,0.010317,0.006319,23.1391,-2
773,0.00000005,0.0000586,0.0000775,0.000003,0.004589,0.002677,1.7403,-2
774,0.00000006,0.0000194,0.0000362,0.000002,0.010946,0.008882,1.4573,-2
775,0.00012777,0.0001972,0.0000804,0.005077,0.016329,0.012950,1999.0075,-2
776,0.00000027,0.0001204,0.0000332,0.000016,0.003871,0.004943,5.9993,-2
777,0.00000904,0.0000273,0.0000250,0.000351,0.071924,0.009435,130.3799,-2
778,0.00043013,0.0002232,0.0001231,0.015098,1.029541,0.201484,13096.7814,10
779,0.00000003,0.0000605,0.0000740,0.000002,0.002856,0.007910,3.1180,-2
780,0.00000041,0.0000694,0.0000304,0.000009,0.003756,0.007216,4.3019,-2
781,0.00000419,0.0000289,0.0000436,0.000182,0.083924,0.009483,120.1790,-2
782,0.00000187,0.0021103,0.0008059,0.000146,0.024135,0.020327,65.2444,2
783,0.00000151,0.0001765,0.0000958,0.000125,0.003653,0.017429,48.0731,2
784,0.00038897,0.0045480,0.0023335,0.014114,1.121263,2.318194,15308.4307,10
785,0.00000006,0.0001753,0.0000579,0.000004,0.010734,0.005598,5.6551,-2
786,0.00014836,0.0002744,0.0008792,0.005048,0.276683,0.143774,5805.9256,10
787,0.00000089,0.0001214,0.0001422,0.000062,0.012957,0.005898,23.4796,-2
788,0.00125397,0.0017272,0.0010798,0.040043,0.537420,0.220799,55090.8255,10
789,0.00000759,0.0001449,0.0000484,0.000371,0.003170,0.003241,230.3323,-2
790,0.00002845,0.0000466,0.0000193,0.000987,0.024644,0.013555,367.1678,-2
791,0.00023649,0.0001721,0.0000775,0.007966,0.110524,0.010904,7032.6413,10
792,0.00002987,0.0002163,0.0000717,0.000875,0.002484,0.011362,741.2080,-2
793,0.00000011,0.0000561,0.0000671,0.000009,0.002334,0.004332,9.7231,-2
794,0.00058815,0.0004346,0.0002136,0.022064,0.719163,0.349923,22581.2675,10
795,0.00038738,0.0028322,0.0003606,0.019945,0.045034,0.250722,23515.6692,10
796,0.00000022,0.0002297,0.0001428,0.000008,0.002716,0.028371,9.8978,-2
797,0.00000300,0.0058556,0.0008710,0.000368,0.427427,0.638368,302.4918,10
798,0.00000019,0.0007918,0.0002953,0.000007,0.043552,0.033079,2.8357,-2
799,0.00000013,0.0009504,0.0000226,0.000007,0.122710,0.025283,4.9193,-2
800,0.00000178,0.0013008,0.0010878,0.000128,0.004519,0.050863,65.4157,2
801,0.00000021,0.0002232,0.0001400,0.000005,0.009444,0.011839,5.7773,-2
802,0.00003864,0.0009455,0.0009793,0.002854,0.024065,0.037428,1636.1694,2
803,0.00005134,0.0000606,0.0000186,0.001665,0.147099,0.013359,713.1284,-2
804,0.00000052,0.0002140,0.0000575,0.000016,0.020100,0.005810,10.9609,-2
805,0.00010954,0.0003712,0.0004445,0.003341,0.483416,0.061850,1455.5297,-2
806,0.00000682,0.0006467,0.0005764,0.000089,0.123578,0.038172,67.9586,-2
807,0.00000015,0.0002765,0.0001402,0.000006,0.027628,0.021514,2.4063,-2
808,0.00000002,0.0001338,0.0000291,0.000001,0.004093,0.005214,1.0763,-2
809,0.00000028,0.0013710,0.0008033,0.000021,0.025642,0.042967,10.7740,2
810,0.00000079,0.0007198,0.0011233,0.000022,0.011157,0.046841,38.4890,2
811,0.00000001,0.0000220,0.0000109,0.000001,0.007980,0.006152,0.6597,-2
812,0.00000002,0.0000521,0.0000696,0.000000,0.002430,0.003858,1.4001,-2
813,0.00000001,0.0003711,0.0001693,0.000005,0.006350,0.009303,4.0567,2
814,0.00010327,0.0009902,0.0007065,0.003233,0.363396,0.173299,4593.1578,10
815,0.00000337,0.0000486,0.0001885,0.000144,0.018949,0.005646,71.2168,-2
816,0.00001707,0.0000145,0.0000289,0.000546,0.003250,0.005800,301.6206,-2
817,0.00000006,0.0000919,0.0001614,0.000003,0.012253,0.006518,2.6388,-2
818,0.00013352,0.0068090,0.0016875,0.004835,0.417668,0.354295,4778.0054,10
819,0.00002345,0.0038230,0.0027090,0.002120,0.045222,0.088203,826.7726,2
820,0.00000010,0.0000058,0.0000082,0.000004,0.011941,0.007433,1.9350,-2
821,0.00000031,0.0000373,0.0000097,0.000013,0.008775,0.007074,6.1041,-2
822,0.00029627,0.0021105,0.0012630,0.024560,0.349785,0.089261,9750.0543,2
823,0.00000449,0.0016141,0.0019604,0.000365,0.036957,0.062768,157.4697,2
824,0.00000003,0.0000610,0.0000159,0.000003,0.007911,0.005697,1.6693,-2
825,0.00000085,0.0003317,0.0005195,0.000048,0.008764,0.014763,38.1116,2
826,0.00000040,0.0005699,0.0000182,0.000004,0.006514,0.013228,8.9174,-2
827,0.00000002,0.0001421,0.0003406,0.000001,0.005430,0.006947,2.9904,2
828,0.00000015,0.0000030,0.0000027,0.000006,0.023038,0.008737,3.2632,-2
829,0.00000003,0.0003122,0.0001424,0.000001,0.006544,0.004332,1.0294,-2
830,0.00000030,0.0000082,0.0000063,0.000012,0.029227,0.009512,6.0103,-2
831,0.00015434,0.0017112,0.0004592,0.008616,0.062483,0.062539,4506.8532,2
832,0.00000001,0.0000192,0.0000128,0.000001,0.009333,0.005277,0.4233,-2
833,0.00000003,0.0000742,0.0000527,0.000003,0.010934,0.012628,1.6257,-2
834,0.00002116,0.0000210,0.0000028,0.000488,0.016693,0.013652,243.6283,-2
835,0.00010266,0.0002422,0.0004139,0.004559,0.559875,0.054395,5099.6101,10
836,0.00001617,0.0009462,0.0003257,0.001325,0.014646,0.044607,571.3866,2
837,0.00000002,0.0005616,0.0001955,0.000001,0.010533,0.003501,1.7128,2
838,0.00001200,0.0000565,0.0000332,0.000426,0.005702,0.006427,182.5087,-2
839,0.00002485,0.0004254,0.0001240,0.001599,0.010920,0.030321,770.5866,-2
840,0.00000034,0.0000978,0.0000151,0.000016,0.012234,0.019684,6.2469,-2
841,0.00000832,0.0004271,0.0003716,0.000653,0.010554,0.012818,268.5102,2
842,0.00014170,0.0000481,0.0000437,0.004617,1.979681,0.056634,1854.2834,-2
843,0.00000127,0.0002053,0.0001669,0.000085,0.002906,0.024577,43.0565,2
844,0.00000041,0.0000071,0.0000144,0.000012,0.021528,0.008441,6.7017,-2
845,0.00000005,0.0000417,0.0000439,0.000002,0.005767,0.004993,1.0688,-2
846,0.00003781,0.0000720,0.0001581,0.001439,0.022117,0.006286,1857.8665,10
847,0.00000001,0.0004296,0.0004489,0.000001,0.019568,0.011047,0.4419,-2
848,0.00017752,0.0002783,0.0004606,0.006710,0.093838,0.053603,6369.1287,10
849,0.00000138,0.0000352,0.0000365,0.000041,0.004579,0.006994,19.8997,-2
850,0.00000985,0.0001322,0.0000294,0.000408,0.004068,0.006125,154.6988,-2
851,0.00000145,0.0004196,0.0005849,0.000091,0.006345,0.030647,60.0561,2
852,0.00000996,0.0024801,0.0012357,0.000643,0.303809,0.361701,261.8074,2
853,0.00000197,0.0001110,0.0001627,0.000154,0.003647,0.019833,61.5126,2
854,0.00000123,0.0001189,0.0001223,0.000065,0.002424,0.005347,39.9305,2
855,0.00000226,0.0006507,0.0003099,0.000145,0.018768,0.021701,72.5386,2
856,0.00000027,0.0004573,0.0001794,0.000007,0.006434,0.026799,14.6281,2
857,0.00000000,0.0003273,0.0001036,0.000002,0.048888,0.008553,2.4528,2
858,0.00000032,0.0000632,0.0000313,0.000027,0.025767,0.005742,12.9215,-2
859,0.00000045,0.0000180,0.0000167,0.000021,0.029145,0.009527,10.1322,-2
860,0.00000026,0.0001028,0.0000443,0.000007,0.002617,0.004177,3.4556,-2
861,0.00000016,0.0000068,0.0000093,0.000006,0.012612,0.007970,4.2475,-2
862,0.00000002,0.0000846,0.0000736,0.000003,0.003199,0.003666,1.4427,-2
863,0.00000024,0.0001587,0.0000631,0.000024,0.009531,0.009422,19.5952,-2
864,0.00000441,0.0016575,0.0013969,0.000358,0.018647,0.042295,149.8846,2
865,0.00015596,0.0003225,0.0002300,0.007322,0.010212,0.049231,5219.5441,2
866,0.00000009,0.0000272,0.0000137,0.000001,0.011655,0.006408,1.6386,-2
867,0.00000018,0.0000130,0.0000084,0.000007,0.009677,0.008215,3.4217,-2
868,0.00067159,0.0036314,0.0032601,0.031020,0.207147,0.152998,39540.7284,10
869,0.00000017,0.0011717,0.0000369,0.000038,0.006705,0.198417,28.7444,-2
870,0.00006311,0.0003245,0.0004312,0.004607,0.010611,0.024313,2130.4679,2
871,0.00000498,0.0005264,0.0007630,0.000304,0.007468,0.029685,173.2259,2
872,0.00000001,0.0006068,0.0000270,0.000001,0.004138,0.008171,3.0875,-2
873,0.00000035,0.0033588,0.0000347,0.000042,0.026267,0.351114,56.5408,10
874,0.00000104,0.0000111,0.0000167,0.000028,0.010968,0.007805,15.1823,-2
875,0.00000067,0.0001801,0.0001314,0.000023,0.006614,0.006273,13.5635,-2
876,0.00000010,0.0001755,0.0000663,0.000002,0.008039,0.005336,1.3960,-2
877,0.00001372,0.0003598,0.0000284,0.000767,0.043266,0.027313,359.0173,2
878,0.00001364,0.0001490,0.0000509,0.000962,0.005149,0.014417,776.1906,2
879,0.00000038,0.0007135,0.0001957,0.000019,0.017827,0.020406,11.6523,-2
880,0.00000429,0.0001804,0.0000614,0.000159,0.007054,0.023448,69.9450,-2
881,0.00000005,0.0001909,0.0005793,0.000010,0.066428,0.029534,5.4827,-2
882,0.00004801,0.0000445,0.0000260,0.001775,0.043164,0.010966,696.9132,-2
883,0.00002519,0.0007667,0.0003946,0.002138,0.002582,0.035674,841.6230,2
885,0.00000007,0.0000095,0.0000029,0.000004,0.011384,0.009687,2.1344,-2
886,0.00001604,0.0000505,0.0000405,0.000479,0.011739,0.009828,208.0671,-2
888,0.00000101,0.0001309,0.0000378,0.000044,0.007230,0.005236,19.0205,-2
889,0.00002693,0.0004106,0.0000764,0.001567,0.006354,0.023415,705.7415,2
890,0.00000350,0.0020903,0.0008520,0.000093,0.119194,0.095474,42.7560,-2
891,0.00000161,0.0018048,0.0000571,0.000071,0.076091,0.045930,30.3503,-2
892,0.00000378,0.0000217,0.0000572,0.000251,0.094765,0.005709,110.9808,-2
893,0.00000020,0.0001424,0.0000312,0.000006,0.004316,0.005648,3.5766,-2
894,0.00000035,0.0000156,0.0000184,0.000010,0.007284,0.006633,4.4989,-2
895,0.00000224,0.0000575,0.0000670,0.000050,0.013969,0.004569,27.4973,-2
896,0.00000149,0.0003776,0.0001314,0.000119,0.006897,0.019383,48.9941,2
897,0.00000015,0.0000595,0.0000634,0.000006,0.011438,0.005496,4.3155,-2
899,0.00003362,0.0009889,0.0000762,0.001311,0.014563,0.059555,503.2940,-2
900,0.00000022,0.0001136,0.0000596,0.000022,0.030937,0.005803,14.2722,2
901,0.00000324,0.0009064,0.0012816,0.000280,0.006669,0.038287,112.1467,2
902,0.00000132,0.0002191,0.0000672,0.000082,0.007392,0.014314,35.7021,2
903,0.00000189,0.0000909,0.0000240,0.000061,0.091851,0.012542,24.8229,-2
904,0.00000020,0.0016515,0.0000360,0.000043,0.018662,0.253770,16.4439,-2
905,0.00001240,0.0023647,0.0017714,0.000546,0.036782,0.068905,285.2513,2
906,0.00000216,0.0001091,0.0000472,0.000061,0.006560,0.004957,27.1869,-2
907,0.00000164,0.0013496,0.0000906,0.000053,0.011618,0.014109,44.9052,-2
908,0.00002783,0.0021931,0.0001004,0.001788,0.215325,0.163105,716.4897,2
909,0.00029475,0.0005760,0.0000443,0.007254,0.052111,0.027534,6688.5778,10
910,0.00000011,0.0000376,0.0000133,0.000002,0.007260,0.006860,1.6397,-2
912,0.00002254,0.0000541,0.0000542,0.000426,0.009577,0.009492,278.5332,-2
913,0.00000082,0.0015401,0.0013129,0.000062,0.019137,0.052936,30.9336,2
914,0.00001052,0.0023403,0.0005205,0.000647,0.106280,0.294951,269.9820,2
915,0.00000003,0.0016161,0.0011522,0.000007,0.022497,0.058585,8.0344,2
916,0.00016699,0.0004463,0.0001877,0.012363,0.003478,0.043482,4878.7037,2
917,0.00000004,0.0001109,0.0000477,0.000002,0.003913,0.006989,2.6048,2
918,0.00000387,0.0001264,0.0000293,0.000099,0.009234,0.019001,64.6252,-2
919,0.00000001,0.0004888,0.0000438,0.000001,0.005112,0.006676,1.3077,-2
920,0.00004737,0.0000936,0.0003194,0.002333,0.031901,0.016394,1156.0972,-2
921,0.00160005,0.0003721,0.0004203,0.050275,1.916759,0.275217,59246.3866,10
922,0.00000329,0.0113805,0.0001408,0.000241,0.033371,1.441159,254.1291,10
923,0.00005115,0.0003960,0.0001266,0.003109,0.027493,0.032440,1397.9589,-2
924,0.00000194,0.0000216,0.0000108,0.000065,0.006948,0.006028,33.9145,-2
925,0.00000045,0.0003898,0.0001133,0.000007,0.007910,0.017140,13.4926,-2
926,0.00002256,0.0001186,0.0000391,0.000736,0.011215,0.006960,572.5888,-2
927,0.00000966,0.0002583,0.0002636,0.000505,0.046827,0.063943,193.2220,-2
928,0.00003436,0.0000483,0.0000206,0.001124,0.016122,0.005898,484.4358,-2
929,0.00003737,0.0002738,0.0002939,0.003204,0.004867,0.016746,1251.5807,2
930,0.00000048,0.0007208,0.0001370,0.000029,2.398945,0.024973,15.4753,2
931,0.00088678,0.0010662,0.0012592,0.031520,1.386918,0.466398,41389.9401,10
932,0.00000203,0.0001532,0.0000872,0.000083,0.004925,0.004955,43.1436,2
933,0.00002682,0.0001441,0.0001509,0.001006,0.007370,0.009050,642.0857,2
934,0.00009060,0.0002183,0.0000578,0.004728,0.007599,0.007499,1847.6174,-2
935,0.00000204,0.0016474,0.0018359,0.000132,0.032335,0.071243,56.8498,2
936,0.00017190,0.0001852,0.0000016,0.006672,0.113465,0.046595,2547.6019,-2
937,0.00008911,0.0009639,0.0016244,0.005124,0.028761,0.038926,2655.0713,2
938,0.00001186,0.0000197,0.0000041,0.000557,0.035748,0.010535,238.3683,-2
939,0.00000104,0.0001444,0.0001467,0.000075,0.007693,0.013986,35.8692,2
940,0.00000726,0.0000096,0.0000016,0.000183,0.024160,0.015852,84.2617,-2
941,0.00000002,0.0000603,0.0000209,0.000003,0.007544,0.005622,1.5427,-2
942,0.00002778,0.0000387,0.0000094,0.000898,0.037401,0.006416,398.3066,-2
943,0.00017610,0.0000860,0.0001004,0.006147,0.101113,0.016819,7170.7991,10
945,0.00000039,0.0121909,0.0002391,0.000068,0.032901,0.494325,63.1485,10
946,0.00039881,0.0002796,0.0000246,0.012960,0.198487,0.024771,19582.8564,10
947,0.00034926,0.0040199,0.0008283,0.015504,0.088717,0.570230,18351.7524,10
948,0.00023944,0.0161574,0.0031480,0.014558,3.196382,4.132401,17723.4943,10
949,0.00009822,0.0002946,0.0001137,0.004796,0.030356,0.052154,4459.8532,10
950,0.00000808,0.0053247,0.0025902,0.000673,0.344012,0.401025,268.1079,2
951,0.00000442,0.0012387,0.0010770,0.000247,0.024380,0.014818,148.9386,2
952,0.00025495,0.0027935,0.0001922,0.011257,0.193087,0.680820,11642.5131,10
953,0.00000023,0.0001722,0.0000205,0.000010,0.008794,0.005899,5.2814,-2
954,0.00000024,0.0000119,0.0000019,0.000003,0.013993,0.010598,4.0400,-2
955,0.00000018,0.0001577,0.0000427,0.000009,0.003822,0.006285,5.6742,-2
956,0.00000111,0.0015156,0.0010556,0.000048,0.031626,0.065032,43.4398,2
957,0.00000071,0.0000489,0.0000574,0.000027,0.005719,0.007634,11.3835,-2
958,0.00000055,0.0000169,0.0000164,0.000006,0.057211,0.018075,4.3683,-2
959,0.00000490,0.0000172,0.0000051,0.000167,0.017614,0.015748,67.3772,-2
960,0.00000001,0.0003618,0.0003805,0.000002,0.007916,0.007998,3.8979,2
961,0.00000000,0.0000255,0.0000767,0.000001,0.006630,0.004974,1.0444,-2
962,0.00000053,0.0000926,0.0000033,0.000018,0.010092,0.009869,8.1296,-2
963,0.00000141,0.0010661,0.0004616,0.000088,0.012288,0.011118,43.2782,2
964,0.00000006,0.0000218,0.0000131,0.000003,0.007665,0.006544,1.2399,-2
965,0.00006418,0.0000871,0.0000279,0.002271,0.050059,0.007656,907.0454,-2
966,0.00000004,0.0000607,0.0000292,0.000001,0.002982,0.004545,1.4172,-2
967,0.00000020,0.0007257,0.0006230,0.000021,0.023649,0.041868,9.7595,2
968,0.00000014,0.0002962,0.0000237,0.000015,0.008908,0.011983,6.6438,-2
969,0.00000035,0.0001059,0.0000378,0.000030,0.016512,0.003734,14.0685,2
971,0.00000002,0.0000697,0.0000424,0.000000,0.003135,0.004633,1.7330,-2
972,0.00000352,0.0000196,0.0000169,0.000123,0.008286,0.009116,53.0519,-2
973,0.00005864,0.0003023,0.0001560,0.001676,0.365357,0.038062,1687.9240,10
975,0.00000010,0.0000153,0.0000075,0.000006,0.030112,0.005177,2.5910,-2
976,0.00000139,0.0000140,0.0000101,0.000021,0.021070,0.010969,16.1480,-2
977,0.00000006,0.0000493,0.0000346,0.000002,0.006510,0.005810,1.4083,-2
978,0.00001541,0.0000477,0.0000387,0.000584,0.087061,0.011361,232.0744,-2
979,0.00001607,0.0000379,0.0000098,0.000333,0.011129,0.011210,254.6742,-2
980,0.00000002,0.0001485,0.0000894,0.000001,0.002087,0.008288,3.6280,-2
981,0.00000012,0.0000192,0.0000025,0.000006,0.012110,0.010328,3.4325,-2
982,0.00044387,0.0040333,0.0059985,0.013835,2.328012,2.108496,15272.5381,10
983,0.00000087,0.0000219,0.0000230,0.000031,0.007842,0.007087,23.1866,-2
984,0.00000191,0.0002564,0.0000379,0.000088,0.016112,0.004134,39.1151,-2
985,0.00004426,0.0003063,0.0006315,0.002342,0.019902,0.040581,1564.4079,2
986,0.00010457,0.0001992,0.0000696,0.003305,0.061914,0.026960,3883.1356,10
987,0.00018961,0.0004344,0.0004398,0.005787,0.163461,0.102907,5200.7571,10
988,0.00011971,0.0001088,0.0000015,0.004349,0.141466,0.014378,1737.1590,-2
989,0.00000011,0.0002764,0.0000784,0.000005,0.003036,0.002617,3.8029,-2
990,0.00000140,0.0007917,0.0000334,0.000089,0.037474,0.292739,36.1162,-2
991,0.00000113,0.0000405,0.0000016,0.000025,0.014134,0.012470,12.4860,-2
992,0.00006036,0.0002009,0.0000260,0.000938,0.018570,0.013036,657.6797,-2
993,0.00000001,0.0000207,0.0000139,0.000001,0.009733,0.005308,0.4608,-2
994,0.00000017,0.0000592,0.0001749,0.000012,0.016805,0.003319,7.9100,-2
995,0.00000048,0.0000538,0.0000685,0.000020,0.003543,0.007259,12.8800,-2
996,0.00000055,0.0000103,0.0000039,0.000006,0.011617,0.010205,5.2963,-2
997,0.00000008,0.0001381,0.0000492,0.000002,0.003093,0.005043,2.2378,-2
998,0.00000178,0.0000212,0.0000335,0.000029,0.004865,0.006864,21.1430,-2
999,0.00000030,0.0000700,0.0000450,0.000013,0.003778,0.004845,6.0830,-2
1000,0.00001074,0.0004671,0.0000359,0.000166,0.023585,0.099855,90.8159,-2
1001,0.00000026,0.0000143,0.0000097,0.000012,0.021883,0.009894,6.7416,-2
