Name,a,e,sinI,n,g,s,lam-fit,My
2013HS156,0.01984512,0.0059449,0.0087286,0.000720,0.007391,0.001839,18204.7797,100
2013HT156,0.00000101,0.0009783,0.0004312,0.000000,0.000828,0.000275,1.1794,100
2013HU156,0.00003540,0.0010406,0.0003538,0.000001,0.013139,0.002201,33.6302,100
2013HV156,0.00013975,0.0004379,0.0002651,0.000006,0.000133,0.000042,118.7927,100
2013HW156,0.00006970,0.0050230,0.0082092,0.000004,0.038698,0.005881,82.6994,100
2013HY156,0.00012852,0.0000663,0.0001572,0.000007,0.000041,0.000016,156.6567,100
2013HZ156,0.00788812,0.0015648,0.0006409,0.000434,0.002354,0.001751,9219.8245,100
2013JA65,0.00004057,0.0012203,0.0020044,0.000002,0.022915,0.001316,53.5615,100
2013JB65,0.00000602,0.0002565,0.0002691,0.000000,0.001025,0.000034,8.3908,100
2013JD65,0.00000913,0.0002980,0.0002147,0.000000,0.000383,0.000015,10.1618,100
2013JE64,0.00000905,0.0006141,0.0015627,0.000000,0.000141,0.000037,9.2546,100
2013JE65,0.00002812,0.0026969,0.0033271,0.000001,0.013022,0.001049,43.8247,100
2013JF65,0.00000570,0.0003024,0.0005242,0.000000,0.003652,0.000081,5.3428,100
2013JG64,0.00809359,0.0009121,0.0005364,0.000450,0.013723,0.000976,9070.9262,100
2013JG65,0.00007201,0.0062549,0.0035804,0.000003,0.035407,0.006088,77.0486,100
2013JH65,0.00001556,0.0009826,0.0003923,0.000000,0.001904,0.000093,19.4789,100
2013JJ64,0.00254424,0.0104657,0.0029095,0.000097,0.158991,0.004708,1879.8070,100
2013JJ65,0.00000869,0.0011811,0.0008297,0.000000,0.000142,0.000124,10.4626,100
2013JK65,0.00006892,0.0125990,0.0094018,0.000007,0.071205,0.001932,141.8118,100
2013JL65,0.00004130,0.0044033,0.0095058,0.000003,0.037877,0.001548,74.6319,100
2013JM64,0.00024186,0.0160827,0.0040281,0.000010,0.087535,0.011997,225.0145,100
2013JM65,0.00000515,0.0012249,0.0009031,0.000000,0.000049,0.000262,3.8683,100
2013JN64,0.00004150,0.0011788,0.0021353,0.000003,0.019440,0.005410,81.1162,100
2013JN65,0.00000543,0.0000950,0.0001261,0.000000,0.000051,0.000007,6.6676,100
2013JO65,0.00078965,0.0013036,0.0003203,0.000026,0.004718,0.000776,599.7440,100
2013JP65,0.00000312,0.0003786,0.0006576,0.000000,0.000131,0.000034,6.0189,100
2013JQ65,0.00246734,0.0045432,0.0040688,0.000052,0.001629,0.001754,2476.8999,100
2013JR65,0.00223015,0.0004219,0.0004787,0.000100,0.000234,0.000144,2038.1487,100
2013JS64,0.00000149,0.0006628,0.0001431,0.000000,0.000483,0.000042,3.0216,100
2013JS65,0.00000250,0.0002419,0.0003547,0.000000,0.000314,0.000044,6.7737,100
2013JT65,0.00023574,0.0020687,0.0027920,0.000010,0.000025,0.001113,202.0589,100
2013JU64,0.00298048,0.0001852,0.0001329,0.000167,0.000157,0.000095,3645.0703,100
2013JV63,0.00327178,0.0074368,0.0155655,0.000047,0.002697,0.005520,1404.9041,100
2013JV65,0.00000041,0.0029986,0.0012180,0.000000,0.000686,0.000465,1.4379,100
2013JW63,0.00270631,0.0008292,0.0010147,0.000098,0.000542,0.000679,2280.3535,100
2013JZ64,0.00001106,0.0006825,0.0031938,0.000000,0.005413,0.010139,14.5842,100
2013LY35,0.00001841,0.0006144,0.0001904,0.000001,0.000149,0.000027,19.9154,100
2013MA12,0.00001981,0.0000442,0.0001091,0.000001,0.000025,0.000013,22.6607,100
2013NK24,0.00072416,0.0019457,0.0002693,0.000039,0.032482,0.000726,1107.8436,100
2013NM24,0.00053521,0.0005323,0.0003398,0.000014,0.000339,0.000066,385.6202,100
2013PV74,0.00213953,0.0002624,0.0011887,0.000025,0.008352,0.001135,1109.7850,100
2013PW74,0.03323509,0.0025075,0.0004275,0.002243,0.019272,0.000408,47663.1920,100
2013PX74,0.00001761,0.0000399,0.0000691,0.000000,0.000629,0.000091,22.9774,100
2013QO95,0.00743853,0.0015515,0.0041846,0.000186,0.030034,0.004291,9252.1926,100
2013RB98,0.00002647,0.0050055,0.0015084,0.000001,0.009069,0.002136,38.2711,100
2013RD98,0.00000892,0.0016109,0.0010347,0.000000,0.000192,0.000036,11.9169,100
2013RP98,0.00345055,0.0024467,0.0035179,0.000087,0.074630,0.002984,3430.5386,100
2013SP99,0.00000471,0.0002358,0.0001366,0.000000,0.000022,0.001266,5.6972,100
2013SQ99,0.00000464,0.0010319,0.0027325,0.000000,0.000332,0.001564,4.0222,100
2013TH159,0.00183800,0.0003329,0.0002135,0.000051,0.000263,0.000082,1534.7354,100
2013TM159,0.00000830,0.0038933,0.0049825,0.000000,0.000500,0.001654,9.5543,100
2013UF15,0.00000669,0.0000995,0.0001591,0.000000,0.000304,0.000078,6.6724,100
2013UJ15,0.01296876,0.0046410,0.0001978,0.000448,0.001560,0.000084,9077.3899,100
2013UK15,0.00006113,0.0126736,0.0024454,0.000004,0.025522,0.003431,105.7484,100
2013UL15,0.00001419,0.0001160,0.0009266,0.000001,0.000051,0.002519,11.7086,100
2013UM15,0.00001216,0.0001197,0.0002800,0.000000,0.001493,0.001250,9.3827,100
2013UN15,0.00000401,0.0009176,0.0008004,0.000000,0.000485,0.000406,3.9053,100
2013UO15,0.00000793,0.0008529,0.0009427,0.000000,0.000647,0.000843,8.5112,100
2013UP15,0.00000111,0.0000484,0.0000414,0.000000,0.000039,0.000490,0.9262,100
2013XB26,0.00000270,0.0011576,0.0001281,0.000000,0.000833,0.000032,2.2196,100
2013XD26,0.00217687,0.0002263,0.0002659,0.000099,0.000134,0.000029,2895.9550,100
2014AL55,0.00001614,0.0022855,0.0054750,0.000000,0.001090,0.001042,16.3902,100
2014AM55,0.00064886,0.0006817,0.0002473,0.000026,0.001705,0.000447,663.9202,100
2014BV64,0.00001194,0.0001247,0.0000592,0.000000,0.000022,0.000014,9.8709,100
2014BX64,0.00017046,0.0008493,0.0003868,0.000008,0.000379,0.000079,181.0150,100
2014BZ57,0.00098877,0.0008429,0.0002473,0.000060,0.010814,0.000200,1197.2208,100
2014CP23,0.00307363,0.0011393,0.0006858,0.000097,0.002957,0.000176,2407.9363,100
2014CQ23,0.00000864,0.0001519,0.0001193,0.000000,0.001906,0.000129,9.0101,100
2014DD143,0.00000525,0.0017553,0.0006004,0.000000,0.001321,0.000282,5.0323,100
2014DE143,0.00042177,0.0052770,0.0016891,0.000026,0.000471,0.000784,476.6087,100
2014DF143,0.00028169,0.0008614,0.0002447,0.000017,0.000213,0.000178,463.4991,100
2014DH143,0.00000770,0.0000517,0.0021953,0.000000,0.001346,0.000470,10.6959,100
2014DJ143,0.00005653,0.0003407,0.0001196,0.000003,0.004751,0.001118,57.2029,100
2014DK143,0.00000646,0.0000524,0.0000608,0.000000,0.002849,0.000567,4.7125,100
2014DL143,0.00048326,0.0049839,0.0069436,0.000021,0.000590,0.003402,461.5280,100
2014DM143,0.00061501,0.0010657,0.0006566,0.000033,0.000237,0.000234,662.5888,100
2014DN143,0.00108070,0.0009896,0.0004356,0.000025,0.000269,0.000173,784.1813,100
2014DO143,0.00364167,0.0072183,0.0019633,0.000173,0.106663,0.002991,3704.1773,100
2014DP143,0.00001230,0.0032341,0.0004492,0.000000,0.000544,0.000058,20.5867,100
2014DR143,0.00000893,0.0015434,0.0002609,0.000000,0.001103,0.000255,15.3298,100
2014DU143,0.00018730,0.0019141,0.0197805,0.000004,0.051631,0.016221,98.2757,100
2014EA52,0.00002972,0.0001475,0.0000436,0.000001,0.000044,0.000017,26.8538,100
2014EZ51,0.00001077,0.0011326,0.0016250,0.000000,0.000017,0.000267,7.4015,100
2014FB62,0.00003621,0.0009093,0.0002875,0.000001,0.008050,0.002765,42.7139,100
2014FF72,0.00003093,0.0018250,0.0001911,0.000001,0.000168,0.000030,19.7259,100
2014FG72,0.00435789,0.0052859,0.0004777,0.000077,0.000154,0.000049,2818.7759,100
2014FP43,0.00002636,0.0003819,0.0006854,0.000001,0.000099,0.000082,29.8216,100
2014FT71,0.00809759,0.0032994,0.0009036,0.000307,0.004745,0.001388,9368.8159,100
2014FX61,0.00296679,0.0006154,0.0001478,0.000079,0.000675,0.000222,2731.1297,100
2014FY71,0.04200941,0.0027236,0.0023492,0.001036,0.021343,0.002638,27884.8565,100
2014FZ71,0.00001440,0.0057208,0.0064215,0.000000,0.002124,0.000448,4.3779,100
2014GC54,0.00002031,0.0007402,0.0004489,0.000000,0.000574,0.000178,26.3973,100
2014GE54,0.00018510,0.0050714,0.0055845,0.000006,0.042872,0.004650,122.8227,100
2014GF54,0.00003866,0.0003543,0.0004086,0.000001,0.006688,0.003609,29.5130,100
2014GJ54,0.00000939,0.0206073,0.0011187,0.000000,0.001117,0.000079,14.0072,100
2014GT53,0.00000020,0.0003260,0.0001745,0.000000,0.000114,0.000127,0.7359,100
2014GU53,0.00326407,0.0003323,0.0002109,0.000148,0.002060,0.000158,3256.8226,100
2014GV53,0.00558031,0.0002432,0.0003931,0.000182,0.002214,0.000511,3996.1124,100
2014GW53,0.00003155,0.0000644,0.0001461,0.000002,0.000023,0.000009,38.1489,100
2014GY53,0.00001033,0.0008511,0.0002440,0.000000,0.002997,0.000924,21.1302,100
2014GZ53,0.00000012,0.0023125,0.0009046,0.000000,0.001199,0.000231,0.8850,100
2014HB200,0.00000956,0.0012137,0.0037218,0.000001,0.002949,0.002950,23.4814,100
2014HD200,0.00027698,0.0028823,0.0011101,0.000016,0.167887,0.004205,329.8883,100
2014HT199,0.00005716,0.0024600,0.0013341,0.000003,0.032730,0.006144,56.9771,100
2014HU199,0.00000149,0.0062558,0.0027766,0.000000,0.001478,0.001083,2.3463,100
2014HV199,0.00273857,0.0013143,0.0010790,0.000044,0.005765,0.000100,1295.7556,100
2014HW199,0.00003935,0.0000719,0.0001247,0.000002,0.000013,0.000007,34.8171,100
2014HX199,0.00001360,0.0005880,0.0006387,0.000000,0.000688,0.000416,25.7982,100
2014HZ199,0.00251327,0.0014872,0.0003446,0.000114,0.003655,0.000328,3340.5624,100
2014JK80,0.00001089,0.0007389,0.0005282,0.000001,0.006602,0.000157,16.3464,100
2014JL80,0.00000456,0.0010262,0.0011575,0.000000,0.001408,0.000373,8.5448,100
2014JM80,0.00064085,0.0003240,0.0002467,0.000007,0.000107,0.000087,191.5172,100
2014JP80,0.00047053,0.0024168,0.0010467,0.000022,0.233079,0.003073,612.1965,100
2014JQ80,0.00004693,0.0037290,0.0071738,0.000003,0.036115,0.006762,69.8418,100
2014JR80,0.00000682,0.0329514,0.0000632,0.000000,0.112783,0.000015,10.9653,100
2014JS80,0.12099870,0.0082669,0.0017573,0.004310,0.022578,0.006598,93238.7876,100
2014JT80,0.00003024,0.0020753,0.0018152,0.000001,0.011142,0.000874,55.8492,100
2014KC102,0.00001061,0.0007239,0.0021047,0.000001,0.003176,0.003102,20.5462,100
2014KD102,0.00005308,0.0042847,0.0059625,0.000001,0.013164,0.005132,42.2181,100
2014KS101,0.00056076,0.0000239,0.0001869,0.000041,0.000098,0.000033,814.4494,100
2014KU101,0.00002631,0.0001400,0.0004383,0.000000,0.006054,0.002934,26.6922,100
2014KV101,0.00001206,0.0017888,0.0019221,0.000000,0.000329,0.000117,14.1454,100
2014KW101,0.00043418,0.0002834,0.0001328,0.000035,0.000444,0.000107,660.8669,100
2014KX101,0.00002181,0.0018503,0.0047424,0.000001,0.007941,0.006733,30.4246,100
2014KY101,0.00002353,0.0015941,0.0015135,0.000001,0.007978,0.001142,23.5728,100
2014LO28,0.00339590,0.0001470,0.0001700,0.000138,0.000093,0.000083,2877.1201,100
2014LP28,0.00003240,0.0005640,0.0001099,0.000001,0.000386,0.000031,38.2049,100
2014LQ28,0.00444530,0.0062203,0.0017974,0.000238,0.078167,0.001751,5431.2157,100
2014LR28,0.00048681,0.0010365,0.0017343,0.000019,0.001224,0.000958,552.9228,100
2014LS28,0.00000161,0.0019906,0.0025407,0.000000,0.000888,0.001761,2.8612,100
2014LT28,0.00000290,0.0020291,0.0008598,0.000000,0.000472,0.000381,2.7312,100
2014MA70,0.00000746,0.0000516,0.0000753,0.000001,0.000249,0.000590,26.5370,100
2014MB70,0.00071104,0.0017257,0.0010394,0.000021,0.000165,0.000307,544.5836,100
2014MC70,0.00114531,0.0030971,0.0031256,0.000018,0.026996,0.000547,768.6957,100
2014MD70,0.01307619,0.0026497,0.0016083,0.000533,0.015972,0.001191,10367.8209,100
2014MF70,0.00003019,0.0020456,0.0024727,0.000002,0.017423,0.005903,49.8368,100
2014MG70,0.00002021,0.0000997,0.0001418,0.000001,0.000064,0.000015,14.6015,100
2014MH70,0.00000867,0.0000065,0.0000349,0.000000,0.000017,0.000023,18.1039,100
2014MY69,0.00008710,0.0011624,0.0007011,0.000002,0.002214,0.001027,71.9191,100
2014MZ69,0.00059825,0.0001446,0.0001543,0.000046,0.000243,0.000081,1009.0059,100
2014NB66,0.00000050,0.0018040,0.0013482,0.000000,0.000284,0.000365,0.9266,100
2014NZ65,0.00001027,0.0001710,0.0004960,0.000000,0.000104,0.000021,7.9920,100
2014OA394,0.01147663,0.0027718,0.0077005,0.000480,0.001572,0.002076,9879.8893,100
2014OB394,0.16386651,0.0019365,0.0015361,0.006217,0.009412,0.004441,134864.5305,100
2014OE394,0.00000156,0.0022500,0.0026676,0.000000,0.000491,0.000720,1.7255,100
2014OG394,0.00008070,0.0000499,0.0002807,0.000006,0.000089,0.000057,110.6207,100
2014OH394,0.00024269,0.0001591,0.0001724,0.000007,0.004863,0.000076,203.6958,100
2014OJ394,0.00006472,0.0015427,0.0001534,0.000002,0.001091,0.000006,41.1920,100
2014OK394,0.00001133,0.0000717,0.0002009,0.000000,0.001498,0.000340,13.4490,100
2014OL394,0.00018011,0.0002236,0.0015511,0.000004,0.031868,0.026054,77.7299,100
2014OM394,0.00000596,0.0007279,0.0019509,0.000000,0.000269,0.001478,5.5427,100
2014OZ393,0.00031739,0.0001915,0.0000904,0.000008,0.000032,0.000030,247.4181,100
2014PN70,0.00042401,0.0019694,0.0022648,0.000022,0.000823,0.001070,428.5616,100
2014QA442,0.00186980,0.0001060,0.0001001,0.000076,0.000722,0.000037,1768.1122,100
2014QE442,0.00000355,0.0000186,0.0001973,0.000000,0.000022,0.000003,4.1823,100
2014QF433,0.00005292,0.0007778,0.0019654,0.000002,0.000350,0.001091,55.2051,100
2014QL441,0.00113364,0.0001397,0.0002393,0.000047,0.000183,0.000042,1273.5289,100
2014QM441,0.00012314,0.0013614,0.0006017,0.000001,0.014935,0.008153,44.3959,100
2014QO441,0.00000358,0.0002523,0.0003775,0.000000,0.000338,0.000156,8.6839,100
2014QU441,0.00013902,0.0002428,0.0002667,0.000007,0.000505,0.000163,154.6726,100
2014QW441,0.00016961,0.0005031,0.0006278,0.000006,0.000055,0.000019,176.2668,100
2014QX441,0.00122517,0.0001653,0.0000403,0.000076,0.001885,0.000046,1591.4858,100
2014QY441,0.00009943,0.0008227,0.0038914,0.000004,0.051552,0.003422,104.1760,100
2014QZ441,0.00000640,0.0001727,0.0002624,0.000000,0.001549,0.000063,11.4660,100
2014RQ63,0.00001319,0.0000767,0.0001184,0.000000,0.000618,0.000175,16.7112,100
2014SH349,0.00405217,0.0014897,0.0006147,0.000198,0.000304,0.001221,4221.2501,100
2014SK349,0.00001156,0.0007216,0.0002038,0.000000,0.001520,0.000374,21.2149,100
2014SN350,0.00342598,0.0035909,0.0016890,0.000118,0.007312,0.000213,3926.9805,100
2014SQ350,0.00020975,0.0079332,0.0009734,0.000003,0.020165,0.000834,199.2263,100
2014ST349,0.00017567,0.0001293,0.0001226,0.000005,0.000040,0.000097,146.3643,100
2014TA86,0.00001485,0.0002925,0.0012485,0.000000,0.002091,0.000485,12.9434,100
2014TC86,0.00006432,0.0003271,0.0015891,0.000003,0.000154,0.002612,62.8404,100
2014TD86,0.00001169,0.0002938,0.0004292,0.000000,0.000898,0.000777,11.1244,100
2014TE86,0.00434690,0.0028042,0.0010889,0.000150,0.019414,0.002117,4404.7130,100
2014TF86,0.00000584,0.0036793,0.0002916,0.000000,0.001339,0.000117,5.4675,100
2014TT85,0.00005866,0.0001587,0.0004728,0.000003,0.000095,0.000045,72.2561,100
2014TW85,0.00000008,0.0006266,0.0008460,0.000000,0.000988,0.001075,0.4905,100
2014TX85,0.00587329,0.0025222,0.0004703,0.000351,0.018670,0.001276,8687.5640,100
2014TZ85,0.00005880,0.0154940,0.0121016,0.000002,0.021053,0.003022,86.8524,100
2014UD225,0.00003773,0.0003520,0.0003680,0.000002,0.000730,0.001612,40.6802,100
2014UE225,0.00004720,0.0003155,0.0001839,0.000001,0.000220,0.000026,53.8389,100
2014UF224,0.00008129,0.0001658,0.0005702,0.000002,0.000096,0.000013,75.4280,100
2014UP224,0.00052198,0.0001176,0.0001081,0.000029,0.000058,0.000026,620.2730,100
2014UQ224,0.00000816,0.0005338,0.0006353,0.000000,0.000310,0.000437,8.4030,100
2014UR224,0.00000923,0.0003005,0.0005050,0.000000,0.003263,0.000158,9.3823,100
2014US224,0.00000131,0.0005942,0.0002959,0.000000,0.000137,0.000180,1.3774,100
2014UT224,0.00025747,0.0051780,0.0072470,0.000004,0.034164,0.000989,114.8495,100
2014UU224,0.00001209,0.0005165,0.0008476,0.000000,0.000227,0.000092,20.3023,100
2014VU37,0.00000794,0.0000286,0.0001971,0.000000,0.000016,0.000009,11.0030,100
2014WA509,0.00006982,0.0006550,0.0014694,0.000003,0.000378,0.001280,64.9286,100
2014WA510,0.00002544,0.0001139,0.0001740,0.000001,0.000079,0.000734,23.2222,100
2014WC510,0.00002142,0.0021898,0.0013659,0.000000,0.000302,0.000198,18.1608,100
2014WD509,0.00000488,0.0006419,0.0008689,0.000000,0.000220,0.000718,4.7562,100
2014WF509,0.00001131,0.0021303,0.0016696,0.000001,0.000055,0.000360,10.1059,100
2014WF510,0.00001279,0.0005482,0.0002494,0.000000,0.003790,0.000101,24.1836,100
2014WG509,0.00021332,0.0001403,0.0000927,0.000012,0.000048,0.000011,233.5954,100
2014WG510,0.00005956,0.0066559,0.0052037,0.000004,0.045414,0.001362,101.3301,100
2014WH509,0.00171401,0.0015511,0.0016840,0.000142,0.004460,0.003084,3106.9459,100
2014WJ509,0.00011240,0.0000711,0.0001528,0.000003,0.000033,0.000018,97.0229,100
2014WK509,0.00009464,0.0004053,0.0003659,0.000003,0.000067,0.000080,64.5109,100
2014WN509,0.00629277,0.0030481,0.0021862,0.000226,0.050598,0.001365,8807.9599,100
2014WO509,0.00000244,0.0008614,0.0022699,0.000000,0.000425,0.002444,4.2131,100
2014WO510,0.00000535,0.0000548,0.0000360,0.000000,0.000103,0.000014,8.0173,100
2014WP509,0.00005803,0.0015750,0.0012468,0.000002,0.000061,0.000409,52.5928,100
2014WP510,0.00001219,0.0000322,0.0000667,0.000000,0.000423,0.000495,12.3064,100
2014WQ509,0.00001547,0.0001462,0.0003231,0.000000,0.003302,0.000405,22.9995,100
2014WQ510,0.03658016,0.0105411,0.0029446,0.002195,0.488859,0.031590,63072.6552,100
2014WR510,0.00003940,0.0024592,0.0023858,0.000001,0.010927,0.004721,45.1016,100
2014WS509,0.00000153,0.0002883,0.0006309,0.000000,0.000177,0.000849,1.3591,100
2014WT509,0.00006632,0.0084197,0.0039343,0.000002,0.013264,0.000226,46.3952,100
2014WT69,0.00125799,0.0180348,0.0052005,0.000019,0.071277,0.005174,946.2187,100
2014WU509,0.00060705,0.0009926,0.0002458,0.000011,0.014024,0.000594,391.7598,100
2014WV509,0.00038518,0.0000637,0.0003118,0.000012,0.000231,0.000013,563.6224,100
2014WW509,0.00267109,0.0006303,0.0003580,0.000186,0.002162,0.000750,3464.8600,100
2014WX509,0.00586379,0.0035892,0.0021440,0.000255,0.001527,0.003368,5168.3859,100
2014WY509,0.00091536,0.0000483,0.0002143,0.000045,0.000209,0.000114,905.2669,100
2014WZ509,0.00074154,0.0001643,0.0008434,0.000034,0.000145,0.000036,856.9091,100
2014XR40,0.00124691,0.0005368,0.0001107,0.000130,0.000503,0.000257,2611.1096,100
2014XS40,0.00312090,0.0002403,0.0002983,0.000192,0.007658,0.000452,3553.6424,100
2014XT40,0.00001803,0.0005022,0.0006699,0.000001,0.007564,0.000133,20.9811,100
2014XU40,0.00000700,0.0000390,0.0001381,0.000000,0.000295,0.000016,8.9113,100
2014XY40,0.00006889,0.0002786,0.0001440,0.000002,0.000101,0.000032,58.3731,100
2014YA50,0.00002378,0.0000520,0.0007872,0.000001,0.000017,0.000010,16.4431,100
2014YB50,0.00021271,0.0000604,0.0002044,0.000010,0.000337,0.000012,247.6424,100
2014YG50,0.00002893,0.0036503,0.0028754,0.000002,0.019808,0.002235,48.7536,100
2014YJ50,0.00006450,0.0057949,0.0082133,0.000005,0.060779,0.003777,126.4662,100
2015AJ281,0.00182294,0.0005467,0.0003486,0.000119,0.002553,0.000158,2461.2710,100
2015AM281,0.00105345,0.0138119,0.0057864,0.000014,0.015708,0.001081,695.7655,100
2015AN281,0.00325869,0.0018517,0.0005302,0.000373,0.001867,0.001160,8168.1898,100
2015BA519,0.00001050,0.0003471,0.0010260,0.000000,0.001152,0.001688,22.5140,100
2015BG519,0.00125727,0.0000387,0.0001560,0.000048,0.000111,0.000027,1498.1768,100
2015BM518,0.00002734,0.0002567,0.0017293,0.000001,0.016663,0.001658,31.2718,100
2015BN518,0.00811562,0.0012800,0.0012503,0.000387,0.001968,0.000281,6953.8179,100
2015BO518,0.07908887,0.0008579,0.0054404,0.002978,0.004056,0.000508,65283.8454,100
2015BP518,0.00001873,0.0030705,0.0020723,0.000000,0.000482,0.001690,15.4995,100
2015BQ518,0.00000141,0.0000503,0.0002459,0.000000,0.000023,0.000005,3.3196,100
2015BT518,0.00002200,0.0067730,0.0024457,0.000001,0.001265,0.001015,24.0907,100
2015BU518,0.00002263,0.0084128,0.0071728,0.000001,0.003402,0.001140,27.2302,100
2015BV518,0.00000009,0.0001308,0.0004464,0.000000,0.000064,0.002373,0.2379,100
2015BW518,0.00728487,0.0013982,0.0023132,0.000258,0.002856,0.001689,6869.9722,100
2015BZ518,0.00041748,0.0031951,0.0032665,0.000022,0.000187,0.001178,448.5860,100
2015CL62,0.00101139,0.0041070,0.0015888,0.000044,0.013388,0.004113,1618.8083,100
2015FG345,0.01497785,0.0010720,0.0009418,0.000262,0.014155,0.000453,10706.3838,100
2015FJ345,0.00000409,0.0154628,0.0002766,0.000000,0.004153,0.000159,2.2751,100
2015FL345,0.00002418,0.0032494,0.0055375,0.000001,0.000928,0.001568,14.2106,100
2015FM345,0.00002561,0.0000751,0.0001750,0.000001,0.000033,0.000007,24.1357,100
2015FN345,0.00450565,0.0000632,0.0000509,0.000250,0.000355,0.000132,5009.6327,100
2015FO345,0.02806759,0.0016558,0.0005173,0.001323,0.011154,0.000861,28450.9014,100
2015FP345,0.00005420,0.0065856,0.0120141,0.000001,0.008269,0.001932,37.8571,100
2015FR345,0.03821349,0.0026521,0.0307962,0.003602,0.175709,0.049882,67439.1322,100
2015FS345,0.00060541,0.0002713,0.0004305,0.000017,0.000441,0.000665,651.9674,100
2015FW392,0.00972058,0.0097729,0.0171180,0.000410,0.001713,0.006211,8706.7180,100
2015GO50,0.00014247,0.0001155,0.0000930,0.000006,0.000028,0.000024,222.7559,100
2015GP50,0.00061738,0.0010499,0.0003099,0.000015,0.000370,0.000119,396.8397,100
2015GQ50,0.00081648,0.0002910,0.0002561,0.000028,0.000076,0.000071,660.4086,100
2015GR50,0.00240339,0.0010013,0.0020265,0.000032,0.007711,0.000968,887.8475,100
2015GS50,0.00017121,0.0388722,0.0016051,0.000002,0.016683,0.002318,55.8128,100
2015OV79,0.00019152,0.0000594,0.0000632,0.000009,0.000048,0.000006,228.4250,100
2015PF312,0.00010168,0.0000791,0.0001328,0.000006,0.000131,0.000019,224.2441,100
2015PL312,0.00511009,0.0015157,0.0006243,0.000282,0.002129,0.001123,5536.1429,100
2015RS245,0.00387378,0.0035025,0.0004769,0.000154,0.025085,0.001901,4886.1717,100
2015UK84,0.00110883,0.0006415,0.0002979,0.000041,0.000302,0.000022,840.8451,100
2016BP81,0.00358445,0.0017656,0.0004146,0.000161,0.013275,0.000502,5583.5937,100
2016FP59,0.00008506,0.0021568,0.0039309,0.000003,0.000463,0.000782,64.8407,100
2016FW59,0.00014598,0.0049057,0.0025725,0.000006,0.001974,0.001395,159.5911,100
