,Name,obs_ecc,obs_sinI,calc_ecc,calc_sinI,calc_sma,"['02_ecc', '02_sinI', '02_sma']","['13_ecc', '13_sinI', '13_sma']","['24_ecc', '24_sinI', '24_sma']","['35_ecc', '35_sinI', '35_sma']","['46_ecc', '46_sinI', '46_sma']","['57_ecc', '57_sinI', '57_sma']","['68_ecc', '68_sinI', '68_sma']","['79_ecc', '79_sinI', '79_sma']","['810_ecc', '810_sinI', '810_sma']"
37,37,1.022216134241744,0.6539423393466853,0.002131301109223683,0.00020857833917315962,-25.292296980698467,"[0.006347467290137014, 0.0010106604607568895, -23.446373777783]","[6.705396109435218e-11, 2.1325411352227476e-10, -25.74808048759319]","[7.592260155977075e-12, 2.207963080443063e-11, -25.748080487591796]","[1.2174922583454536e-11, 3.0303616073431235e-11, -25.748080487591473]","[1.5863036274785805e-11, 3.5949696286090045e-11, -25.74808048759136]","[9.961312776533924e-12, 2.4901362507253916e-11, -25.74808048759122]","[1.3663309430011745e-11, 4.521710014499815e-11, -25.74808048759108]","[1.0100236894037351e-11, 2.8242613492825395e-11, -25.74808048759087]","[6.380922183562183e-11, 1.5132114767324974e-10, -25.748080487590585]"
38,38,1.0899430255181837,-0.9959094798854818,0.005351513454614257,0.0005657487095421327,-6.3776981848633305,"[0.01673208255067706, 0.0017688722455483953, -5.254302108670311]","[2.6589869403664628e-11, 5.099679466723255e-11, -6.65507993207153]","[4.7321982793901564e-11, 8.493985086994181e-11, -6.655079932071509]","[7.312249099717032e-11, 1.0333413910259874e-10, -6.655079932071587]","[1.8058472167432791e-10, 2.2937788400718446e-10, -6.655079932071589]","[1.585854445428827e-10, 2.1811384109691925e-10, -6.655079932071549]","[2.715558811258664e-10, 4.100850369515006e-10, -6.655079932071507]","[8.704957406532844e-11, 1.2495355503235986e-10, -6.655079932071411]","[1.862130983821676e-10, 2.7854965014910967e-10, -6.655079932071348]"
39,39,1.028048386853029,-0.7045864005620602,0.002847948869105683,0.000996457920526688,-17.985183506626015,"[0.008904418591095994, 0.0030465703445912806, -16.407913486812728]","[7.552321019430417e-12, 2.3692000825242792e-11, -18.374632894231617]","[5.5829602252404006e-12, 2.9735703525657543e-11, -18.374632894233038]","[1.6537739985857343e-11, 2.962666509206692e-11, -18.374632894233716]","[1.0957512405141993e-11, 3.2124653096214094e-11, -18.374632894234427]","[1.4180302290097139e-11, 3.577834689173086e-11, -18.37463289423465]","[1.5008447777578233e-11, 6.724543674561266e-11, -18.374632894234637]","[5.885824921974432e-12, 4.129741611726231e-11, -18.374632894234715]","[1.2322675354501889e-11, 4.445484282357263e-11, -18.374632894234782]"
40,40,1.001845638307402,0.999232736767714,0.0009055888777411475,0.00015020248699740345,-265.13066830305365,"[0.0028314209298318386, 0.0004696020422114329, -253.54054277604672]","[1.7688461929335523e-10, 2.0026846720881243e-09, -267.99242768249115]","[4.624794304032822e-11, 5.252008529566844e-10, -267.9924276907704]","[1.8712424936523882e-11, 2.1553062825357615e-10, -267.99242769226555]","[9.778383862178839e-12, 1.0835155157877824e-10, -267.9924276927475]","[5.439004001919419e-12, 6.280281965435505e-11, -267.992427692954]","[3.0542539129997925e-12, 3.606634355374901e-11, -267.992427693056]","[2.0618715178913e-12, 2.6753640692057647e-11, -267.9924276931119]","[1.7438088360784794e-12, 2.2126522129236726e-11, -267.9924276931422]"
41,41,1.1564999034629946,0.19049954230986646,0.01807930269963815,0.0028860297653511904,-0.5962824340819378,"[0.05776024399984451, 0.009214619566823587, 9.558717907428221]","[1.9713578586075835e-10, 6.896619404553803e-11, -3.1036899258129877]","[3.935417738787601e-10, 1.4936643751674074e-10, -3.103689925812916]","[6.413493457625751e-10, 2.048175726925223e-10, -3.103689925812895]","[8.615334511175862e-10, 2.6979793293181127e-10, -3.103689925812895]","[1.045024706159467e-09, 3.810692756387664e-10, -3.1036899258128714]","[3.5303732611480933e-10, 1.3332753816392782e-10, -3.1036899258128363]","[1.5277196261662358e-09, 4.3795623203813236e-10, -3.1036899258127706]","[1.1735447780897975e-09, 4.1662237055990053e-10, -3.103689925812726]"
42,42,1.006615391645262,-0.9036290388943007,0.005254046105095006,0.00080902869244035,-105.30325487712003,"[0.016427323883716642, 0.0025295052231770155, -100.25734442503278]","[2.9057078506905577e-10, 1.8152259051564187e-10, -106.54915869196252]","[6.568264299847556e-11, 4.178578429817171e-11, -106.54915869237712]","[1.8926129761728455e-11, 7.867798535724976e-12, -106.54915869244387]","[1.1516492430481504e-11, 6.113812335912336e-12, -106.54915869246467]","[7.772656865043872e-12, 5.434087465279785e-12, -106.54915869247327]","[4.058880549551109e-12, 2.1796497754557282e-12, -106.54915869247722]","[2.3792189332676595e-12, 3.1516516144853243e-12, -106.54915869247911]","[7.891797796162222e-12, 7.121252033985136e-12, -106.54915869248039]"
43,43,1.0037691519333418,0.9495540577287768,0.0013332507226906326,6.443064846440822e-05,-131.30793971403554,"[0.0039706815026504414, 0.0003121943754744159, -125.25436637689799]","[3.764231179137429e-09, 2.083782591063e-09, -132.8026491811881]","[9.115421923343624e-10, 5.047812613176765e-10, -132.80264918018207]","[3.638682965522788e-10, 2.012891805277147e-10, -132.8026491800137]","[1.727919891747157e-10, 9.583212932987312e-11, -132.8026491799609]","[9.954109343215536e-11, 5.44102928918658e-11, -132.80264917993773]","[5.628915572654467e-11, 3.0713622070917445e-11, -132.80264917992585]","[3.618175970490049e-11, 2.0489118740455633e-11, -132.80264917991968]","[2.386960913466575e-11, 1.2779795443341902e-11, -132.80264917991693]"
44,44,1.011904574736771,0.6478585575761854,0.004322766332697767,0.008182935701973097,-44.931299911476,"[0.013930467723200262, 0.025697162254470725, -13.412120346485713]","[1.1804505287549707e-11, 3.1722946402733036e-10, -52.71381338417319]","[3.2859143988930883e-12, 5.0676087955632316e-11, -52.71381338430099]","[2.206312780138631e-12, 2.0407610645221345e-11, -52.71381338431304]","[2.433732126944702e-12, 8.374607660752427e-12, -52.71381338431583]","[2.571834370410147e-12, 8.929844557482998e-12, -52.71381338431699]","[5.6855281415785885e-12, 1.6211041645179725e-11, -52.71381338431733]","[5.358487852443649e-12, 8.644661154675922e-12, -52.71381338431777]","[4.284883174666334e-12, 1.4866467132499495e-11, -52.713813384318016]"
45,45,1.0007156032963473,0.9128079752561691,0.013194613375730272,0.00287829443822724,-591.5056690246552,"[0.03929635875835264, 0.008999237891774058, -566.7232946186294]","[1.6380516784428217e-10, 3.4485019775421147e-09, -597.624773691041]","[4.571440440291207e-11, 9.549244579871245e-10, -597.6247737937364]","[1.9684458388558604e-11, 4.1581783901744215e-10, -597.62477381349]","[9.819474211584815e-12, 2.1496832420326247e-10, -597.6247738202026]","[5.8739050908054945e-12, 1.247024391899707e-10, -597.6247738231194]","[3.8436110888505766e-12, 7.977854790811734e-11, -597.6247738246295]","[2.7454673710836767e-12, 5.548549869222865e-11, -597.6247738254842]","[1.686502056525699e-12, 4.009892152892929e-11, -597.6247738259947]"
46,46,1.0982617623243986,-0.2761976043436732,0.004644801446185749,0.00031640646441862723,-5.247455625748202,"[0.014277076199041444, 0.001029970299558563, -4.1743345606609665]","[8.861058187231891e-11, 3.4036285968386496e-11, -5.512423789967441]","[1.6217635665007506e-10, 5.060909310486285e-11, -5.512423789967316]","[3.5449080428734875e-10, 9.705437301194065e-11, -5.512423789967209]","[8.425087601108475e-10, 2.2769798950761794e-10, -5.5124237899672925]","[9.296955198762856e-10, 2.5591277764316533e-10, -5.512423789967356]","[6.425894492097414e-10, 2.1413773697625503e-10, -5.512423789967314]","[6.305468301428889e-10, 2.2084786252760383e-10, -5.512423789967238]","[6.43272452534325e-10, 1.7289588375836627e-10, -5.512423789967167]"
47,47,1.0017959320453935,0.8995771256661025,0.007108585056854193,0.00012496750304362439,-252.28308006350747,"[0.022225527640945944, 0.00039072015091481526, -241.2032745850835]","[1.8019891541241388e-08, 3.219394856856277e-10, -255.0188344928923]","[5.030321832661743e-09, 8.98653793891155e-11, -255.01883450101536]","[2.195281664510296e-09, 3.9208637085264014e-11, -255.0188345024494]","[1.0468875977988024e-09, 1.8691786248930618e-11, -255.01883450291092]","[5.232106088238709e-10, 9.351341810122832e-12, -255.01883450311644]","[3.798430195182401e-10, 6.7910266494300965e-12, -255.01883450322347]","[2.9487128409865393e-10, 5.267431730084252e-12, -255.01883450328205]","[1.938871674690503e-10, 3.47411583894168e-12, -255.01883450331283]"
48,48,1.047336208973008,-0.8595453966673516,0.11655636587006221,0.01868535617683243,-7.965748319918416,"[0.3701381092520166, 0.05796480477844555, -1.2527626492792137]","[1.258268459212062e-11, 1.627657869313491e-11, -9.623275646001971]","[7.535546281604878e-12, 3.1195583738665084e-11, -9.62327564600226]","[5.744647169877423e-12, 2.3318286222407766e-11, -9.623275646002266]","[1.1922497101035478e-11, 2.4296458030616662e-11, -9.623275646002226]","[1.3856126460340172e-11, 4.243274784251749e-11, -9.623275646002218]","[1.8199251192897956e-11, 6.72556753777778e-11, -9.623275646002124]","[1.3483696588514834e-11, 5.937885470888612e-11, -9.623275646002082]","[1.5335751463176487e-11, 6.996265984766092e-11, -9.623275646002076]"
49,49,1.0013593948906447,-0.8414727933674677,0.0017901397711017405,0.0002150421645840212,-353.3957254124672,"[0.005142088702511996, 0.0010419816858601371, -338.23026310660714]","[2.6311419909356926e-10, 5.500626017874786e-10, -357.1402839753352]","[6.289366703333519e-11, 1.3316942827353816e-10, -357.14028400144133]","[2.4162246190518563e-11, 5.078453161693143e-11, -357.1402840059762]","[1.2748023461548132e-11, 2.7663291021533057e-11, -357.14028400745116]","[7.517666799599933e-12, 1.602090316980943e-11, -357.14028400806757]","[4.715251160148549e-12, 1.0116528781816624e-11, -357.1402840083721]","[2.97510821394917e-12, 6.2089753615655135e-12, -357.14028400854596]","[2.0466846939143436e-12, 4.5390365627349965e-12, -357.14028400865135]"
50,50,1.0445947634793067,-0.8921148477584885,0.004203626550338872,0.0008634530566808726,-11.770822855116673,"[0.01251929141710471, 0.002699678170057506, -10.407010618451611]","[4.4353460996963745e-12, 1.670872349140542e-11, -12.107566617255774]","[1.1193986038309186e-11, 2.457033068432674e-11, -12.107566617256158]","[2.654546415411862e-11, 4.104790517966562e-11, -12.1075666172561]","[1.2199893516698812e-11, 2.830955375395013e-11, -12.107566617256007]","[1.1040943674734663e-11, 3.3806402016932376e-11, -12.107566617256094]","[2.1405237923194294e-11, 6.325332541203963e-11, -12.10756661725624]","[1.747364617467117e-11, 2.3685420494366196e-11, -12.107566617256335]","[2.6933410051093397e-11, 3.2097467573027414e-11, -12.107566617256353]"
51,51,1.0076545184614,0.8870077917258705,0.024654170748195616,0.0005412198865737889,1685.015218381009,"[0.00314740075124886, 0.0003415980598518323, 1860.3708142940056]","[1.0093482448266308e-08, 1.3146419941462502e-08, 1957.246638486252]","[5.741880521749911e-09, 7.019090699975581e-09, 1957.2466418672964]","[4.70028848101434e-09, 5.481819769666776e-09, 1957.2466426460003]","[5.010905727178587e-09, 5.609122520504691e-09, 1957.2466426879114]","[6.6045567523712625e-09, 7.082592912878263e-09, 1957.2466420340975]","[1.3169603629477409e-08, 1.3274337302807426e-08, 1957.2466390114437]","[0.02112603840132083, 0.00042847749996738495, 1760.6476084224967]","[0.0563360499904209, 0.0011425765900592109, 777.653221799276]"
52,52,1.0202445053073244,0.683415615474501,0.0027105418597477226,0.00020403094074176027,-26.727958814449302,"[0.008072552779241881, 0.0009886256330989382, -24.85269313690635]","[3.505256780344949e-10, 1.7505348020633056e-10, -27.19098737680601]","[1.0938651780668674e-10, 5.494802992711248e-11, -27.190987376805218]","[9.294147431491418e-11, 4.602904637094155e-11, -27.190987376805236]","[4.790215424780448e-11, 2.8535262871280294e-11, -27.190987376805406]","[7.162910502218298e-11, 3.5051315394295996e-11, -27.190987376805367]","[9.708741095180282e-11, 5.24311803894739e-11, -27.190987376805555]","[1.2358527277328527e-10, 6.327870452002642e-11, -27.190987376805992]","[1.6365712981325352e-10, 8.384431099621817e-11, -27.190987376806095]"
53,53,1.0654515537648042,0.6516616972070438,0.003076623254892785,0.0002750932399592446,-8.220228612034333,"[0.009162836958476002, 0.0013329573291873168, -7.036955790399254]","[7.700278562707688e-11, 3.44950631386874e-11, -8.512394740832764]","[9.019467271630953e-11, 5.557221983383702e-11, -8.512394740832962]","[8.782610963204482e-11, 4.35546917477551e-11, -8.512394740833146]","[4.2791333944051805e-10, 1.9702253422068658e-10, -8.51239474083325]","[1.863874127033452e-10, 8.205898505557834e-11, -8.512394740833262]","[1.9232621284998273e-10, 5.5195481153157676e-11, -8.51239474083324]","[9.794818286729391e-11, 2.8776539558753753e-11, -8.512394740833125]","[1.638361074105744e-10, 7.099444799126683e-11, -8.512394740833015]"
54,54,1.0613895471560395,0.5997655968336261,0.011985164301472857,0.0018769327580752486,10.96096209127123,"[0.038084539559974345, 0.005940343360460463, 87.60978493584767]","[8.494652543969166e-11, 6.033207838172232e-11, -7.9646731789922995]","[7.953645098824646e-12, 1.638238791460887e-11, -7.9646731789945076]","[2.3515994028664814e-11, 1.0481920845885507e-10, -7.964673178994561]","[3.7948228261016603e-11, 6.920582389717598e-11, -7.964673178994543]","[3.371523948841153e-11, 8.631346038205175e-11, -7.964673178994521]","[4.6524425995104384e-11, 7.812972330255029e-11, -7.964673178994529]","[4.016765730985907e-11, 1.147976655444531e-10, -7.9646731789945875]","[6.364757079647577e-11, 1.4230942190842634e-10, -7.964673178994628]"
55,55,1.0320741553870445,0.24687099819991487,0.015283194024025408,0.009684220428340745,1.6518537860604943,"[0.045518158410790856, 0.030375826134881233, 96.19489264846845]","[4.877635670417163e-09, 2.3902556516381545e-09, -21.6921064266901]","[1.242646515130756e-10, 6.359059781301685e-11, -21.692106426879313]","[3.987769354665804e-11, 2.0211002136647317e-11, -21.69210642688006]","[3.936299317203839e-11, 2.149369502400671e-11, -21.69210642687997]","[2.969423534835408e-11, 1.7117962577586877e-11, -21.692106426879825]","[2.5816113096792345e-11, 1.4069774152679912e-11, -21.692106426879754]","[5.226905437351139e-11, 2.7351005685636603e-11, -21.69210642687969]","[7.427636808540379e-11, 4.2143812246195626e-11, -21.692106426879896]"
56,56,1.118802303729472,0.7374181317994647,0.004949363184468946,0.000959636901292683,-4.8039723106512575,"[0.014690543224420788, 0.0027705518408962784, -3.8692828617498116]","[1.0615776276454472e-10, 8.55597616110273e-11, -5.034759828898488]","[8.48094247096343e-11, 7.092198882311972e-11, -5.0347598288984585]","[7.100099268623185e-11, 7.703741176230034e-11, -5.034759828898521]","[3.447235378250332e-10, 2.456416476010305e-10, -5.034759828898585]","[2.1401750693136114e-10, 1.6013145133993213e-10, -5.0347598288986255]","[3.683119661971707e-10, 2.6525424346809995e-10, -5.034759828898589]","[2.6212545783979895e-10, 1.9398439396864564e-10, -5.0347598288985385]","[2.801376389846837e-10, 2.8306136857138345e-10, -5.034759828898486]"
57,57,1.0087304814087887,0.9790036735443176,0.00130996865607043,7.385045628078089e-05,-65.0571794814858,"[0.004095736442514328, 0.00023089035584364964, -61.63514042595466]","[3.2722685739856655e-09, 6.188874550275512e-10, -65.90212739636027]","[8.443272784309929e-10, 1.598456185391305e-10, -65.90212739642155]","[3.3329601219039953e-10, 6.293068983156661e-11, -65.90212739643091]","[1.1135563910193714e-10, 2.1206361462316508e-11, -65.9021273964333]","[1.3031473647766303e-10, 2.503124719340048e-11, -65.90212739643492]","[9.087732520905456e-11, 1.646696809349489e-11, -65.90212739643626]","[8.892842529296515e-11, 1.7303214330701873e-11, -65.90212739643658]","[1.51870924842651e-10, 2.768262435993575e-11, -65.90212739643584]"
58,58,1.0306126394764785,0.9879685859811335,0.002347006887392246,1.2467390816486975e-05,-18.94243544098869,"[0.006652284647905701, 6.041063208107256e-05, -17.467743064340407]","[2.946628901881024e-11, 7.518063843138031e-11, -19.30655701547147]","[1.580771601594478e-11, 2.842103380373102e-11, -19.306557015469906]","[1.6058351323244356e-11, 3.080181553953663e-11, -19.3065570154695]","[4.626379801669263e-11, 5.630966163424494e-11, -19.3065570154695]","[7.465048515946819e-11, 1.0633241074160996e-10, -19.30655701546968]","[7.638588164276002e-11, 1.2347857123058001e-10, -19.306557015469714]","[5.441063728458584e-11, 7.592183492139242e-11, -19.306557015469828]","[5.827896078520814e-11, 9.342847818559126e-11, -19.306557015469885]"
59,59,1.215591488468564,-0.6133293353916267,0.008448913117986711,0.0011172730524959711,-2.1351563376949225,"[0.030779799513893792, 0.0035410319132313786, -1.293982029153892]","[9.084894062834021e-11, 1.3672604966429638e-11, -2.3428536978285868]","[8.492732803619526e-11, 3.426588737531906e-11, -2.3428536978285845]","[1.9888302072804095e-10, 1.8145238817814554e-11, -2.3428536978285726]","[2.3349308703939424e-10, 3.2371426172054475e-11, -2.3428536978285592]","[4.976534660621995e-10, 3.5102601069414434e-11, -2.342853697828517]","[8.596933662422559e-11, 2.1485621587504905e-11, -2.342853697828469]","[1.7310766974914489e-10, 4.286751306953553e-11, -2.342853697828449]","[3.310745625065407e-10, 3.871109283604484e-11, -2.342853697828434]"
60,60,1.0055012935469265,0.7597475633823456,0.06000463253967314,0.004254232331515999,-67.16802120469268,"[0.18761094887615598, 0.013300997543761118, -63.617593192682634]","[2.8334041867015154e-10, 7.097686895313221e-10, -68.0446700966092]","[5.7777787996745997e-11, 1.4591185086705936e-10, -68.0446700965546]","[1.9064573039557063e-11, 4.798901757499618e-11, -68.04467009654644]","[6.4173422970959356e-12, 1.689780425836708e-11, -68.04467009654391]","[5.448550157515249e-12, 1.2974293860825009e-11, -68.04467009654365]","[1.1262565803857295e-11, 2.766009698752478e-11, -68.04467009654468]","[8.696667368469914e-12, 1.889461772528874e-11, -68.04467009654515]","[8.73907795457972e-12, 1.749575884689013e-11, -68.04467009654505]"
61,61,1.0109700593303188,0.8458831861743241,0.0017202353309475403,0.00152328451687324,-35.29231992029825,"[0.005123225693543216, 0.0047627107166306505, -33.14944397460401]","[8.53598175048862e-12, 1.0645322309981755e-10, -35.821425092061496]","[1.8141681466698642e-12, 2.5723662666926534e-11, -35.82142509207385]","[7.423673175917589e-13, 9.14763482158474e-12, -35.82142509207559]","[1.3611689136304117e-12, 1.016545622740749e-11, -35.82142509207603]","[2.3309943633930243e-12, 1.247883534338731e-11, -35.821425092075344]","[1.0966577000620391e-12, 9.508390068327787e-12, -35.82142509207474]","[1.4029668713462587e-12, 1.2689565524236038e-11, -35.82142509207458]","[1.6775658665126967e-12, 1.3269826086926226e-11, -35.821425092073916]"
62,62,1.0649666398691384,0.9697840714992053,0.003802146310571678,0.00034229591323416483,-8.966128685612555,"[0.018423204896947203, 0.0010702249682405065, -7.757801918098595]","[6.517200226956358e-12, 3.3455087450898975e-12, -9.264480973887455]","[1.3380703527077065e-11, 5.293945432918284e-12, -9.264480973887544]","[4.017055088737628e-11, 1.509630832570242e-11, -9.26448097388754]","[4.04999843285323e-11, 1.508366440543719e-11, -9.264480973887538]","[4.2553842189789443e-11, 1.4651140704262657e-11, -9.264480973887576]","[2.8861152452261776e-11, 1.0759875662001112e-11, -9.264480973887602]","[5.383270500447017e-11, 1.802750272321965e-11, -9.264480973887613]","[7.861477904950831e-11, 3.022401508259849e-11, -9.26448097388775]"
63,63,1.1243227307993242,0.9885152883364807,0.003134000878462467,0.00011465482256640234,-3.9619934183073138,"[0.015185722890130399, 0.0005555572989308417, -3.0581167419560744]","[5.804141726329514e-11, 4.2113509330077615e-11, -4.1851728445668765]","[4.826038921875396e-11, 4.152230752586987e-11, -4.185172844566884]","[6.720246158793411e-11, 1.7866758466545162e-10, -4.18517284456687]","[1.1528051371664668e-10, 1.1289933096836962e-10, -4.185172844566848]","[1.0583904654418807e-10, 1.16784933740025e-10, -4.185172844566837]","[1.39393180617291e-10, 1.1094162943659487e-10, -4.18517284456685]","[1.2939161464684696e-10, 2.787299566462354e-10, -4.185172844566893]","[1.572270253135522e-10, 2.724969736672788e-10, -4.185172844566933]"
64,64,1.009027387322237,0.9972555508939625,0.0013121919505907958,0.0007711479227954601,-56.284040622485406,"[0.004110308008260171, 0.002405548249322949, -53.1632080886056]","[3.0935274682359545e-10, 2.508483027785356e-10, -57.054616556705035]","[6.328645487232439e-11, 5.045189132135276e-11, -57.05461655676753]","[2.596044750336225e-11, 2.0089153890883615e-11, -57.054616556776566]","[2.03439719865085e-11, 1.6609046386830296e-11, -57.05461655677938]","[1.1957442970900759e-11, 1.0030704582472908e-11, -57.05461655678012]","[1.1074766945875234e-11, 9.908761898922932e-12, -57.05461655678014]","[1.1360705367292338e-11, 1.1063119461114854e-11, -57.05461655677972]","[3.004863710430831e-11, 2.8272043305454865e-11, -57.05461655677978]"
65,65,1.0204911632884583,-0.9727005660797546,0.0018383438845584938,0.0001112207938487871,-25.793173387435942,"[0.00547497588787548, 0.0005389175757016547, -23.965792019695165]","[1.6703072817121657e-11, 2.7302904026003395e-12, -26.24437866341551]","[1.4813084645507007e-12, 2.0248414656543993e-12, -26.244378663420427]","[9.457696497388893e-13, 1.364724197636624e-12, -26.24437866342174]","[2.227112394297305e-12, 3.0771969076975857e-12, -26.24437866342213]","[2.593200060918128e-12, 6.304611804651441e-12, -26.244378663421834]","[2.7568195750168915e-12, 3.3418930831350683e-12, -26.2443786634214]","[3.951413340194041e-12, 8.745529882395727e-12, -26.24437866342135]","[6.313283697431061e-12, 1.2552435820090482e-11, -26.244378663421355]"
66,66,1.0159161665373435,0.4148181813725925,0.001697550078978505,8.260814283569312e-05,-32.821014760114856,"[0.005055665257195397, 0.00040027563462386877, -30.639437618986722]","[1.2470583148354105e-10, 5.4933288312375474e-11, -33.35967578260427]","[2.6259534546857017e-11, 1.1204628806959535e-11, -33.359675782613394]","[1.45772150224239e-11, 5.318588074364664e-12, -33.359675782615035]","[5.619416017080617e-12, 3.275153712605078e-12, -33.3596757826157]","[1.3717862635391777e-11, 8.319816973424468e-12, -33.35967578261624]","[1.8054541314370188e-11, 1.0408783357454477e-11, -33.35967578261656]","[4.67324623418943e-11, 2.7102310347488434e-11, -33.35967578261661]","[2.5918590481630942e-11, 1.8079162913479298e-11, -33.3596757826168]"
67,67,1.0714440903056472,-0.9918035495834121,0.003212039995538539,0.00016562043160468437,-7.7109134600973475,"[0.009566136288867788, 0.0005178301649755963, -6.560307762668937]","[8.724465824395331e-12, 1.2324852362961932e-11, -7.995013632301775]","[3.6094120535015575e-11, 3.5548951010872014e-11, -7.995013632301813]","[1.0725899185488963e-10, 9.432052669386907e-11, -7.995013632301827]","[9.083861570975377e-11, 4.526430145907952e-11, -7.995013632301888]","[4.935025699306348e-11, 2.7878555077568986e-11, -7.995013632301934]","[1.4001156102830292e-10, 1.229901840512513e-10, -7.9950136323019425]","[4.428251958331712e-11, 4.769735639427531e-11, -7.995013632301945]","[8.145144694641122e-11, 5.870818940791603e-11, -7.995013632301935]"
68,68,0.9926739852191528,0.9346705323456341,0.029426181871748607,0.016702512515273108,-1098.731499089291,"[0.09799535040434379, 0.05206935818006482, -961.2018701989145]","[9.722635787312982e-11, 4.5271872914421165e-10, -1132.6894310448258]","[2.5637852552222748e-11, 1.2431430220524062e-10, -1132.689431969116]","[1.0379749438108477e-11, 6.020042951958482e-11, -1132.6894321272825]","[5.1827617423791194e-12, 3.004952597477824e-11, -1132.6894321801592]","[3.245487736805674e-12, 1.828019573343555e-11, -1132.6894322032701]","[2.2424917370445275e-12, 1.3792243741249582e-11, -1132.6894322151616]","[1.4974592260666291e-12, 8.582013159329922e-12, -1132.6894322219403]","[9.863724958890105e-13, 5.260907539085448e-12, -1132.689432226115]"
69,69,1.019800040573223,0.8641815480390426,0.0017289359221689857,0.000852948968313266,-26.870510926611267,"[0.0054057039403223, 0.0026668347175667984, -24.963036655229377]","[1.88585143269016e-11, 5.6227006757190476e-11, -27.34149222818707]","[5.762873641618406e-12, 1.736707109210172e-11, -27.341492228187377]","[4.893094744543011e-12, 4.793905293523064e-12, -27.34149222818752]","[6.985953734485298e-12, 1.1430199930329203e-11, -27.34149222818768]","[4.9864553446876315e-12, 7.755857017900922e-12, -27.341492228187253]","[1.764021695446603e-11, 1.906424603381611e-11, -27.341492228186684]","[1.4380472746751616e-11, 1.163558922910121e-11, -27.341492228186617]","[1.317949103618033e-11, 5.335178153235335e-12, -27.34149222818646]"
70,70,1.0199351932838816,0.934580833333838,0.0014091010938433522,0.00023773853895858193,-25.25924088994471,"[0.004405706224873816, 0.0007433095640516355, -23.380474697681073]","[4.247273722373436e-11, 1.8111528694149066e-10, -25.72313377692003]","[9.25657130553442e-12, 4.501713177440449e-11, -25.723133776922758]","[4.9931217922975295e-12, 2.147229857813489e-11, -25.72313377692324]","[3.3027175240530423e-12, 1.9143429300531053e-11, -25.72313377692343]","[1.4659416356143365e-11, 2.8299596958142004e-11, -25.72313377692368]","[2.417599442954161e-11, 4.556707877864072e-11, -25.72313377692398]","[1.3638147960061863e-11, 2.4946007128966405e-11, -25.723133776923863]","[3.12010701969282e-11, 6.752219061006532e-11, -25.723133776923408]"
71,71,1.0624166169582518,-0.69780700391477,0.005676594063687457,0.001960813348493455,-7.697220612875344,"[0.01820265633651613, 0.006177697868702324, -5.440223586185485]","[1.841968129224088e-11, 5.922638445371377e-11, -8.254503829341783]","[2.977840903413143e-11, 5.1915406858782697e-11, -8.254503829341896]","[3.726934785386446e-11, 7.161264384473329e-11, -8.254503829341926]","[6.000210566908558e-11, 1.2147400605908432e-10, -8.254503829341973]","[7.246722429226122e-11, 1.491665913548332e-10, -8.25450382934205]","[5.819265799953377e-11, 1.271485998102269e-10, -8.254503829342049]","[6.171600714289777e-11, 1.195872587628776e-10, -8.254503829342013]","[8.652948241650114e-11, 2.890681051643376e-10, -8.254503829341989]"
72,72,1.0569813387840714,0.15914913732019223,0.00844056695991289,0.0010945592385522077,-9.829064942274373,"[0.02513779732498278, 0.005303659678171679, -8.59117242515452]","[3.7693911815823814e-11, 4.805256457510097e-11, -10.134717415637642]","[3.8798338541367165e-11, 5.070483849075678e-11, -10.134717415637397]","[1.596794697577486e-11, 2.5815972760648413e-11, -10.13471741563732]","[3.0360402878566014e-11, 4.248067533198404e-11, -10.134717415637287]","[1.5879346290926357e-11, 3.040844417048044e-11, -10.134717415637226]","[6.394146413355802e-11, 8.367629039520653e-11, -10.134717415637208]","[1.6038129792037495e-10, 2.2791089992814077e-10, -10.134717415637223]","[8.062873395741901e-11, 1.167982322506114e-10, -10.134717415637297]"
73,73,1.079577300652846,-0.15504515167269828,0.05814735608323861,0.0107804885388404,-4.909917429937846,"[0.17259114248202795, 0.03509278521987735, -3.8389222960959635]","[1.5347405881762556e-10, 1.0674248531966438e-10, -5.174360672861854]","[1.5494818130971588e-10, 9.508537843186134e-11, -5.174360672861801]","[1.1640042855129578e-10, 5.3310136520273085e-11, -5.1743606728618]","[2.134499890607454e-10, 1.3182356214827902e-10, -5.174360672861763]","[2.6233249496001963e-10, 1.8349752869868028e-10, -5.174360672861708]","[2.387056397425616e-10, 1.985159030945078e-10, -5.17436067286173]","[6.573793167033061e-10, 5.35178743152784e-10, -5.17436067286179]","[5.416633469069861e-10, 3.69302111811431e-10, -5.174360672861785]"
74,74,1.0053908157959432,-0.6723622597464123,0.03086163347916373,0.004687106987190537,41.34316364096194,"[0.08140792810162197, 0.007475091062513377, 438.14115012105174]","[0.010460983030677353, 0.005338057233600978, 268.0784379290507]","[0.001818171055494858, 0.0010701500413544775, -52.14120680384165]","[4.9992711593996415e-11, 9.864611118437948e-11, -58.10392358365034]","[1.2893646673086012e-11, 2.549983174521154e-11, -58.103923583712586]","[3.938241358562913e-12, 7.401893911789929e-12, -58.10392358372244]","[3.3272671815803347e-12, 1.960663390792586e-11, -58.10392358372546]","[1.86116155206686e-12, 1.2736368432617801e-11, -58.10392358372688]","[2.532543798188732e-12, 2.3995746288286823e-11, -58.103923583727905]"
